	RDA1	RDA2	RDA3	RDA4
OTU_11141	-0.0015904442912572	0.0837861909320898	-0.172660197225104	0.0783512273351411
OTU_9389	-0.0746104125525147	0.154322745403897	-0.211634273083919	-0.210709898341319
OTU_29730	-0.0149716690783152	0.0935791675768623	-0.191345663089582	0.0843655000419578
OTU_34157	-0.0572873746464022	0.0268664726075656	0.138623454396401	0.171255225710123
OTU_4934	-0.156246965877317	-0.101124288680851	0.0644341100546944	0.232092629900302
OTU_30479	-0.017626238839421	0.204408022115723	0.33572484099839	0.0449393637677893
OTU_25906	-0.0941176608810382	0.172773422368792	0.24016591922796	-0.0457169623740669
OTU_34225	0.0283134891804932	0.0418382057968406	-0.083269951290274	-0.0100514190643319
OTU_20220	-0.143934749793014	0.127816493167691	0.190406483237427	-0.00308569201740261
OTU_8179	0.0630728592549753	0.0878762872899184	0.0228839176303302	0.306046187971248
OTU_29089	0.0431126405195046	0.106516321025415	0.160334143865716	0.0588513730204201
OTU_24898	-0.0508440672918215	0.208832927644044	0.188167808593446	-0.167710970301634
OTU_25288	-0.145477428757243	0.186131522468683	0.27036229880463	-0.111570520774704
OTU_21000	-0.0134087701657623	0.0951448698200871	-0.194983285849787	0.0354881309952867
OTU_34681	0.0738381514226919	0.0150217699847173	-0.0358304788540554	0.365234924196081
OTU_30464	-0.0243473594864421	-0.0103846777145223	0.108950800887833	0.0799239221648962
OTU_17439	0.0511973048863206	-0.0547307704325851	0.10183091309581	0.0141667817926062
OTU_29426	-0.105745043237303	0.0374474798030216	-0.0125588916876012	-0.00392428723199107
OTU_27869	0.0814826509143574	0.254977552627396	0.143536650286604	0.0675135636834002
OTU_34629	0.00963874500203167	0.106682604987973	0.12033398363692	0.0844626031793643
OTU_7538	-0.0301295810114585	0.111828096059788	0.0892086689453428	-0.0711212931181241
OTU_23058	-0.00394646441896942	0.0405577273918067	-0.138451457623843	0.042788666965681
OTU_22823	-0.0570994780136544	0.00517988664063044	0.0476201695231638	0.0109656534549279
OTU_26614	0.198898394337428	-0.0249450865683677	-0.0496440342064448	0.162298158251346
OTU_2871	0.0385983856099217	0.185591216322132	0.0807710542739008	0.0920140123094042
OTU_26590	0.144324907441605	0.00383119273733989	-0.00654729218782287	0.0436776834232291
OTU_28029	0.0524200917281159	-0.0717674060857773	0.165172273562988	0.418903683640776
OTU_36931	0.0592398702866258	0.152342392064665	0.0717713763141007	0.0505899771459065
OTU_28700	0.0171364072913327	-0.301109586140837	0.119850389945477	0.354629996380289
OTU_28074	-0.0728495824699426	0.136660515833838	0.228434397827754	-0.0205441851362765
OTU_12543	0.0275357608769545	0.185458736919711	0.0959398525223625	0.0583018801483126
OTU_24869	-0.0245451537631391	0.0656117789587979	0.0843734714531357	-0.0276234372915828
OTU_18778	-0.0629183930095302	0.201916169818808	0.0144381518118585	-0.256156111604551
OTU_26409	0.135227964990856	0.00229247075717823	0.00614740325921307	0.0685245958934644
OTU_27267	-0.102844627136086	0.0372675866378736	-0.0430180451527944	-0.0322663232244592
OTU_28789	-0.0745771730767498	0.0592932084852887	-0.0774609139219433	0.0170692930969646
OTU_12976	0.000932271895458477	-0.00673062434864916	-0.00339748486508844	-0.007101607052714
OTU_27811	-0.0133870867206756	0.0609263808927152	-0.134329989590192	0.0524246006910389
OTU_17445	0.00130751844484204	0.147562794885336	0.114909186657555	0.0465329265026862
OTU_18579	0.0543229406998275	0.0258806657545399	-0.104369871814006	0.0822663382465347
OTU_4483	0.0888786825847522	0.0542121686382476	-0.0942466715036127	-0.106457631393723
OTU_26572	0.117235975352471	0.0170939405702921	0.0135037105266561	0.0431013320450619
OTU_19367	-0.123073079955443	0.187805354502136	0.201320951255482	0.0659930272375305
OTU_3494	0.0127475298122141	0.133783109637767	0.108689551777076	0.139765100317634
OTU_9217	-0.0236896409585866	0.163239512433323	0.0624287141654871	0.180611577840192
OTU_10319	0.139727168428897	-0.166859366999166	-0.0351016919057257	-0.00318013756905372
OTU_26543	0.001190150119607	0.0422228149286269	-0.115035654211805	0.0840918908512053
OTU_14331	-0.049678064053106	0.0219141884620761	0.00857087358761238	0.000430986175740403
OTU_25680	-0.0345038852239851	0.0320555691082065	0.000691752560825403	0.0874039467356032
OTU_29672	-0.0133458223244145	0.0578998561660665	-0.126113875228246	0.0804435117156831
OTU_28394	-0.0371067689357644	0.126659913637245	0.139855832544	-0.105708307048945
OTU_18479	0.143618763560696	-0.0101008449867557	-0.0828859217595376	-0.0678100613007022
OTU_15091	-0.019424932818194	-0.044459346073145	-0.0244171503669526	0.0674024111540512
OTU_26255	-0.0280765429074798	0.0878255194804459	0.103405661308106	-0.00646911233009005
OTU_34808	0.0108079085687699	-0.225937482545103	0.0897084084383314	0.25916302996739
OTU_22028	-0.0878501160339573	0.0342531479551642	-0.139976746241909	0.0197289571990653
OTU_26694	0.101860236953881	0.00333161946774871	-0.0276867395869955	0.153103235427072
OTU_6573	0.09547299560197	0.000868932197510736	-0.0504795086433413	-0.147194702449519
OTU_26660	0.123716091791118	0.0115319123720342	-0.0313533812289236	0.105375646956832
OTU_28028	-0.12242928394083	0.0412398028604802	-0.0368121622566059	-0.0156606234214375
OTU_5533	-0.110478195746861	0.026696157900762	-0.029445768051659	0.0390378763837327
OTU_30908	-0.00790387359923808	-0.161797821188776	0.0764677871572243	0.122123567773819
OTU_31784	0.0276615292183829	-0.211822238876848	0.0778278112795121	0.280093686612957
OTU_18547	0.048180124424366	0.0284481640681494	-0.137133860116608	0.101555355944226
OTU_28797	0.0142040877578476	0.0380920217019425	-0.0719133944397619	0.0223057559535031
OTU_9991	-0.0291493459413804	0.0929098815572214	0.0772005811876796	-0.0318700506318541
OTU_2874	0.0251836994139142	0.145301058721581	0.0419441428446748	0.0181112677956624
OTU_25990	-0.0284486091636307	-0.0352083890352439	-0.0954390931723179	0.029464312285269
OTU_30128	0.0252744654502722	0.0483119417125825	-0.0519203300332883	0.0321793707308501
OTU_30267	0.00442956899814871	0.0073610373002042	-0.0397904058932213	0.063285047395657
OTU_1994	0.00970707852629948	0.0987833330698982	-0.0144656718985192	0.00382525180476172
OTU_32179	0.0113650582997956	0.0791894366025967	0.0717901867142705	-0.010605616980012
OTU_28055	0.0206888153478402	-0.092786727719812	0.00300580409943094	0.118048005555473
OTU_23125	-0.0273340039424484	-0.0350820799824317	0.0292022526100106	0.0256762109648657
OTU_920	0.00345102157079145	-0.096904221281197	-0.0460830819609701	0.109210637182189
OTU_36912	0.0104622545402646	0.0300705951071693	-0.0627515377572775	0.0562498599527708
OTU_11662	0.0840970308419486	0.0391514733253693	-0.104092528949489	-0.0666304523560372
OTU_31621	-0.00536247308318339	0.0357276355337559	-0.0366009023342865	-0.0057469862350417
OTU_25167	0.0382534469470613	0.000501457081070278	0.0187328342120814	0.0840154915805129
OTU_29447	0.00661787291883763	0.0372345150700962	-0.0935662893570712	0.066810927993288
OTU_11610	-0.00554856166930006	0.0945240424958134	0.156390637918492	-0.0503772378712589
OTU_26654	0.102373205947239	0.011912474356126	-0.0085220748725649	0.0965653406596189
OTU_18120	0.0212471701974387	-0.0954349222481031	-0.0243303763904335	-0.0804409521529982
OTU_11254	-0.00821808590925243	0.0381081888330878	-0.129013229210167	0.0487301316951129
OTU_2798	0.00522930215539357	-0.170749103830618	0.0500142921693749	0.199052708219301
OTU_17206	-0.00696133418164809	-0.137173294407503	0.0811181054533296	0.105180385823927
OTU_8984	0.0223049188407418	0.0591894316287164	-0.106280574497919	-0.0013258444608407
OTU_18724	0.0773968181293323	-0.0761716312320935	-0.0303788709713064	0.128783696860423
OTU_15171	-0.00824066783836309	0.0508295883749216	-0.116038128741689	0.00435898153598992
OTU_27313	0.00063083635418705	-0.134800685091637	0.0754874439737189	0.190593564993802
OTU_17596	-0.0694090669796148	0.0554433077119696	-0.0859009401748801	-0.0593481141862568
OTU_24662	-0.0166579154342423	0.0372594969215792	-0.0750518538433005	0.0399798761597336
OTU_36489	0.00263585687906539	0.0065998728970312	-0.108650700881177	-0.0231206670544465
OTU_11460	0.0314380335991723	0.0880100796602619	0.0338774079720662	-0.00985319791062897
OTU_7669	-0.0824391588555818	0.0458896755033884	-0.114668898856137	-0.00270198462089317
OTU_26576	0.0893484432825742	-0.0182395738092725	0.0117145163423504	0.0521477600408733
OTU_32036	-0.0411628231091842	0.0113033691192057	-0.0467018698349943	-0.0162940645261142
OTU_14572	0.0334815052898923	0.025041365573514	-0.072725515051514	0.0145954076337798
OTU_34687	0.00800012884810419	0.0223280558524248	-0.0960166710220519	0.0228666549014437
OTU_25317	0.0428931349203228	0.0275147348797547	-0.0298951950507957	0.0644530188468653
OTU_30889	-0.00119197311614643	0.0544065592250266	-0.0878568569880899	0.00842925559434637
OTU_26102	-0.0317362511628397	-0.00337693859589567	-0.0507857393391987	0.0319508543295461
OTU_33791	-0.0338861314801452	0.00132839969565968	0.0186607211394996	0.102993581469814
OTU_16767	0.0350274656396298	0.0500594980593641	-0.0871926406424894	0.0303111899566793
OTU_12858	-0.0142933347863037	0.0239964875328861	0.0356494816065536	0.0927198231972613
OTU_5591	-0.00258908504584602	0.0366116079741036	-0.145106646075707	0.00664565184395279
OTU_26617	0.103911113238161	-0.0254735420539264	-0.0234065221790549	0.0994235161117507
OTU_10677	-0.0757527630711444	0.0374357477797859	-0.00931518181109793	-0.00176036404344734
OTU_8641	-0.0324188768379797	0.0334083374026854	0.0585769399907367	-0.0788425554587828
OTU_10312	0.0332628454618914	0.0485495534050472	0.0144494079554031	0.0711480745794575
OTU_35618	-0.0074176030907848	-0.0352220944734064	-0.0911142900665814	-0.0337101520771552
OTU_26718	-0.00897704989890468	0.0281888966194782	0.127375633097331	0.050987651122193
OTU_23497	-0.0290763975949952	-0.00712588905931428	0.00313894397557759	0.0581521719898988
OTU_11400	-0.013294138332693	0.0324487080441864	-0.120515650101621	-0.028389636807369
OTU_27018	-0.0409993555678056	0.00852636248055681	0.0635361063313509	-0.0067932701684928
OTU_10906	-0.0204116459702861	0.0101014092324354	-0.0117069190786063	-0.0223446841748618
OTU_31008	-0.000445004608183054	-0.0430133143522395	0.0179925771025938	0.106372186579224
OTU_9584	-0.00371815770624662	0.0423694135853132	-0.0969654262024074	0.0146092651111568
OTU_16359	0.0152068978388396	-0.082219342106869	-0.0239271295408089	-0.00189130305477005
OTU_25961	-0.0539256120294456	0.0156589834291772	-0.061236409809112	0.0233977303854215
OTU_18373	-0.0800366934764152	0.0364950759387756	0.119124294030027	0.0102065102446396
OTU_9056	-0.00108418959922348	0.0728880480885618	0.040487567544841	-0.019413790083479
OTU_16715	0.00456532161145888	-0.0529198809014608	-0.000979472081056918	0.0209989069455944
OTU_26473	-0.118909640130723	0.0437044130604421	-0.0835961918798159	-0.000405647588500972
OTU_18234	-0.0429435041618124	0.0782345775221973	-0.133918680164345	0.000731969376236588
OTU_25477	-0.0661554922687992	0.104708419752039	0.0995340231496984	-0.0223261326802347
OTU_26567	-0.0352365817028984	0.0186380978694452	0.0607400106703624	-0.0186173942281261
OTU_874	0.0476732926048139	0.0176804723888221	-0.0239170733351421	-0.00203596876415543
OTU_1973	0.0748545996070531	0.0303127090292894	-0.0204351310936791	-0.0122910156250045
OTU_21993	-0.00597199248753856	0.0326393052919294	-0.0862239144438194	0.0439066607070074
OTU_20419	-0.00887806126040282	0.00287388293156135	-0.013012009678882	-0.021480229517702
OTU_27459	-0.0351502896303845	-0.000210322073504524	-0.0624322459961436	0.0317601051182985
OTU_3203	0.0213325556435831	-0.00592008790680472	-0.0926277697267079	0.0711726659079214
OTU_33501	-0.0334417966492424	-0.00147349383603026	-0.00198778739531468	-0.0267314448012494
OTU_29433	0.00756349575821666	-0.143370742629312	0.0585393958540963	0.171950203356716
OTU_28422	-0.057396961815715	0.0410902477872745	-0.0407036148934123	0.0066461540705789
OTU_33416	0.0150930662507422	0.0111193403861742	-0.0399877590681745	0.0458053228868052
OTU_8174	0.0252805481484534	0.0193186089657376	-0.0174342629855531	-0.0982281082944037
OTU_22869	-0.0158172958252135	-0.0128808155148808	-0.0679660954482263	0.0267066070504334
OTU_15576	-0.0579633849143945	0.0544289429885535	0.0105633938633196	-0.00736706452905173
OTU_29706	0.0617958870971666	0.0455978047869733	-0.0479227658445649	0.0715682352887256
OTU_5339	0.00537482513621526	0.0957731684059284	0.0329701285406094	0.0389596984269215
OTU_34098	-0.0639600752734276	0.0272640163439079	0.0859587780744609	-0.0258154427244879
OTU_23721	-0.0150928298622307	-0.00143906039735471	-0.0120528312610465	-0.000668575317052209
OTU_25469	-0.059939011256637	0.0968192110424196	0.101321884152274	-0.0243036241191748
OTU_33724	-0.00309974748903971	-0.0207634577379502	-0.00539998795326686	0.0734697233423034
OTU_37686	0.0051856341624452	0.0729447401556952	0.0148712396617805	-0.0804615796439785
OTU_27333	0.0145959787209718	-0.142238969795635	0.0787852484733738	0.181459302910958
OTU_36460	0.00171388714918257	-0.116588198642345	0.0511981560983291	0.16004681362171
OTU_15372	0.0316731605226008	0.0533065976699191	-0.0603279814112232	0.00764993348118663
OTU_27369	-0.0683734291159436	0.0857500402287193	-0.0106385898664393	0.0107232499005279
OTU_27185	0.0335341894243169	-0.0597011529826127	-0.0120294846058712	-0.0158370743947787
OTU_5055	-0.00249030055085182	0.0137596384073339	-0.0319145530739953	-0.00695847454669322
OTU_29803	-0.00402995233256018	0.0324078860901582	-0.0681530986939196	0.04468850311094
OTU_26504	-0.0341946613171326	0.0490363947885416	0.0880699951507487	-0.0137832283224927
OTU_16813	-0.00921136992250505	0.0249945214422472	-0.0659071480363777	0.0186479103630104
OTU_7297	0.0534573190750627	-0.0209949878119942	-0.0536953775020571	-0.0487183703006782
OTU_29544	-0.0412873698408886	0.042023238480196	-0.0222557290324293	-0.0149845159756857
OTU_36913	0.068311961361938	0.00827479015864624	-0.0572748784752071	-0.0627266115844299
OTU_2834	-0.0117346579259656	0.0816644126564632	0.0442661886606061	0.00767603819206435
OTU_25734	-0.0078418863648749	0.0670039263209586	0.0631006581983968	0.060345436599728
OTU_36032	-0.0457149398290232	0.00777388720469856	0.0194472485031597	-0.0185104641048563
OTU_22856	-0.00479640007516523	0.0312026545064029	-0.0370332086324376	0.016668522201507
OTU_10992	0.0442110526797608	0.080853381853034	-0.0397488182066818	-0.00218587898162024
OTU_28962	-0.000119293401921568	0.0579150831495069	0.0557629324887659	0.0577449060997103
OTU_26423	0.060739175751282	0.0364276134226967	-0.0204291490509703	-0.0675347792253725
OTU_9267	-0.0300383744895563	0.0540554070564663	-0.0512754577996132	-0.058068454383803
OTU_12973	-0.0107928467768446	0.0361448300520071	-0.0664715918763818	0.0334396369810352
OTU_16318	0.00447717673545198	-0.0763267643007603	0.0433246948404831	-0.0177928055884652
OTU_30286	-0.00243257360522898	-0.031321348200781	-0.0174290563920199	0.0532733078577225
OTU_34755	-0.0258039742827804	0.0124968288750098	0.0289802802994937	-0.0323728576098318
OTU_32982	-0.0121512814402002	0.030840452826107	-0.056867918941823	0.0324214079487137
OTU_26099	0.0157578052626796	-0.132374043405783	0.0506376864174984	0.177075901757532
OTU_18848	0.0228649890024044	0.0717294154797624	0.0201581973801962	-0.029128174307564
OTU_9020	-0.00902758090239356	0.037035861722812	-0.103171665433888	0.0390116653630593
OTU_30979	-0.049036308061867	0.00812895304034735	-0.0385032833067395	0.00153451172547992
OTU_31623	-0.000518901361340535	0.0179008131016269	-0.0593296801208448	0.00585615913749075
OTU_35363	-0.00432797819508119	-0.0129114608896387	-0.0575759301163474	0.0526241093662118
OTU_29298	-0.0477500638321499	0.0491003646005611	-0.0465212441374991	-0.0165836278218501
OTU_18222	-0.000900947956763738	-0.0118489311995871	-0.0374838978869504	-0.0579494886333604
OTU_24542	-0.0200824265443197	0.00753239707911068	-0.0262067193797203	0.0029498757422116
OTU_17176	-0.0168738026831583	0.0289590841525384	-0.0776666279259234	0.0198465761230544
OTU_32087	-0.0216613399330869	-0.0145588797749993	0.0665328224012016	-0.0223376592860591
OTU_17949	0.0233437016264163	0.0480753603299324	-0.00148687847760567	-0.0629326632143684
OTU_34090	0.00695450794742887	-0.118919426355855	0.0487361946274032	0.147018507925203
OTU_29877	-0.0182608149924937	0.00845782629546552	-0.015132623015628	0.00414165837246862
OTU_25550	-0.00274796974928195	0.0551915650304051	0.0917319094912302	0.025155740801231
OTU_26581	0.0701760335610223	0.0138026382219659	-0.0218222056065903	-0.0174232318266162
OTU_30378	0.00615939099993034	0.0352389540649009	0.0964299699986535	0.0252879852935311
OTU_26520	-0.0123452733065977	0.0116974794833562	0.00762861699375376	-0.00987421893527123
OTU_30665	-0.0660198297406143	0.0236935829171696	0.114293777842076	0.0291687199110044
OTU_3313	0.00726041951295323	-0.0922349783069942	0.0377896716845875	0.11885333599705
OTU_25474	-0.051576077139428	0.0713379666439414	0.0761641541078873	-0.00735066761544783
OTU_33494	0.00119132305178435	0.0033119672336191	0.00113931664234107	0.0158819423329336
OTU_31969	-0.0346205414146201	-0.00537316534060984	0.0127763539402775	-0.0286761431186119
OTU_12995	-0.00442490115094539	0.0421312831272222	-0.0490124086630868	0.0188684079457111
OTU_6849	-0.0160922897373755	0.0179476514443283	-0.072457971605867	0.0321498756677695
OTU_28430	0.012800459888891	0.0507059334981055	-0.0559399727758396	-0.0135433621042536
OTU_27304	0.0085613523658636	-0.0942691955630951	0.0379904341811112	0.127837048238029
OTU_3046	-0.0683222333479775	0.0720389169310762	0.0546561699132066	0.00757819446598608
OTU_28073	-0.030183583428332	0.0594517758566592	0.0919079975754119	-0.00523892559220948
OTU_25067	-0.00459578255874141	-0.0134173919044517	0.00687386248943583	-0.0047041584933509
OTU_26635	0.0337355629682346	-0.0308738201163578	0.0182262925079265	0.0356514002522471
OTU_27190	0.0126917505806523	0.0104857007617868	-0.0562713614938977	-0.00229476341643723
OTU_27455	0.0320735198928519	0.0326630111042461	-0.0474192469683342	0.0572952444293344
OTU_27537	-0.0172393805346228	0.0167934297932602	-0.0180459558458179	0.00326186088108691
OTU_29757	0.0115756187089501	0.0197575291982803	-0.0448412575415449	0.0464192019779336
OTU_2274	-0.00897772391384047	0.00615215600622309	-0.0482427017632375	0.017194162338214
OTU_36699	-0.00324433189854635	-0.0133521198520123	-0.043198534709444	0.0625047905425833
OTU_26616	0.0640653778527326	-0.0133051660683369	-0.0194715256922109	0.0285641243757552
OTU_34451	-0.00715291001992947	0.0367105397547839	0.053796843270532	0.0591241701642247
OTU_28699	0.0546021887255014	-0.00271438533065222	-0.0635993287187466	-0.0265337928241486
OTU_16364	0.0120475576861021	0.0264764116245149	-0.0319478771060649	0.0104797847266506
OTU_37261	0.00444904036145903	-0.0970390970139416	0.0470276151637561	0.136654684308885
OTU_28771	-0.0320326222243222	0.0118303854557182	0.00829900164128016	0.0372361818386121
OTU_4677	-0.0211641375753357	0.0411783765400289	-0.00964183407822399	-0.0389241228487829
OTU_37047	-0.0271855268374485	0.0472066576440499	0.0349445715703719	-0.00841856316652398
OTU_29494	-0.00648991248230747	0.000750692567852368	-0.0142989144161107	0.00420249830902755
OTU_26699	0.0593270743853715	-0.0203351175202168	0.00221501426939934	0.0662368442370216
OTU_13382	-0.0149473833637494	0.0349622705795256	-0.0476119937063798	-0.021572321124807
OTU_11535	-0.0497786703055778	0.0277366375998906	-0.0106608699377791	-0.0109533568359578
OTU_10812	0.00468642792493371	-0.102887773529821	0.0441489684607864	0.12492056919932
OTU_26647	0.0591472482585843	-0.0117198446697816	-0.0259959785601318	0.0450670087233199
OTU_26702	0.0597126431706149	-0.0333127578362158	-0.0041185123552476	0.056605019681397
OTU_25473	-0.0490276719716332	0.0645097592110278	0.0657036910144507	-0.0189704381663276
OTU_5068	0.0169237875164898	-0.0119830923098083	-0.00395781243209882	-0.0171269880924608
OTU_7138	-0.0113989780043202	0.00213511486378031	0.00344739934792288	-0.0323706913200114
OTU_25567	-0.0352146924554453	0.0249660082672793	0.00314533553417227	-0.0130557960986362
OTU_27708	-0.0389913058649556	0.0138911180391673	0.0315984209772135	0.00656019154024933
OTU_6634	-0.0429569036557384	0.0270807160936855	-0.0364275171044661	0.00406299585396737
OTU_29094	0.0663543623638034	0.00240477990047429	-0.0155052250642536	-0.0242656676930094
OTU_27349	-0.00566067583641624	-0.0131188394124822	0.00697100609382322	-0.0111481635886135
OTU_25966	-0.0201654311218723	0.00233424326046539	-0.0168019512540822	0.01644499754096
OTU_30478	0.0162845150868632	0.00198150963087896	-0.0437189224923511	0.0159567113276303
OTU_26717	0.045519807982793	0.00750174554633798	-0.0540123622133938	0.0205076907622682
OTU_24124	-0.0113154293877629	0.00582062634289078	-0.00963967281665455	0.00514487610529522
OTU_5091	0.00740860264459363	0.0616044348564723	-0.0075205590570434	-0.000399332787043133
OTU_18946	0.0353340702113465	-0.0562227658326738	0.0122849752641807	-0.0127284994236903
OTU_13126	-0.022969601005673	0.0357695723676385	-0.0363551779471139	0.035421932986806
OTU_31062	-0.00346892288006266	-0.0767395895248898	0.0275153915680128	0.0475154309509438
OTU_27937	-0.00582646452042317	0.00414989747777863	-0.00644569445747415	-0.0133802113827736
OTU_31829	-0.0330611107932429	0.0148144434579879	-0.00287429980859338	-0.00319341868659418
OTU_36624	0.0137531073298852	-0.0995190554990015	0.0368036894278134	0.136305964472558
OTU_31498	0.0233682106068648	0.0222903663618445	-0.0132323966945521	-0.0269296566783084
OTU_26737	0.0263719881610441	0.0133535813084325	-0.0166416983295555	0.0137935497057501
OTU_27852	0.0504801516147904	0.00186231706617388	-0.0527423766801344	-0.0789153864901137
OTU_32789	-0.00514572548033195	0.0066513447584468	0.0120054283753725	-0.0222203409607907
OTU_26692	0.0527267900152868	-0.0106221710547294	0.00946013223685991	0.0957326972862733
OTU_36949	-0.0154111453711694	0.0276414973079101	-0.0805463522264289	0.0160152638697391
OTU_27331	0.000357539575349339	-0.0764010814921531	0.0427840730538561	0.108022852265718
OTU_28695	-0.00974267231803224	0.0264886663091709	-0.013311819775817	0.00269466325452467
OTU_26807	-0.0208265475064167	0.0139933703474533	-0.0171288159144819	-0.00391688557275063
OTU_3907	-0.00590268237977313	-0.0173036325863194	-0.055686129388382	0.0647542504190566
OTU_10707	-0.00231295704174655	-0.00385417013532378	-0.0065074359329647	-0.0163637600393252
OTU_20309	-0.043231937447221	0.0716949570319255	0.09177530501067	-0.0378708472558036
OTU_39	-0.0409416227570192	0.0479139480937754	-0.0423839698608415	-0.013153532499318
OTU_24747	-0.0368417473032108	0.0254602497962788	0.0743523235161951	0.0157247885770636
OTU_26459	-0.0023504693914647	0.0312751209353202	0.0300529263297899	0.112573188900461
OTU_34484	0.0105674754228924	0.00274564020580305	-0.0675972732078329	0.0295806717901139
OTU_8987	-0.0447536971349634	0.0168053369886057	-0.0512498149029199	0.0171418707098731
OTU_14952	0.0137586687782664	0.0199674723195801	-0.0705847457933089	-0.0189532011300537
OTU_26599	0.028688780243981	0.00595414519349407	0.021790675974326	-0.0468977264132975
OTU_33197	0.0113617951919711	0.00484404676988572	-0.0500895602756932	0.0295652947642088
OTU_36692	-0.00328157600049878	0.0166039024134711	-0.0694510367149715	0.00536302740055018
OTU_33460	-0.0453191415343395	0.0185282337203582	-0.0236236130495728	0.0173437915811139
OTU_26695	0.0414043239598421	-0.0159192709052148	0.00161893245535422	0.0497344966695853
OTU_32776	0.00901633408696226	-0.0918194818143556	0.0331861776678326	0.109021778623348
OTU_26752	-0.00232579052556313	-0.0120831859537263	0.0197083683364713	0.0214423957049721
OTU_31732	-0.00350221179965589	-0.0766613303868127	0.0273801913626755	0.053799460883934
OTU_27117	-0.0185172183534815	0.0196313225072997	0.0867451799231944	-0.00323611057265643
OTU_25170	-0.014977017583474	0.0216083523902416	-0.00946262297044758	0.0213694041172403
OTU_14336	-0.00418491768570932	0.00710946158690215	-0.0376701669424202	0.0212250495013453
OTU_33436	-0.0198197807065911	0.0171344359064831	0.0288478855692149	-0.0166292309924247
OTU_30374	-0.0646462611870092	0.0326774435974256	0.0801912491537339	-0.0157462343780091
OTU_26277	0.0182317207734584	0.071056920213331	-0.0161613438190946	0.0196509700641228
OTU_26489	-0.0341275829779439	-0.0575635197895088	0.0129670353765194	0.0920417719716135
OTU_29640	-0.0128929894505937	0.00926274121995182	0.0268986215260915	-0.00997474392719802
OTU_26117	-0.00947531512151034	0.0076541469724469	0.0190794654448609	0.0084547315295428
OTU_32990	-0.0254781509636852	0.0509428492798472	0.0192844501859322	-0.0251396867774817
OTU_11040	-0.0118778911551776	0.0144587143513861	-0.0624274464206434	-0.00199352124731044
OTU_27714	-0.0308660289684693	0.00851191899389229	0.00331471356495635	0.00513859283590264
OTU_30919	0.00453671689576524	-0.0198851166569766	0.000633179080155322	0.0601723590913025
OTU_18955	-0.0124366358642198	-0.00898745314767944	0.0275642302373948	0.0487598840878316
OTU_30968	-0.030604595287004	0.00685625212783689	0.000670965866215928	0.00956199931879343
OTU_29636	0.00849437059777656	0.0144663903972087	-0.044260760872093	0.0192196342991486
OTU_17347	0.000398929808641747	0.0195152631807539	0.0507837087774117	0.0253853261120954
OTU_36590	0.00785390884631938	0.0163653503439651	-0.0406463170612976	0.0303699070599469
OTU_26594	0.0013628498799763	0.00276199037046984	0.00627375073798767	-0.0421420439912157
OTU_20284	-0.0239340714763149	-0.00639133158933264	-0.00542718439236799	-0.00443084942689538
