function	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
RXN-9652	8512.82	6496.959999999999	10224.81	8794.56	12153.28	8526.47	7606.5999999999985	7497.899999999998	8385.620000000003	8840.18	8259.3	6976.699999999999	8404.11	10658.929999999997	8323.05	8240.899999999998	9163.17	8911.59
RXN-9653	8512.82	6496.959999999999	10224.81	8794.56	12153.28	8526.47	7606.5999999999985	7497.899999999998	8385.620000000003	8840.18	8259.3	6976.699999999999	8404.11	10658.929999999997	8323.05	8240.899999999998	9163.17	8911.59
RXN-9654	8512.82	6496.959999999999	10224.81	8794.56	12153.28	8526.47	7606.5999999999985	7497.899999999998	8385.620000000003	8840.18	8259.3	6976.699999999999	8404.11	10658.929999999997	8323.05	8240.899999999998	9163.17	8911.59
RXN-9655	11940.13	11349.69	15438.22	13977.55	16535.46	13809.610000000002	12566.47	11828.23	11517.01	12341.450000000004	12920.46	12018.880000000005	11627.16	13263.409999999998	12089.800000000005	12161.53	13018.560000000005	13012.38
RXN-9657	13964.6	14778.489999999998	17886.460000000006	16419.94	18248.619999999995	15866.56	14604.75	14285.14	13939.579999999998	14312.660000000002	14984.69	13773.17	14939.9	15793.3	14586.02	14787.34	15325.639999999996	15412.78
RXN-9658	13964.6	14778.489999999998	17886.460000000006	16419.94	18248.619999999995	15866.56	14604.75	14285.14	13939.579999999998	14312.660000000002	14984.69	13773.17	14939.9	15793.3	14586.02	14787.34	15325.639999999996	15412.78
RXN-9659	13964.6	14778.489999999998	17886.460000000006	16419.94	18248.619999999995	15866.56	14604.75	14285.14	13939.579999999998	14312.660000000002	14984.69	13773.17	14939.9	15793.3	14586.02	14787.34	15325.639999999996	15412.78
RXN-9660	13964.6	14778.489999999998	17886.460000000006	16419.94	18248.619999999995	15866.56	14604.75	14285.14	13939.579999999998	14312.660000000002	14984.69	13773.17	14939.9	15793.3	14586.02	14787.34	15325.639999999996	15412.78
RXN-9661	13964.6	14778.489999999998	17886.460000000006	16419.94	18248.619999999995	15866.56	14604.75	14285.14	13939.579999999998	14312.660000000002	14984.69	13773.17	14939.9	15793.3	14586.02	14787.34	15325.639999999996	15412.78
RXN-9662	13964.6	14778.489999999998	17886.460000000006	16419.94	18248.619999999995	15866.56	14604.75	14285.14	13939.579999999998	14312.660000000002	14984.69	13773.17	14939.9	15793.3	14586.02	14787.34	15325.639999999996	15412.78
RXN-9663	13964.6	14778.489999999998	17886.460000000006	16419.94	18248.619999999995	15866.56	14604.75	14285.14	13939.579999999998	14312.660000000002	14984.69	13773.17	14939.9	15793.3	14586.02	14787.34	15325.639999999996	15412.78
RXN-9673	41784.57999999999	49271.91000000001	47275.09	46783.00000000002	46619.12	44705.66	41946.56000000002	42043.08	42591.139999999985	40809.610000000015	44857.16	39267.08	49730.31000000001	48616.8	45219.19	47919.52	47177.03999999999	47163.4
RXN-9674	34660.0	43229.109999999986	39020.26	40520.599999999984	37182.67000000001	37226.319999999985	31285.96	33043.33	37126.46999999999	34054.42	35413.16000000002	31634.329999999994	42326.66	41468.21999999999	35098.270000000004	38631.220000000016	39555.749999999985	35656.469999999994
RXN-969	12261.38	14403.63	14676.81	14049.14	14239.08	13296.180000000002	12060.890000000005	11892.98	11924.500000000002	11889.720000000005	12793.609999999995	11744.74	14098.630000000005	13756.169999999998	12694.29	13201.71	13495.87	13639.9
RXN-9697	454.33	999.33	624.67	347.5	475.0	433.5	372.83	451.33	334.33	301.83	512.33	426.0	653.33	426.83	619.67	660.67	338.33	451.5
RXN-9729	1547.12	1053.84	1509.5800000000004	1866.5	2377.21	1812.89	1087.6799999999996	769.0900000000001	1230.78	1430.2800000000002	1030.43	1215.8700000000003	1374.41	1671.9399999999996	945.89	1072.9799999999998	1291.25	1174.89
RXN-9730	3040.9700000000007	2058.68	2983.1600000000008	3703.5	4735.92	3569.78	1957.11	1445.9600000000007	2346.01	2735.0	2010.19	2211.13	2722.32	3327.88	1863.78	2129.96	2566.92	2317.28
RXN-9758	30298.52000000001	33856.56000000001	37344.54999999999	35191.86000000001	38781.77	33422.669999999984	29572.080000000005	30068.44	30265.19	30421.72	32778.829999999994	28754.14000000001	34194.87000000002	34490.77	31129.42	33709.10000000001	35179.779999999984	32628.44
RXN-9770	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	3.0	2.0	2.0
RXN-9778	305.0	259.83	965.65	380.0	625.99	244.0	405.17	893.49	953.99	770.67	389.66	341.33	632.67	722.67	523.5	441.5	567.83	672.33
RXN-9780	648.3300000000003	938.62	666.9399999999998	847.5899999999998	343.3400000000001	601.5899999999998	747.5100000000001	922.6600000000003	1126.86	806.9699999999998	747.7800000000002	688.7200000000001	828.3	665.46	737.8199999999997	872.3000000000002	852.0	767.03
RXN-9787	24643.48	29211.28	29812.87	27782.61	27784.52	27020.429999999997	26640.86	26365.29	25989.809999999994	25494.349999999995	27006.07	25139.529999999995	27992.090000000004	27690.79	26881.460000000006	27458.71000000001	26710.63	27646.42
RXN-9789	11.0	5.5	11.0	10.5	26.5	10.0	10.5	7.0	14.0	17.5	11.5	16.0	20.5	19.0	10.5	12.5	14.0	15.0
RXN-9797	5320.98	7299.080000000001	6722.380000000001	6632.469999999998	5970.45	5936.61	5097.68	5354.96	5549.06	4966.330000000001	5850.13	4949.910000000002	6948.329999999999	6365.04	5899.2	6566.54	6076.030000000002	6259.440000000001
RXN-9804	26.0	6.0	14.0	18.0	8.0	5.0	35.0	9.0	16.0	21.0	22.0	29.0	9.0	7.0	13.0	19.0	10.0	15.0
RXN-982	17387.790000000005	17511.620000000006	21264.709999999995	20113.99	23058.71	20123.6	16892.9	16854.550000000007	17333.329999999998	17545.800000000007	17676.269999999997	16477.760000000002	18464.140000000007	20495.360000000004	17238.299999999996	17695.719999999998	18716.28	18500.849999999995
RXN-9845	5320.98	7299.080000000001	6722.380000000001	6632.469999999998	5970.45	5936.61	5097.68	5354.96	5549.06	4966.330000000001	5850.13	4949.910000000002	6948.329999999999	6365.04	5899.2	6566.54	6076.030000000002	6259.440000000001
RXN-9847	8.99	12.0	8.67	13.0	7.67	11.32	14.99	5.0	14.34	8.99	9.65	12.35	9.66	10.98	13.35	10.32	11.67	10.67
RXN-9866	473.75000000000006	577.9	733.34	816.1800000000002	800.2300000000001	648.9500000000003	462.79	534.91	762.89	618.7299999999998	622.6000000000001	534.1800000000002	608.35	594.58	487.4	780.1800000000002	771.67	533.1500000000002
RXN-9868	19176.330000000013	19561.390000000007	21395.420000000006	21566.05	23675.03	20377.81	17397.68	15702.349999999995	17390.260000000006	17347.710000000006	18831.960000000006	16152.660000000005	20502.97000000001	21673.119999999995	18500.540000000008	20460.97	19953.76	19893.640000000007
RXN-9909	858.47	1281.28	640.96	783.84	645.92	765.21	876.91	1091.6	1100.06	939.94	965.46	906.08	1334.68	1175.39	1075.53	1268.7	1105.43	981.73
RXN-9910	1859.7699999999993	2364.88	2027.9	2242.4999999999995	1952.6800000000005	2000.64	1999.0900000000006	2518.44	2466.72	2207.39	2263.13	1754.33	2737.08	2372.88	2308.1999999999994	2534.439999999999	2403.44	2626.130000000001
RXN-9912	4105.799999999998	4192.96	4946.13	4338.64	5094.86	4458.56	3799.9	3561.4699999999993	3378.09	3640.52	4275.34	3648.16	3975.42	4094.95	3991.66	4539.380000000001	4520.200000000002	4336.450000000002
RXN-9914	4105.799999999998	4192.96	4946.13	4338.64	5094.86	4458.56	3799.9	3561.4699999999993	3378.09	3640.52	4275.34	3648.16	3975.42	4094.95	3991.66	4539.380000000001	4520.200000000002	4336.450000000002
RXN-9926	1515.11	2606.27	1686.0199999999993	1616.25	1239.89	1510.56	1545.36	1779.0599999999995	1851.54	1605.7400000000002	1828.06	1539.9899999999993	2003.87	1552.0800000000004	1908.5	2060.32	1856.6700000000005	1761.35
RXN-9929	200.00000000000003	293.16	127.16	178.82999999999996	197.84	173.82999999999996	324.5	328.0	266.50000000000006	196.17	289.33	332.83	298.16	182.50000000000003	304.66	259.33000000000004	177.66	233.66000000000003
RXN-9931	62.39	51.74	69.49000000000001	32.49	25.43	55.08	54.63	90.92	104.31	61.71	48.21	64.11	94.35	43.89	51.14	181.57	152.70000000000005	96.3
RXN-9935	176.0	189.0	420.0	368.0	547.0	342.0	146.0	173.0	141.0	226.0	285.0	180.0	229.0	320.0	162.0	206.0	357.0	213.0
RXN-9936	202.0	212.0	484.0	422.0	623.0	391.0	160.0	190.0	153.0	242.0	295.0	181.0	236.0	342.0	163.0	228.0	386.0	246.0
RXN-9939	2600.97	3139.38	3441.4699999999993	2879.28	2997.4100000000008	2460.99	2712.36	3313.589999999999	3622.93	3060.159999999999	2928.18	2748.7799999999993	3094.17	3208.61	2791.1199999999994	2975.9799999999987	3471.07	3015.88
RXN-9944	5.0	6.0	3.0	7.0	3.0	6.0	10.0	6.0	9.0	7.0	11.0	15.0	9.0	9.0	9.0	38.0	13.0	19.0
RXN-9952	9341.55	12014.3	10425.91	10340.469999999998	8325.76	9375.08	10985.74	10486.02	10465.63	9999.2	10666.35	10373.570000000003	11474.75	10577.249999999998	10711.679999999997	11251.079999999998	10677.669999999998	10768.65
RXN-9958	11317.86	12334.410000000002	12554.38	12603.69	13921.73	12650.4	11416.670000000002	10463.879999999996	10433.880000000003	11244.02	11791.109999999995	10994.659999999998	11747.93	12103.21	11565.250000000002	11666.84	11857.929999999997	11773.71
RXN-9983	329.5	285.17	367.25	353.75	288.5	269.91	275.25	343.01	383.83	331.75	312.83	325.92	248.92	287.75	263.42	453.42	476.0	297.66
RXN-9985	1281.0700000000004	1507.1999999999996	1480.0600000000004	1784.61	1484.4	1376.26	1592.44	1476.0800000000004	1613.06	1723.1699999999996	1336.89	1693.04	1242.16	1053.44	1125.14	1225.4800000000002	1324.05	1140.0599999999995
RXN-9987	112.5	132.66	287.3400000000001	76.64	91.6	116.04	74.04	65.26	205.46999999999997	171.77	75.57000000000002	98.04	103.87	97.06	76.25999999999998	79.57000000000002	82.13	78.5
RXN-9988	35.0	30.0	12.0	9.0	22.0	40.0	67.0	29.0	26.0	25.0	41.0	60.0	13.0	12.0	21.0	15.0	27.0	21.0
RXN-9990	1818.33	1388.9300000000005	1983.6700000000005	1733.53	2503.32	1719.37	1429.0400000000004	1212.48	1537.98	1679.34	1558.45	1389.43	1701.31	2198.04	1527.4	1752.17	1934.56	1608.63
RXN-9995	41.0	50.5	25.75	54.5	46.25	55.0	54.5	42.75	41.0	41.25	56.5	66.0	39.5	36.0	40.5	31.0	37.5	29.75
RXN-9998	725.24	883.5	608.3399999999998	611.91	615.42	730.7499999999999	743.5	724.5000000000001	682.1600000000002	584.33	656.49	638.3299999999998	706.1700000000002	641.5	632.5	625.0899999999998	751.58	630.2499999999999
RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN	799.0	375.0	616.0	595.5	991.0	544.5	493.0	408.0	566.0	641.0	611.5	437.0	756.0	1161.5	629.5	683.5	855.0	650.0
RXN0-1001	1666.0599999999995	1861.22	2033.36	1869.31	2081.66	1976.87	1345.07	1334.2400000000002	1529.9299999999996	1581.8000000000004	1794.39	1455.1	1667.88	1692.9500000000005	1660.2799999999993	1758.0299999999993	1676.14	1528.56
RXN0-1132	28193.60000000001	30560.430000000015	32654.160000000014	32480.029999999995	34226.41000000002	31158.969999999994	26689.01000000001	26487.25	27459.59	27129.549999999985	29196.999999999985	26245.0	31167.62000000001	32805.19000000002	28915.18	30581.03	30885.089999999986	30175.470000000016
RXN0-1133	15882.76	17868.260000000002	17952.62	17675.5	17652.29	17411.86	16081.980000000005	15836.320000000005	15723.930000000002	15649.030000000002	17011.21	15594.910000000002	17896.059999999998	18217.57	16719.92000000001	17360.129999999994	17223.759999999995	17395.300000000007
RXN0-1134	33609.53	41157.710000000014	39685.76999999998	38903.080000000016	36426.540000000015	36262.54	34421.76	35738.09000000001	35096.95	33186.679999999986	36604.22	33195.919999999984	39961.05999999998	38324.779999999984	36276.890000000014	38864.25	37541.16	38324.10000000001
RXN0-1141	1314.6699999999996	1842.32	1197.1899999999996	1599.9799999999998	1249.34	1350.3200000000004	2010.74	1934.82	1646.08	1492.3600000000006	1584.4600000000007	1981.77	1878.43	1665.03	1549.9399999999994	1603.9999999999993	1477.9800000000002	1406.8999999999994
RXN0-1147	11142.24	11965.339999999998	13662.22	12648.06	13902.169999999998	12309.25	11202.390000000005	11538.3	11633.44	11513.760000000002	11798.319999999994	10793.66	12414.87	12911.52	11787.100000000002	12100.28	12158.799999999996	12436.7
RXN0-1241	5120.25	3998.6	5295.370000000001	5350.559999999999	6970.989999999999	5687.26	4034.13	3343.57	4120.81	4421.77	4661.15	4083.75	4494.0999999999985	5574.959999999999	4557.5	4811.77	4831.01	4886.67
RXN0-1321	8393.810000000001	7625.629999999999	9785.45	9268.54	11273.32	9479.78	8245.81	7510.659999999999	7742.62	8283.710000000001	8414.83	7963.77	8090.699999999999	9133.36	8178.000000000001	8207.279999999999	8347.82	8554.749999999998
RXN0-1342	9695.61	9325.36	10816.250000000002	10465.940000000002	12073.72	10879.630000000003	9740.79	8914.919999999998	9492.930000000002	9744.260000000002	9857.62	9228.87	9899.06	10872.709999999995	9807.560000000003	9934.8	10104.99	10163.65
RXN0-1382	11193.19	10831.72	12478.510000000002	12400.839999999995	14200.589999999998	12240.77	9676.589999999998	8825.059999999998	9820.13	9847.47	10573.47	8901.310000000001	11350.869999999995	11708.739999999998	10524.990000000002	11753.599999999995	11277.28	11318.39
RXN0-1401	1071.0099999999998	1069.94	1502.51	1364.36	1848.3100000000006	1429.84	1093.7700000000002	1070.6900000000003	822.2300000000001	1175.9800000000005	1287.53	1182.52	870.7399999999999	1019.04	912.76	1040.1800000000003	1231.3	1097.7100000000003
RXN0-1441	9270.58	10081.52	9958.820000000003	10478.280000000002	10989.250000000002	10133.45	8214.66	7821.15	8527.320000000003	8727.380000000001	8930.380000000001	8346.880000000001	9961.080000000002	10189.619999999997	8970.490000000002	9496.05	9370.009999999998	9126.47
RXN0-1461	7396.840000000001	6260.1	8823.52	7998.219999999998	10343.23	8541.43	6541.049999999998	5974.219999999998	6544.13	7030.19	7106.14	6302.420000000001	6775.94	8154.299999999998	6935.250000000003	7055.0999999999985	7404.67	7472.66
RXN0-1483	11460.15	10167.009999999998	11842.2	12330.409999999994	15147.1	13030.27	10092.69	9047.56	9974.96	10555.94	10930.97	10049.0	11147.86	13191.049999999996	10601.87	11369.209999999995	11671.499999999998	11106.990000000002
RXN0-17	17620.800000000007	18595.67	19247.020000000004	21274.33	22557.4	19957.93	17967.44	15427.619999999995	16375.970000000005	16952.069999999996	17700.0	17560.850000000002	17863.450000000004	18891.72	16704.670000000006	17878.000000000004	17766.6	17651.590000000004
RXN0-1861	26.0	25.5	21.66	34.5	68.5	31.0	115.25	89.0	49.0	230.5	69.5	186.0	33.5	28.0	21.5	30.5	78.0	43.0
RXN0-1862	26.0	25.5	21.66	34.5	68.5	31.0	115.25	89.0	49.0	230.5	69.5	186.0	33.5	28.0	21.5	30.5	78.0	43.0
RXN0-1863	394.0	689.5	298.33	470.5	449.5	415.0	567.25	674.0	537.0	586.5	557.5	542.0	825.5	853.0	580.5	687.5	582.0	555.0
RXN0-2001	15.0	20.0	12.33	25.0	43.0	22.0	89.75	83.0	36.0	214.0	59.0	177.0	13.0	11.0	11.0	19.0	65.0	30.0
RXN0-2042	10591.09	11998.89	11436.29	12145.75	12223.009999999998	10980.750000000002	9312.98	9371.59	10570.65	9924.74	10602.97	8928.170000000002	12379.419999999998	13072.649999999998	10677.98	11886.27	12068.11	11237.240000000002
RXN0-2044	17816.440000000002	16024.910000000002	19968.610000000008	18866.96	23641.11	20242.31	15500.53	13894.419999999998	15297.179999999997	16093.05	16972.109999999993	14983.450000000004	16840.650000000005	18785.18	16627.350000000006	17284.770000000008	17520.809999999998	17342.16
RXN0-2101	11.0	42.5	11.0	10.5	26.5	9.0	12.5	6.0	22.0	16.5	11.5	10.0	20.5	17.0	10.5	11.5	13.0	22.0
RXN0-2141	8512.82	6496.959999999999	10224.81	8794.56	12153.28	8526.47	7606.5999999999985	7497.899999999998	8385.620000000003	8840.18	8259.3	6976.699999999999	8404.11	10658.929999999997	8323.05	8240.899999999998	9163.17	8911.59
RXN0-2142	65630.22000000003	76489.95999999999	76502.80999999997	74665.44	74899.15000000002	71784.25999999997	67887.74999999999	66081.29000000002	65241.56000000001	65682.62	70312.86000000003	63931.91000000003	74495.71	72778.57	69270.01000000001	71939.06000000003	71874.24999999997	71195.12
RXN0-2144	11940.13	11349.69	15438.22	13977.55	16535.46	13809.610000000002	12566.47	11828.23	11517.01	12341.450000000004	12920.46	12018.880000000005	11627.16	13263.409999999998	12089.800000000005	12161.53	13018.560000000005	13012.38
RXN0-2145	13964.6	14778.489999999998	17886.460000000006	16419.94	18248.619999999995	15866.56	14604.75	14285.14	13939.579999999998	14312.660000000002	14984.69	13773.17	14939.9	15793.3	14586.02	14787.34	15325.639999999996	15412.78
RXN0-2161	10575.97	11354.99	12410.45	12184.930000000002	12850.99	11697.26	10685.790000000005	10436.660000000002	10459.56	10549.180000000004	11154.06	10242.22	11429.46	11908.12	11056.260000000002	11287.840000000002	11319.929999999997	11534.41
RXN0-2301	6101.9000000000015	5092.17	6824.680000000001	6800.66	8919.140000000001	7338.450000000002	5000.32	4323.9	4747.980000000001	5395.35	5685.9000000000015	4900.810000000001	5373.259999999998	6558.709999999999	5311.6	5693.19	6005.980000000001	5593.77
RXN0-2441	3438.3099999999995	5023.9	4608.050000000001	4186.01	3517.2499999999995	3717.77	3818.77	4171.189999999999	3834.36	3648.6	4109.339999999998	3552.090000000001	4567.02	4083.6499999999987	4074.62	4418.8499999999985	4252.04	4155.58
RXN0-2461	17620.800000000007	18595.67	19247.020000000004	21274.33	22557.4	19957.93	17967.44	15427.619999999995	16375.970000000005	16952.069999999996	17700.0	17560.850000000002	17863.450000000004	18891.72	16704.670000000006	17878.000000000004	17766.6	17651.590000000004
RXN0-2522	17620.800000000007	18595.67	19247.020000000004	21274.33	22557.4	19957.93	17967.44	15427.619999999995	16375.970000000005	16952.069999999996	17700.0	17560.850000000002	17863.450000000004	18891.72	16704.670000000006	17878.000000000004	17766.6	17651.590000000004
RXN0-2584	8720.68	9339.25	10089.96	10067.330000000004	11056.079999999998	9545.570000000003	7691.3	8451.26	9066.28	8772.76	8774.970000000001	7662.670000000003	10066.23	10678.879999999996	8826.190000000002	9604.160000000002	9865.04	9329.49
RXN0-2601	31025.060000000016	37529.35	36192.599999999984	35183.18000000001	33605.57999999999	33836.60000000001	31836.610000000015	32439.68000000001	32052.130000000005	31010.720000000005	33866.3	30664.770000000015	36274.35000000001	35213.67000000001	34110.18	34816.03	34458.569999999985	35115.899999999994
RXN0-2605	8638.119999999999	9291.740000000002	9309.23	9672.089999999998	9788.990000000002	10378.83	7935.740000000002	8149.22	8254.03	8103.330000000001	9062.86	8886.49	9440.62	10170.38	8549.85	8976.6	9491.919999999998	8608.15
RXN0-262	7424.81	6764.299999999998	8467.96	8172.709999999999	9683.98	8179.28	7581.6399999999985	6256.669999999999	6433.62	7184.21	7543.0	7038.27	6856.539999999999	7591.189999999999	7257.510000000001	7316.119999999999	7218.66	7441.589999999998
RXN0-280	9552.2	11263.99	12084.43	11994.729999999998	12125.839999999998	11078.65	9824.490000000002	9307.69	8731.11	9217.39	10152.909999999998	9257.57	10501.31	9882.619999999997	9461.900000000003	10193.28	10529.94	10259.93
RXN0-2921	11098.49	12230.6	12755.83	12522.600000000002	13255.57	12216.05	11189.850000000004	11115.38	10995.570000000005	10974.990000000003	11771.179999999997	10713.05	12379.170000000002	12904.699999999995	11750.340000000002	12091.8	12043.429999999997	12221.46
RXN0-299	7566.14	7818.39	8678.1	8366.18	9885.580000000002	8410.710000000001	6588.280000000002	6232.249999999999	6813.850000000001	7252.5999999999985	7376.199999999999	6611.77	8152.200000000002	8450.610000000002	7049.439999999999	8259.4	8205.37	7357.48
RXN0-3	16777.85	20578.660000000003	21215.350000000006	21585.65	22949.300000000007	19455.910000000003	17595.72	19361.01	17501.320000000003	19048.90000000001	20148.53	17730.090000000004	20350.370000000014	20575.84	18363.259999999995	21074.27000000001	21706.53	19680.98
RXN0-302	10790.500000000002	10821.12	11931.350000000002	12079.600000000002	13765.07	11826.23	9786.850000000004	9221.21	9666.090000000004	10002.160000000002	10794.19	9600.03	11015.51	12179.22	10586.680000000002	11348.310000000005	11240.95	10827.47
RXN0-305	9580.29	8748.42	10767.23	11248.47	13878.46	10895.54	8025.5999999999985	7542.359999999999	8150.8899999999985	8798.199999999999	9198.1	7937.31	9843.65	11310.6	8668.010000000002	9575.64	10253.149999999996	9211.46
RXN0-308	24643.48	29211.28	29812.87	27782.61	27784.52	27020.429999999997	26640.86	26365.29	25989.809999999994	25494.349999999995	27006.07	25139.529999999995	27992.090000000004	27690.79	26881.460000000006	27458.71000000001	26710.63	27646.42
RXN0-3364	11.0	5.5	9.0	9.5	25.5	9.0	8.5	6.0	13.0	16.5	10.5	9.0	20.5	17.0	10.5	11.5	13.0	13.0
RXN0-3521	395.8	429.6	387.17	471.47	677.7399999999999	566.0100000000001	550.99	444.83	329.73	615.0000000000001	445.02999999999986	662.9700000000001	477.07	471.5	468.26	435.61	430.43	475.97
RXN0-361	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	9.0	1.0	1.0	1.0	1.0	0.0	0.0
RXN0-363	4201.33	5167.81	5093.8	6093.1100000000015	5278.49	4525.540000000001	4335.23	4470.08	3953.53	4239.52	4617.29	4401.91	4770.44	4307.68	4110.76	4342.7	4228.720000000001	4460.16
RXN0-366	4201.33	5167.81	5093.8	6093.1100000000015	5278.49	4525.540000000001	4335.23	4470.08	3953.53	4239.52	4617.29	4401.91	4770.44	4307.68	4110.76	4342.7	4228.720000000001	4460.16
RXN0-3741	17.5	24.0	11.83	15.0	30.0	15.0	44.25	16.5	16.0	21.0	18.0	20.5	23.0	23.5	23.0	17.5	20.0	26.5
RXN0-383	48.17	42.67	18.0	17.17	26.0	58.33	85.5	47.34	40.33	37.0	52.5	76.34	35.5	20.0	27.17	54.67	60.0	47.33
RXN0-384	10.0	7.0	3.0	0.0	3.0	13.0	12.0	14.0	9.0	9.0	6.0	12.0	17.0	0.0	3.0	35.0	32.0	25.0
RXN0-385	10.0	7.0	3.0	0.0	3.0	13.0	12.0	14.0	9.0	9.0	6.0	12.0	17.0	0.0	3.0	35.0	32.0	25.0
RXN0-3901	0.0	0.0	0.33	0.0	0.0	0.0	22.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN0-3942	0.0	0.0	0.33	0.0	0.0	0.0	22.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN0-3962	5236.32	5668.31	5338.539999999999	6465.69	6265.0099999999975	6025.5700000000015	4348.9000000000015	4656.790000000001	5218.01	5041.08	5142.990000000002	4686.230000000001	6406.360000000002	6878.190000000001	4965.18	5767.890000000001	5793.1100000000015	5155.550000000001
RXN0-4022	7354.3200000000015	6363.66	8065.8200000000015	8065.549999999998	9676.320000000003	8467.96	7030.81	5610.009999999998	6118.64	6751.88	7210.03	6785.1	6481.719999999998	7741.379999999999	6847.840000000001	7009.299999999997	7043.34	7117.0999999999985
RXN0-4082	7278.78	10804.14	7743.539999999999	9137.31	7347.62	7302.67	6789.46	7312.999999999999	8316.02	7328.55	7870.28	6541.42	9884.78	8570.64	8121.709999999999	8543.679999999997	8875.48	7950.170000000001
RXN0-4141	1235.74	1641.16	1525.0999999999995	1193.07	1063.86	1296.3100000000004	1352.5400000000004	1216.08	1622.52	1233.85	1319.1899999999996	1259.41	1333.84	1127.28	1306.8200000000004	1656.35	1268.04	1296.24
RXN0-4181	140.23000000000002	119.27	159.49999999999997	125.13	174.76999999999995	169.47	129.61999999999998	123.6	56.03	116.6	140.53000000000003	112.2	106.47	116.77	87.63	109.07	102.2	108.07
RXN0-4222	4013.05	2831.5999999999995	3969.62	4281.16	6008.739999999999	4477.259999999998	2519.9300000000007	2132.62	3095.81	3242.2199999999993	3154.1499999999987	2565.0499999999993	3541.6	4512.259999999998	3210.4999999999995	3582.2699999999995	3703.81	3348.4200000000005
RXN0-4301	7613.92	7756.11	7780.81	8048.36	9043.590000000002	7998.32	7299.73	6516.609999999998	6909.34	7156.579999999999	7406.0999999999985	6662.08	8320.659999999998	8728.439999999999	8043.030000000002	7938.889999999998	7561.4000000000015	7969.210000000001
RXN0-4341	1018.45	1134.6	1208.0300000000002	1019.35	1117.75	1148.45	1478.15	1178.2	911.0	1134.3	1300.3	1311.8000000000004	919.3	941.4	1168.4	1147.25	1081.85	1084.55
RXN0-4342	1018.45	1134.6	1208.0300000000002	1019.35	1117.75	1148.45	1478.15	1178.2	911.0	1134.3	1300.3	1311.8000000000004	919.3	941.4	1168.4	1147.25	1081.85	1084.55
RXN0-4361	6444.250000000001	5285.579999999999	6593.940000000001	6738.8899999999985	8594.9	7073.76	5240.969999999998	4317.15	5183.460000000001	5475.69	5701.31	5098.74	5763.919999999999	6859.959999999999	5818.980000000001	6144.0999999999985	5826.5	5896.41
RXN0-4621	7395.130000000001	6813.58	9168.06	8595.470000000001	10178.06	8236.539999999999	6828.49	6276.779999999999	6733.340000000001	7151.42	7314.759999999998	6602.07	7275.559999999998	8286.8	7195.420000000001	7368.539999999997	7508.85	7861.54
RXN0-4641	4372.9	4828.84	5677.950000000002	5561.72	5662.58	4794.6799999999985	4287.05	4536.74	4896.71	4546.14	4302.980000000001	4388.75	5140.49	5347.249999999999	4137.919999999999	4467.38	4889.990000000002	4720.79
RXN0-5001	4138.399999999999	4583.66	3894.8799999999987	4461.329999999999	3914.96	4144.74	3159.79	3223.11	4620.9000000000015	3695.8	3736.04	3230.54	4636.879999999999	4777.54	3652.24	4195.38	4269.38	3589.86
RXN0-5055	34927.01000000002	38038.93999999999	40730.8	39286.349999999984	41439.320000000014	38698.45	35288.360000000015	34790.150000000016	34413.62999999998	35079.86	36784.88000000001	34120.47	38011.330000000016	38829.55	36561.84	37198.0	37798.279999999984	38419.0
RXN0-5063	10342.49	11229.6	12265.830000000002	11757.600000000002	12646.57	11494.050000000005	10499.850000000004	10296.38	10318.570000000003	10393.990000000002	11067.18	10125.05	11284.17	11788.7	10979.340000000002	11178.8	11193.429999999997	11439.46
RXN0-5107	10.0	7.0	3.0	0.0	3.0	13.0	12.0	14.0	9.0	9.0	6.0	12.0	17.0	0.0	3.0	35.0	32.0	25.0
RXN0-5114	14238.94	15666.619999999995	15391.97	15441.34	16929.919999999995	15700.96	14303.500000000002	13580.02	13672.260000000006	14506.770000000004	14930.7	13996.929999999997	16177.89	16164.44	14769.120000000004	15482.030000000002	15420.789999999995	14680.33
RXN0-5116	1832.07	3045.0600000000004	2120.82	1981.59	1530.6699999999996	1783.03	2014.33	2294.71	2299.390000000001	2004.6500000000005	2203.629999999999	1809.26	2766.68	2449.24	2389.13	2386.4	2334.55	2128.53
RXN0-5126	0.0	0.0	0.0	0.0	0.0	0.0	5.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN0-5141	661.4999999999999	1062.5	793.84	542.66	662.6700000000002	735.17	745.8299999999998	616.49	513.51	510.66	793.8200000000003	696.49	679.49	542.8299999999998	777.84	767.6600000000002	585.01	671.17
RXN0-5144	4000.25	2852.0999999999995	3989.62	4249.56	6060.739999999999	4446.759999999998	2626.13	2392.3199999999993	3084.31	3440.0199999999986	3251.1499999999987	2730.249999999999	3542.1	4531.459999999999	3211.4999999999995	3456.7699999999995	3717.01	3398.4200000000005
