function	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ABC-33-RXN	45333.51999999999	52433.78000000001	52397.15999999999	54076.51	56938.56	49268.75	41388.74000000001	43279.720000000016	43890.02	43656.930000000015	47359.10000000001	40464.98	52094.35000000001	52766.09999999999	45419.22999999998	49267.27	52254.8	48228.86999999998
ABC-34-RXN	5234.300000000001	4297.440000000001	5967.530000000002	5526.61	7742.979999999999	5572.5	4455.719999999998	3907.9599999999987	4157.08	4686.669999999999	4918.149999999999	4312.83	4327.549999999998	5229.1399999999985	4335.290000000001	4793.499999999998	4997.27	4601.36
ABC-37-RXN	16777.85	20578.660000000003	21215.350000000006	21585.65	22949.300000000007	19455.910000000003	17595.72	19361.01	17501.320000000003	19048.90000000001	20148.53	17730.090000000004	20350.370000000014	20575.84	18363.259999999995	21074.27000000001	21706.53	19680.98
ABC-4-RXN	16777.85	20578.660000000003	21215.350000000006	21585.65	22949.300000000007	19455.910000000003	17595.72	19361.01	17501.320000000003	19048.90000000001	20148.53	17730.090000000004	20350.370000000014	20575.84	18363.259999999995	21074.27000000001	21706.53	19680.98
ABC-5-RXN	11.0	5.5	9.33	9.5	25.5	9.0	31.25	6.0	13.0	16.5	10.5	9.0	20.5	17.0	10.5	11.5	13.0	13.0
ABC-64-RXN	1596.0000000000007	1526.3299999999995	1851.9500000000005	1643.89	2530.19	1596.5300000000002	1397.28	1383.9899999999998	1244.0300000000004	1528.9000000000005	1675.61	1312.96	1703.53	2113.59	1627.2600000000002	1704.88	1851.24	1546.5899999999995
ABC-7-RXN	9733.87	7924.07	11091.500000000002	11306.479999999998	14429.830000000002	11475.06	7522.99	6754.23	7806.49	8409.109999999999	8780.36	7690.330000000001	8419.22	10091.42	8155.959999999999	8728.31	9136.96	8516.06
ABC-70-RXN	9733.87	7924.07	11091.500000000002	11306.479999999998	14429.830000000002	11475.06	7522.99	6754.23	7806.49	8409.109999999999	8780.36	7690.330000000001	8419.22	10091.42	8155.959999999999	8728.31	9136.96	8516.06
ABC-9-RXN	27387.49	35208.58	32203.2	34235.650000000016	31097.41000000001	29547.65	28716.48000000001	31029.700000000015	28230.129999999994	28166.110000000015	30979.560000000005	27980.92000000001	34134.820000000014	32605.98000000001	29939.39	32430.45	32399.13999999999	31694.98
ACECOATRANS-RXN	608.54	796.33	809.0	588.0	583.6700000000002	718.9999999999999	1178.33	675.7700000000002	698.44	727.12	729.0000000000001	1143.89	514.3299999999998	462.66	592.0	614.67	508.33	621.66
ACETALD-DEHYDROG-RXN	2661.5499999999993	4020.65	3118.11	3274.88	2163.4700000000007	2653.0	2850.67	3334.589999999999	3403.0799999999995	2876.72	3034.849999999999	2735.899999999999	3756.0	2966.05	3190.7899999999986	3507.5000000000005	3224.9700000000007	3268.8299999999995
ACETATE--COA-LIGASE-ADP-FORMING-RXN	254.0	182.0	201.0	210.0	261.0	226.0	203.0	152.0	203.0	200.0	161.0	164.0	279.0	234.0	179.0	164.0	211.0	179.0
ACETATE--COA-LIGASE-RXN	19209.470000000016	20728.31000000001	22474.900000000005	21966.47	23615.2	21166.44	18885.2	18218.640000000007	18161.260000000006	18342.5	19950.56	18095.970000000005	20579.88	21030.860000000004	19468.870000000006	20577.940000000006	20504.41	20603.86
ACETATEKIN-RXN	5793.57	7267.79	7110.25	7143.079999999999	6545.129999999999	6445.3499999999985	6072.19	5959.160000000002	5902.219999999998	5582.92	6354.58	5974.89	6485.739999999999	6152.69	6264.49	6493.8499999999985	6319.64	6398.26
ACETOACETATE--COA-LIGASE-RXN	4840.4	5785.89	5391.32	5253.16	5682.1399999999985	4882.48	4776.58	5313.459999999998	5220.08	4914.16	5580.209999999997	4592.09	5980.219999999998	5783.25	5372.07	5986.5999999999985	6086.000000000001	5562.239999999999
ACETOACETATE-DECARBOXYLASE-RXN	1512.3	2293.07	2355.600000000001	2042.4	2040.49	1989.32	1889.93	1484.89	1291.84	1346.9700000000005	1829.33	1611.88	1676.13	1456.55	1779.4299999999996	1809.1	1790.66	1693.65
ACETOLACTATE-DECARBOXYLASE-RXN	106.69	91.12	45.209999999999994	77.15999999999998	49.83	93.71	326.93	135.79	207.89	256.84	125.83	286.38000000000005	84.74000000000002	81.89999999999998	95.56	93.0	54.3	68.42
ACETOLACTREDUCTOISOM-RXN	9900.0	10615.1	11154.410000000002	11120.100000000002	11788.98	10731.890000000003	9875.020000000004	9250.3	9486.070000000003	9540.090000000002	10350.7	9535.87	10496.670000000002	10911.049999999996	10171.160000000002	10851.98	10445.929999999997	10498.37
ACETOLACTSYN-RXN	38429.51	42476.59000000001	45676.29000000002	44175.45	46804.81000000002	43448.460000000014	37716.250000000015	34354.91	35292.869999999995	36089.71	39785.779999999984	36163.55	40643.12000000002	41635.34	38643.38000000001	40730.23000000002	40557.08999999998	40316.900000000016
ACETOOHBUTREDUCTOISOM-RXN	9900.0	10615.1	11154.410000000002	11120.100000000002	11788.98	10731.890000000003	9875.020000000004	9250.3	9486.070000000003	9540.090000000002	10350.7	9535.87	10496.670000000002	10911.049999999996	10171.160000000002	10851.98	10445.929999999997	10498.37
ACETOOHBUTSYN-RXN	38429.51	42476.59000000001	45676.29000000002	44175.45	46804.81000000002	43448.460000000014	37716.250000000015	34354.91	35292.869999999995	36089.71	39785.779999999984	36163.55	40643.12000000002	41635.34	38643.38000000001	40730.23000000002	40557.08999999998	40316.900000000016
ACETYL-COA-ACETYLTRANSFER-RXN	52608.06	58009.86999999999	61219.83999999997	58295.56	64528.16	57273.49999999999	49954.75	48763.48000000002	49093.48999999998	50057.31000000001	55255.78000000001	47648.42	58026.23000000001	59490.17	54344.82999999999	57507.17	57275.59	56558.77
ACETYL-COA-CARBOXYLTRANSFER-RXN	34927.01000000002	38038.93999999999	40730.8	39286.349999999984	41439.320000000014	38698.45	35288.360000000015	34790.150000000016	34413.62999999998	35079.86	36784.88000000001	34120.47	38011.330000000016	38829.55	36561.84	37198.0	37798.279999999984	38419.0
ACETYL-COA-HYDROLASE-RXN	82.57	66.0	125.33	109.5	103.47	93.54	99.54	101.73	101.86	80.9	122.67	132.26999999999998	67.77000000000001	79.9	96.3	102.87	99.73	97.07
ACETYLGLUTKIN-RXN	11092.41	11826.89	12738.93	12216.670000000002	13037.169999999998	12307.080000000002	11110.980000000005	10702.590000000002	10796.340000000002	10967.480000000003	11573.9	10652.83	11820.330000000002	12130.469999999998	11534.050000000005	11625.910000000002	11725.169999999998	12009.27
ACETYLHOMOSER-CYS-RXN	12865.38	12614.84	14307.680000000002	14711.81	16752.419999999995	14076.44	11571.520000000002	10451.409999999996	11432.65	11671.500000000002	12627.5	10987.81	13217.919999999998	14405.459999999995	12426.590000000002	13144.48	13076.67	13022.07
ACETYLORNDEACET-RXN	5618.53	6440.78	7128.469999999998	5945.409999999999	6523.209999999999	6469.109999999999	7133.279999999999	6404.959999999999	5888.53	6455.32	6784.33	6809.31	5779.969999999998	5592.74	6452.99	6307.3499999999985	5972.1399999999985	6500.99
ACETYLORNTRANSAM-RXN	12224.22	12357.87	14036.67	13444.22	15078.51	13074.52	11600.380000000005	11154.97	11528.780000000004	11957.920000000002	12351.2	11300.91	12678.96	13666.129999999996	12060.480000000005	12469.53	12884.639999999998	12794.030000000002
ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN	18.0	0.0	0.0	12.0	5.0	3.0	24.0	6.0	10.0	11.0	12.0	11.0	5.0	2.0	1.0	6.0	3.0	5.0
ACETYLSYNCLTH-RXN	6.0	7.0	9.0	4.0	3.0	3.0	9.0	5.0	5.0	3.0	3.0	10.0	4.0	5.0	8.0	6.0	5.0	11.0
ACID-PHOSPHATASE-RXN	2012.0	1890.18	2111.33	2473.109999999999	2518.57	2862.6	1863.19	1440.09	1757.48	1785.0500000000004	2080.59	2060.74	1938.23	2165.11	1776.9399999999994	1996.9400000000005	2088.8	1914.05
ACNEULY-RXN	188.5	179.0	250.5	188.5	268.0	233.0	208.0	227.0	164.0	171.0	192.5	172.0	158.0	180.5	164.5	155.0	158.0	147.0
ACSERLY-RXN	23456.960000000006	26850.85000000001	27680.28	27014.59999999999	26926.61	25586.949999999993	22905.750000000004	23056.78	23196.68	23134.67	24866.739999999994	22492.47	26405.35	25667.390000000007	24526.21	25865.67000000001	26012.66999999999	25879.259999999995
ACYL-COA-HYDROLASE-RXN	13.9	14.67	12.17	16.5	15.47	39.040000000000006	26.040000000000006	23.9	13.36	13.07	22.0	21.77	15.77	22.57	20.63	13.039999999999996	15.9	11.74
ACYL-COA-OXIDASE-RXN	2290.84	3856.3	2914.100000000001	2670.3100000000004	1798.5199999999998	2258.96	2448.6600000000008	2948.38	2720.4300000000007	2371.84	2803.7199999999993	2379.600000000001	3415.34	2786.29	2915.8499999999995	3111.7	2918.32	2957.24
ACYLACPSYNTH-RXN	1077.75	1185.25	1580.58	1165.5	1141.5	1224.5	1423.25	1136.5	856.25	915.0	1206.25	1227.75	899.5	869.25	1110.0	1157.75	1004.75	1091.75
ACYLAMINOACYL-PEPTIDASE-RXN	87.5	60.5	88.33	105.33	122.0	73.33	73.83	93.5	52.67	50.67	74.17	70.17	51.83	64.33	48.17	79.0	63.0	42.83
ACYLCOASYN-RXN	41784.57999999999	49271.91000000001	47275.09	46783.00000000002	46619.12	44705.66	41946.56000000002	42043.08	42591.139999999985	40809.610000000015	44857.16	39267.08	49730.31000000001	48616.8	45219.19	47919.52	47177.03999999999	47163.4
ACYLGPEACYLTRANS-RXN	990.75	1079.25	1485.58	1135.5	1122.5	1186.5	1321.25	1020.5	783.25	856.0	1152.25	1143.75	830.5	825.25	1017.0	1095.75	946.75	1045.75
ACYLNEURAMINATE-CYTIDYLYLTRANSFERASE-RXN	1818.33	1388.9300000000005	1983.6700000000005	1733.53	2503.32	1719.37	1429.0400000000004	1212.48	1537.98	1679.34	1558.45	1389.43	1701.31	2198.04	1527.4	1752.17	1934.56	1608.63
ACYLPHOSPHATASE-RXN	5113.3899999999985	5872.959999999999	5361.47	5328.08	4741.989999999999	5293.14	6141.3	5588.089999999998	5244.41	5106.98	5795.99	5598.670000000001	5852.15	5267.189999999999	5939.710000000001	5860.649999999999	5361.05	6066.39
ACYLPYRUVATE-HYDROLASE-RXN	342.39	400.7	349.4	316.49	132.55	309.22	312.11	426.31	604.01	454.64	377.24	383.04	400.41	392.41	357.0	540.64	496.91	395.42
ADCLY-RXN	6266.06	6564.99	7561.81	7543.629999999999	8185.059999999998	7162.04	5865.65	5403.009999999998	5659.8	5928.06	6331.169999999999	5932.76	6126.8899999999985	6379.379999999999	6075.840000000001	6231.209999999999	6357.09	6649.03
ADDALT-RXN	12284.830000000002	13723.29	12964.700000000004	13484.23	13592.28	13232.3	10284.53	11138.379999999996	12025.450000000004	11555.35	12181.059999999996	10499.520000000002	14546.239999999994	14736.1	12302.82	13646.569999999998	13699.720000000005	12588.409999999998
ADENINE-DEAMINASE-RXN	1851.1	1608.78	2592.79	2404.99	3005.99	2257.7	2327.87	1915.44	1648.32	1943.1499999999994	2174.05	2478.24	1375.45	1668.09	1454.81	1628.28	2009.91	1573.12
ADENODEAMIN-RXN	12284.830000000002	13723.29	12964.700000000004	13484.23	13592.28	13232.3	10284.53	11138.379999999996	12025.450000000004	11555.35	12181.059999999996	10499.520000000002	14546.239999999994	14736.1	12302.82	13646.569999999998	13699.720000000005	12588.409999999998
ADENOSINE-KINASE-RXN	5584.83	6246.9	5853.450000000002	6227.92	6625.999999999999	6166.030000000002	4736.160000000002	5034.939999999999	5448.170000000001	5137.09	5642.25	4657.65	6670.9299999999985	6697.689999999999	5954.450000000002	6431.909999999999	6172.410000000002	6122.030000000002
ADENOSYLHOMOCYSTEINASE-RXN	11118.42	12296.39	12749.35	12819.670000000002	13426.0	12217.020000000002	11076.750000000002	11191.250000000002	10948.410000000002	10958.490000000003	11761.16	10475.97	12531.090000000002	12989.489999999998	11810.700000000004	12275.010000000002	12389.499999999998	12255.52
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	4668.82	4157.42	5191.26	5468.869999999999	6716.999999999999	5557.33	4360.609999999999	3955.27	4457.500000000001	4516.049999999998	4690.01	4388.14	4506.699999999999	5362.869999999999	4288.01	4580.579999999999	4833.55	4382.1100000000015
ADENPHOSPHOR-RXN	6636.3499999999985	7860.72	8150.36	7930.2	7861.5	6842.53	7148.549999999998	7604.549999999997	7157.590000000001	6955.24	7210.299999999998	6670.93	7913.809999999999	7831.23	7065.89	7182.939999999999	7660.49	7411.9000000000015
ADENPRIBOSYLTRAN-RXN	7705.559999999998	9534.1	9697.23	9257.23	9030.74	8834.14	8243.750000000002	8882.24	8282.34	8107.1100000000015	8795.359999999999	8218.630000000003	8783.300000000001	8220.259999999998	8609.440000000002	8592.789999999999	8547.56	8875.360000000002
ADENYL-KIN-RXN	11265.52	12456.18	12932.85	12633.760000000002	13486.3	12359.12	11500.950000000004	11491.280000000002	11412.020000000004	11189.230000000005	12053.669999999998	11015.94	12686.86	13052.359999999995	12000.990000000002	12330.700000000004	12197.25	12411.12
ADENYLATECYC-RXN	18109.49	19521.2	22730.06	21842.1	24669.039999999994	21671.14	18053.51	16975.45	16442.079999999998	17118.68	19707.97	17265.170000000002	19670.3	20855.55999999999	17661.09	19434.63	20695.67	19223.64
ADENYLOSUCCINATE-SYNTHASE-RXN	11874.55	13583.84	13493.9	13304.21	13916.19	12930.680000000002	11922.930000000006	12079.15	11854.54	11764.680000000006	12676.26	11433.440000000002	13497.81	13824.269999999995	12752.370000000004	13016.840000000002	12973.42	12978.11
ADENYLYLSULFATE-REDUCTASE-RXN	12.0	14.0	14.0	6.0	4.0	4.0	14.0	8.0	8.0	4.0	4.0	6.0	8.0	6.0	16.0	10.0	8.0	18.0
ADENYLYLSULFKIN-RXN	8099.26	10364.47	9350.36	8802.82	8455.34	9050.88	8738.190000000002	8382.999999999998	7692.6100000000015	7951.04	9087.320000000003	8311.56	9033.430000000002	7929.189999999999	8937.390000000001	8815.02	8440.82	8646.16
ADOMET-DMK-METHYLTRANSFER-RXN	12053.49	12724.18	13954.590000000002	13483.43	14788.41	13548.89	11788.680000000002	11324.2	11430.500000000002	11565.730000000005	12291.579999999998	11465.79	12590.16	13093.609999999995	12290.760000000002	12566.63	12411.02	12694.96
ADPREDUCT-RXN	24916.98	26827.390000000007	29243.31	28640.86	30433.48000000001	27251.48999999999	24005.700000000004	23449.41000000001	24989.949999999986	24389.8	25775.17	23492.240000000005	27127.67000000001	28212.24	25231.31	26927.75000000001	26600.75999999999	26520.29
AGMATIN-RXN	4688.3200000000015	5459.459999999999	6454.12	6312.97	6113.869999999999	5581.27	5707.25	5993.080000000001	5249.13	5563.22	5684.050000000001	5674.41	5597.619999999997	5517.5999999999985	5061.370000000001	5453.669999999999	5674.230000000001	5513.66
AGMATINE-DEIMINASE-RXN	1428.63	1601.0199999999993	1796.87	1373.31	1668.68	1460.97	1821.67	2015.49	1719.66	1940.3300000000006	1825.95	1841.99	1313.9500000000005	1346.0500000000004	1513.35	1764.9199999999996	1669.1400000000006	1507.9699999999998
AICARSYN-RXN	10569.830000000002	11351.27	12405.170000000002	11926.26	12879.9	11710.72	10616.850000000002	10381.04	10453.900000000003	10506.330000000002	11170.84	10242.72	11409.170000000002	11918.699999999995	11065.010000000006	11277.800000000005	11347.759999999998	11546.45
AICARTRANSFORM-RXN	10430.99	11145.82	12167.83	11683.100000000002	12629.07	11495.05	10446.460000000003	10221.49	10309.680000000002	10376.880000000003	10956.68	10097.66	11245.67	11722.7	10873.560000000003	11055.8	11145.929999999997	11362.070000000003
AIRCARBOXY-RXN	35.0	31.0	14.0	10.0	22.0	43.0	73.0	34.0	30.0	26.0	43.0	63.0	16.0	13.0	26.0	18.0	29.0	22.0
AIRS-RXN	10612.24	11366.35	12408.08	12156.1	12975.07	11723.55	10593.850000000004	10412.88	10437.320000000003	10514.490000000002	11188.93	10216.8	11442.17	11880.95	11038.340000000002	11295.05	11370.679999999997	11562.71
AKBLIG-RXN	6353.450000000003	6147.05	8545.61	8178.269999999998	8676.230000000001	7235.51	5693.41	6119.02	7061.740000000002	6584.15	6207.08	5841.300000000002	7252.6399999999985	7877.899999999999	6093.650000000002	6531.899999999998	7017.83	6820.79
ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	2740.46	2597.44	3553.01	3085.9499999999994	3329.08	2907.1800000000007	2943.91	2390.99	2122.73	2422.6599999999994	2775.1799999999994	2588.2899999999995	2629.57	2755.1700000000005	2654.0999999999995	2887.77	2694.94	3073.8100000000004
ALANINE--TRNA-LIGASE-RXN	11648.14	12301.58	13628.1	13093.76	14246.65	12656.75	11623.090000000002	11230.05	11327.61	11505.130000000005	12043.89	11220.61	12352.44	12928.109999999995	11847.53	12110.000000000002	12499.17	12498.78
ALANINE-AMINOTRANSFERASE-RXN	5371.630000000001	4828.36	5452.77	5742.1799999999985	7154.17	5875.299999999998	3942.37	4126.49	5170.370000000002	4830.15	4944.55	4068.81	5532.36	6301.479999999999	4929.5	5608.65	5692.71	5189.21
ALANINE-DEHYDROGENASE-RXN	7544.43	9533.5	9872.89	9034.41	8155.450000000002	8694.630000000001	8634.810000000001	8525.46	8346.58	8023.85	8770.01	8542.7	8780.7	8488.14	8420.840000000002	8586.34	8667.759999999998	8597.84
ALARACECAT-RXN	11940.759999999998	13084.21	13928.670000000002	13580.419999999998	14474.429999999997	13447.38	11950.780000000002	11908.44	11853.910000000005	11782.340000000002	12797.589999999995	11607.5	12834.5	13426.069999999994	12595.240000000002	12659.249999999998	12673.299999999996	12983.860000000002
ALCOHOL-DEHYDROG-GENERIC-RXN	28511.960000000014	32177.370000000014	34299.78	33742.710000000014	34697.450000000004	32055.689999999995	29346.990000000016	28724.130000000005	27670.470000000005	27932.41	30974.23	27891.880000000005	31931.6	32177.76000000001	29444.64	32112.369999999984	32389.860000000015	31331.99
ALCOHOL-DEHYDROG-RXN	28511.960000000014	32177.370000000014	34299.78	33742.710000000014	34697.450000000004	32055.689999999995	29346.990000000016	28724.130000000005	27670.470000000005	27932.41	30974.23	27891.880000000005	31931.6	32177.76000000001	29444.64	32112.369999999984	32389.860000000015	31331.99
ALCOHOL-SULFOTRANSFERASE-RXN	4.5	2.0	2.5	3.5	5.0	2.0	4.0	4.0	0.0	2.0	2.5	6.0	1.0	7.5	2.5	3.0	3.0	1.0
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN	14.0	17.0	26.0	3.0	12.0	8.0	11.0	20.0	10.0	18.0	15.0	15.0	22.0	8.0	25.0	14.0	5.0	13.0
ALDEHYDE-DEHYDROGENASE-NADP+-RXN	5236.32	5668.31	5338.539999999999	6465.69	6265.0099999999975	6025.5700000000015	4348.9000000000015	4656.790000000001	5218.01	5041.08	5142.990000000002	4686.230000000001	6406.360000000002	6878.190000000001	4965.18	5767.890000000001	5793.1100000000015	5155.550000000001
ALDEHYDE-REDUCTASE-RXN	1.57	1.0	0.0	6.17	0.8	19.37	3.37	1.4	1.5299999999999998	1.5700000000000005	3.17	3.77	0.6000000000000001	0.4	1.8	3.37	1.4	3.57
ALDHDEHYDROG-RXN	30298.52000000001	33856.56000000001	37344.54999999999	35191.86000000001	38781.77	33422.669999999984	29572.080000000005	30068.44	30265.19	30421.72	32778.829999999994	28754.14000000001	34194.87000000002	34490.77	31129.42	33709.10000000001	35179.779999999984	32628.44
ALDOSE-1-EPIMERASE-RXN	10843.009999999998	11819.660000000002	12553.510000000002	13159.83	13661.95	11871.429999999997	9735.95	9765.589999999997	11115.81	10583.81	10804.77	9579.22	12125.03	12668.749999999995	10526.56	11589.1	11678.0	10927.569999999998
ALDOSE1EPIM-RXN	10843.009999999998	11819.660000000002	12553.510000000002	13159.83	13661.95	11871.429999999997	9735.95	9765.589999999997	11115.81	10583.81	10804.77	9579.22	12125.03	12668.749999999995	10526.56	11589.1	11678.0	10927.569999999998
ALKANE-1-MONOOXYGENASE-RXN	2381.57	2634.72	3026.2700000000004	2652.62	3373.11	2632.59	1528.5100000000002	1609.9699999999998	1700.64	1813.6	2053.43	1524.13	2181.140000000001	2227.22	2146.65	2192.77	2213.5199999999995	2050.28
ALKAPHOSPHA-RXN	19276.720000000016	21800.110000000004	22238.99	23146.33999999999	22975.17	21649.71	17360.500000000004	16082.839999999998	18113.53	17918.170000000006	18893.26999999999	17203.800000000007	21479.19	21147.940000000006	18882.83	20177.870000000006	20448.19	19607.460000000006
ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN	3285.11	4847.200000000002	3407.59	3760.48	3039.32	3909.33	3188.18	3344.4500000000007	3032.12	3085.8899999999994	3609.96	3241.27	4369.91	3969.9200000000014	3786.2	3667.48	4182.49	3687.86
ALKYLMERCURY-LYASE-RXN	25.25	74.0	47.5	34.25	32.75	40.75	13.5	21.5	9.0	29.0	27.0	13.0	35.5	44.0	18.5	53.75	156.25	22.75
ALLANTOATE-DEIMINASE-RXN	1384.32	1358.5700000000004	1564.78	1854.87	1565.3000000000004	1809.07	1758.43	1252.0100000000002	1302.89	1259.9600000000005	1325.06	1486.2300000000002	1305.4	1435.85	1272.92	1262.12	1218.7099999999996	1264.23
ALLANTOICASE-RXN	1539.5700000000006	2370.13	1723.4799999999998	2010.5500000000006	1405.9	1348.24	1657.9099999999994	2040.1100000000006	1737.2800000000007	1753.46	1853.9700000000007	1647.8	2398.57	2026.8200000000006	1945.13	2186.27	2036.4	2021.96
ALLANTOIN-RACEMASE-RXN	1320.2999999999995	1420.8300000000004	1983.72	1622.7499999999993	1879.2300000000007	1507.95	1563.26	1476.6399999999994	1402.29	1746.03	1636.0799999999995	1514.7399999999998	1540.01	1481.0700000000006	1374.2999999999995	1738.3000000000004	1851.96	1756.35
ALLANTOINASE-RXN	2987.35	4289.02	3499.7000000000007	3786.55	3073.26	3171.09	3336.47	3739.65	3103.0599999999995	2975.320000000001	3538.18	3086.410000000001	4158.63	3875.16	3386.07	3941.34	3655.18	3466.79
ALLOPHANATE-HYDROLASE-RXN	3568.23	3437.48	4389.17	4253.379999999999	5162.079999999999	4122.07	3235.8499999999995	3037.8499999999995	3088.830000000001	3846.72	3547.63	3311.49	3432.05	3976.9200000000014	3300.63	3718.3	3953.56	3404.7699999999995
ALLOSE-KINASE-RXN	4.5	2.0	2.83	3.5	5.0	2.0	21.0	4.0	0.0	2.0	2.5	6.0	1.0	7.5	2.5	3.0	3.0	1.0
ALPHA-AMYL-RXN	9452.629999999996	11757.65	10350.76	10240.68	9158.729999999998	9936.46	9617.16	10123.99	10914.72	9979.79	9879.829999999996	9399.870000000004	11434.96	10600.889999999998	10234.580000000002	10870.34	9912.860000000002	10219.22
ALPHA-L-FUCOSIDASE-RXN	5830.1399999999985	6732.36	6489.680000000001	6967.36	5490.06	5350.480000000001	5259.95	4807.41	7697.419999999999	6454.620000000001	5602.260000000001	4999.58	6750.279999999999	6207.88	5747.33	6466.949999999999	5728.88	5039.61
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN	2588.37	3827.97	2827.7	3056.9100000000008	2080.330000000001	2675.3199999999993	2512.44	3002.87	2673.85	2345.5299999999993	2801.01	2597.72	3547.03	3004.82	2987.9099999999994	3103.9499999999994	2887.99	2998.7100000000005
ALPHAGALACTOSID-RXN	8969.96	12474.590000000002	10455.58	12133.38	10248.8	9400.03	8866.630000000001	8948.64	9935.97	9050.73	9900.29	8637.67	11066.81	9673.28	9481.87	10195.51	9928.04	9402.88
ALTRO-OXIDOREDUCT-RXN	722.1000000000001	520.0	1003.66	1034.3200000000004	994.75	688.51	733.42	572.0300000000002	805.88	873.06	686.8100000000002	578.9300000000002	717.83	853.8299999999998	581.51	686.75	783.7499999999997	588.75
ALTRODEHYDRAT-RXN	3658.76	2956.07	4255.42	4258.15	5377.580000000001	4030.840000000001	3054.950000000001	2815.639999999999	3242.410000000001	3342.28	3512.619999999999	2857.5999999999995	3334.26	4055.36	3199.69	3709.700000000001	3768.55	3343.42
AMACETOXID-RXN	892.36	1197.33	1013.55	782.37	643.68	927.23	1053.86	984.38	1038.9299999999996	867.5	1020.93	1006.28	838.26	744.64	927.8300000000003	1210.5100000000002	1025.86	933.37
AMIDASE-RXN	22739.59	26328.34000000001	25830.09000000001	26582.71	26817.87000000001	25079.7	23087.62000000001	22363.49000000001	21467.209999999992	21840.990000000005	24381.61	21639.800000000007	25955.39000000001	26057.78000000001	23968.79	25526.17	25478.249999999996	24700.410000000003
AMINEOXID-RXN	892.36	1197.33	1013.55	782.37	643.68	927.23	1053.86	984.38	1038.9299999999996	867.5	1020.93	1006.28	838.26	744.64	927.8300000000003	1210.5100000000002	1025.86	933.37
AMINEPHEN-RXN	892.36	1197.33	1013.55	782.37	643.68	927.23	1053.86	984.38	1038.9299999999996	867.5	1020.93	1006.28	838.26	744.64	927.8300000000003	1210.5100000000002	1025.86	933.37
AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN	2459.52	3333.46	2244.05	2753.2599999999993	2389.800000000001	2557.01	2404.88	2641.97	2703.609999999999	2326.48	2694.58	2483.38	3285.760000000001	3127.8100000000004	2874.38	3203.5600000000004	2877.9699999999993	2620.890000000001
AMINOBENZCOALIG-RXN	3849.489999999999	3291.13	4391.380000000001	4439.43	5545.499999999999	4234.0	2503.4300000000007	2891.82	3655.85	3316.8199999999993	3320.619999999999	3045.72	3852.67	4433.399999999999	3257.9399999999987	3654.37	4142.77	3566.5600000000004
AMINOBUTDEHYDROG-RXN	540.14	489.67	793.17	738.9300000000002	1185.08	764.5	583.38	773.63	406.5	622.87	791.83	681.64	439.0	578.97	471.0	472.58	802.8	549.91
AMINOCYL-TRNA-HYDROLASE-RXN	10643.490000000002	11404.6	12492.83	11971.600000000002	12976.57	11789.05	10649.850000000004	10407.38	10454.570000000003	10554.990000000002	11233.18	10281.05	11471.17	11987.7	11111.340000000002	11319.800000000005	11383.429999999997	11606.46
AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN	1335.3099999999995	1658.63	1225.5400000000004	1497.14	1071.9	1240.9600000000005	1642.2800000000002	1792.92	1854.08	1506.5900000000006	1427.04	1478.9	1669.1599999999994	1570.79	1464.24	1899.2899999999993	1461.8499999999995	1431.0400000000004
AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN	3984.19	4566.890000000001	4903.02	5042.73	5195.58	4594.35	3545.39	3848.969999999999	3854.67	3663.61	4177.6399999999985	3516.110000000001	4374.81	4690.73	3720.32	4420.51	4528.870000000001	4063.48
AMONITRO-RXN	5.0	6.0	3.0	7.0	3.0	6.0	10.0	6.0	9.0	7.0	11.0	15.0	9.0	9.0	9.0	38.0	13.0	19.0
AMP-DEPHOSPHORYLATION-RXN	20287.430000000008	19981.56	23653.03	22706.17	26904.509999999995	22429.49	17490.95	17554.29	19095.04	19177.35	19913.259999999995	17524.040000000005	20822.11	22700.8	19669.450000000004	20248.34	21044.070000000003	20688.039999999994
AMP-NUCLEOSID-RXN	4202.25	3454.93	4731.42	4566.02	6709.559999999999	4857.18	3683.11	3406.4199999999987	3383.23	4009.64	4244.169999999999	3429.66	3852.57	4749.53	3923.35	4382.0999999999985	4429.8	4089.54
AMPSYN-RXN	10569.830000000002	11351.27	12405.170000000002	11926.26	12879.9	11710.72	10616.850000000002	10381.04	10453.900000000003	10506.330000000002	11170.84	10242.72	11409.170000000002	11918.699999999995	11065.010000000006	11277.800000000005	11347.759999999998	11546.45
AMYLOMALT-RXN	5547.06	6193.56	5696.06	5574.88	5675.169999999997	5255.72	5828.97	5088.86	5258.51	5427.089999999998	5750.490000000002	5144.43	6474.06	6506.0999999999985	6028.000000000003	6199.609999999999	5816.180000000001	6108.450000000002
