"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_17",2,1,0,2
"ASV_842",6,1,0,6
"ASV_123",3,1,0,3
"ASV_65",3,1,0,3
"ASV_229",10,1,0,10
"ASV_54",3,1,0,3
"ASV_124",3,1,0,3
"ASV_694",4,1,0,4
"ASV_200",5,1,0,5
"ASV_342",2,1,0,2
"ASV_61",1,1,0,1
"ASV_336",1,1,0,1
"ASV_324",4,1,0,4
"ASV_334",1,1,0,1
"ASV_161",5,1,0,5
"ASV_143",1,1,0,1
"ASV_328",1,1,0,1
"ASV_169",1,1,0,1
"ASV_263",2,1,0,2
"ASV_262",2,1,0,2
"ASV_304",8,1,0,8
"ASV_173",2,1,0,2
"ASV_133",2,1,0,2
"ASV_283",1,1,0,1
"ASV_265",1,1,0,1
"ASV_207",1,1,0,1
"ASV_305",2,1,0,2
"ASV_775",5,1,0,5
"ASV_105",2,1,0,2
"ASV_155",2,1,0,2
"ASV_197",3,1,0,3
"ASV_3",1,1,0,1
"ASV_218",10,1,0,10
"ASV_1111",8,1,0,8
"ASV_134",9,1,0,9
"ASV_1295",1,1,0,1
"ASV_180",3,1,0,3
"ASV_2210",9,1,0,9
"ASV_1168",4,1,0,4
"ASV_320",2,1,0,2
"ASV_190",5,1,0,5
"ASV_138",1,1,0,1
"ASV_291",2,1,0,2
"ASV_58",1,1,0,1
"ASV_502",1,1,0,1
"ASV_242",3,1,0,3
"ASV_361",2,1,0,2
"ASV_417",1,1,0,1
"ASV_367",2,1,0,2
"ASV_362",4,1,0,4
"ASV_384",6,1,0,6
"ASV_94",3,1,0,3
"ASV_964",2,1,0,2
"ASV_286",1,1,0,1
"ASV_282",2,1,0,2
"ASV_415",3,1,0,3
"ASV_252",1,1,0,1
"ASV_170",1,1,0,1
"ASV_564",1,1,0,1
"ASV_318",6,1,0,6
"ASV_815",2,1,0,2
"ASV_580",1,1,0,1
"ASV_474",1,1,0,1
"ASV_1207",1,1,0,1
"ASV_1067",4,1,0,4
"ASV_468",1,1,0,1
"ASV_581",3,1,0,3
"ASV_663",6,1,0,6
"ASV_1453",1,1,0,1
"ASV_376",4,1,0,4
"ASV_927",1,1,0,1
"ASV_245",5,1,0,5
"ASV_471",4,1,0,4
"ASV_372",1,1,0,1
"ASV_1454",1,1,0,1
"ASV_211",1,1,0,1
"ASV_106",1,1,0,1
"ASV_193",2,1,0,2
"ASV_504",4,1,0,4
"ASV_568",4,1,0,4
"ASV_535",3,1,0,3
"ASV_462",1,1,0,1
"ASV_562",1,1,0,1
"ASV_2801",1,1,0,1
"ASV_465",1,1,0,1
"ASV_1300",2,1,0,2
"ASV_274",1,1,0,1
"ASV_923",1,1,0,1
"ASV_565",1,1,0,1
"ASV_389",1,1,0,1
"ASV_154",2,1,0,2
"ASV_358",1,1,0,1
"ASV_302",2,1,0,2
"ASV_587",1,1,0,1
"ASV_622",3,1,0,3
"ASV_855",1,1,0,1
"ASV_494",1,1,0,1
"ASV_224",2,1,0,2
"ASV_1182",2,1,0,2
"ASV_233",1,1,0,1
"ASV_1498",2,1,0,2
"ASV_3169",1,1,0,1
"ASV_799",1,1,0,1
"ASV_655",1,1,0,1
"ASV_893",1,1,0,1
"ASV_1036",1,1,0,1
"ASV_1843",1,1,0,1
"ASV_1233",4,1,0,4
"ASV_250",2,1,0,2
"ASV_508",2,1,0,2
"ASV_657",3,1,0,3
"ASV_1267",2,1,0,2
"ASV_4015",2,1,0,2
"ASV_751",2,1,0,2
"ASV_1590",1,1,0,1
"ASV_163",1,1,0,1
"ASV_5553",7,1,0,7
"ASV_2297",2,1,0,2
"ASV_485",1,1,0,1
"ASV_1068",1,1,0,1
"ASV_942",1,1,0,1
"ASV_1884",1,1,0,1
"ASV_820",1,1,0,1
"ASV_1303",1,1,0,1
"ASV_1261",2,1,0,2
"ASV_1214",1,1,0,1
"ASV_773",2,1,0,2
"ASV_288",3,1,0,3
"ASV_761",2,1,0,2
"ASV_1451",1,1,0,1
"ASV_340",1,1,0,1
