"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_617",15,1,0,15
"ASV_307",15,1,0,15
"ASV_104",15,1,0,15
"ASV_255",15,1,0,15
"ASV_1402",15,1,0,15
"ASV_372",15,1,0,15
"ASV_414",15,1,0,15
"ASV_1418",15,1,0,15
"ASV_1777",15,1,0,15
"ASV_1659",15,1,0,15
"ASV_998",15,1,0,15
"ASV_1737",15,1,0,15
"ASV_268",15,1,0,15
"ASV_567",15,1,0,15
"ASV_1179",15,1,0,15
"ASV_384",15,1,0,15
"ASV_1207",15,1,0,15
"ASV_192",15,1,0,15
"ASV_1192",15,1,0,15
"ASV_683",15,1,0,15
"ASV_1129",15,1,0,15
"ASV_140",15,1,0,15
"ASV_1527",15,1,0,15
"ASV_183",15,1,0,15
"ASV_271",15,1,0,15
"ASV_1620",15,1,0,15
"ASV_1911",15,1,0,15
"ASV_627",15,1,0,15
"ASV_755",15,1,0,15
"ASV_665",15,1,0,15
"ASV_130",9,1,0,9
"ASV_278",9,1,0,9
"ASV_1607",9,1,0,9
"ASV_2218",9,1,0,9
"ASV_45",9,1,0,9
"ASV_1094",9,1,0,9
"ASV_634",9,1,0,9
"ASV_1011",9,1,0,9
"ASV_988",9,1,0,9
"ASV_451",6,1,0,6
"ASV_682",6,1,0,6
"ASV_571",6,1,0,6
"ASV_125",6,1,0,6
"ASV_2005",6,1,0,6
"ASV_685",6,1,0,6
"ASV_782",1,1,0,1
"ASV_1216",2,1,0,2
"ASV_1328",2,1,0,2
"ASV_495",1,1,0,1
"ASV_122",6,1,0,6
"ASV_1110",6,1,0,6
"ASV_903",6,1,0,6
"ASV_732",6,1,0,6
"ASV_3515",6,1,0,6
"ASV_438",6,1,0,6
"ASV_417",4,1,0,4
"ASV_2358",4,1,0,4
"ASV_465",4,1,0,4
"ASV_932",4,1,0,4
"ASV_2190",1,1,0,1
"ASV_149",14,1,0,14
"ASV_416",14,1,0,14
"ASV_235",14,1,0,14
"ASV_521",14,1,0,14
"ASV_324",14,1,0,14
"ASV_200",14,1,0,14
"ASV_478",14,1,0,14
"ASV_1535",14,1,0,14
"ASV_1382",14,1,0,14
"ASV_511",14,1,0,14
"ASV_1063",14,1,0,14
"ASV_2655",14,1,0,14
"ASV_1791",14,1,0,14
"ASV_793",14,1,0,14
"ASV_370",8,1,0,8
"ASV_428",8,1,0,8
"ASV_54",8,1,0,8
"ASV_680",8,1,0,8
"ASV_1396",8,1,0,8
"ASV_2427",8,1,0,8
"ASV_326",8,1,0,8
"ASV_3127",8,1,0,8
"ASV_556",2,1,0,2
"ASV_508",2,1,0,2
"ASV_148",1,1,0,1
"ASV_336",4,1,0,4
"ASV_77",4,1,0,4
"ASV_757",4,1,0,4
"ASV_1342",4,1,0,4
"ASV_189",11,1,0,11
"ASV_636",11,1,0,11
"ASV_1833",11,1,0,11
"ASV_708",11,1,0,11
"ASV_1519",11,1,0,11
"ASV_691",11,1,0,11
"ASV_1302",11,1,0,11
"ASV_2519",11,1,0,11
"ASV_537",11,1,0,11
"ASV_621",11,1,0,11
"ASV_3751",11,1,0,11
"ASV_3",9,1,0,9
"ASV_263",9,1,0,9
"ASV_159",9,1,0,9
"ASV_185",9,1,0,9
"ASV_362",9,1,0,9
"ASV_201",9,1,0,9
"ASV_1089",9,1,0,9
"ASV_1488",9,1,0,9
"ASV_2607",9,1,0,9
"ASV_619",3,1,0,3
"ASV_1657",3,1,0,3
"ASV_524",3,1,0,3
"ASV_1304",2,1,0,2
"ASV_2209",2,1,0,2
