"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_323",5,1,0,5
"ASV_1300",5,1,0,5
"ASV_1295",5,1,0,5
"ASV_1286",5,1,0,5
"ASV_620",5,1,0,5
"ASV_170",4,1,0,4
"ASV_1006",4,1,0,4
"ASV_1282",4,1,0,4
"ASV_1247",4,1,0,4
"ASV_1152",1,1,0,1
"ASV_279",7,1,0,7
"ASV_4142",7,1,0,7
"ASV_195",7,1,0,7
"ASV_309",7,1,0,7
"ASV_2238",7,1,0,7
"ASV_1420",7,1,0,7
"ASV_2152",7,1,0,7
"ASV_272",2,1,0,2
"ASV_721",2,1,0,2
"ASV_641",4,1,0,4
"ASV_224",4,1,0,4
"ASV_494",4,1,0,4
"ASV_2215",4,1,0,4
"ASV_132",1,1,0,1
"ASV_302",5,1,0,5
"ASV_247",5,1,0,5
"ASV_1297",5,1,0,5
"ASV_983",5,1,0,5
"ASV_1403",5,1,0,5
"ASV_258",4,1,0,4
"ASV_2297",4,1,0,4
"ASV_1156",4,1,0,4
"ASV_446",4,1,0,4
"ASV_2915",1,1,0,1
"ASV_763",2,1,0,2
"ASV_1483",2,1,0,2
"ASV_178",6,1,0,6
"ASV_218",6,1,0,6
"ASV_2293",6,1,0,6
"ASV_1012",6,1,0,6
"ASV_2118",6,1,0,6
"ASV_602",6,1,0,6
"ASV_24",6,1,0,6
"ASV_762",6,1,0,6
"ASV_1116",6,1,0,6
"ASV_804",6,1,0,6
"ASV_927",6,1,0,6
"ASV_48",6,1,0,6
"ASV_387",5,1,0,5
"ASV_1305",5,1,0,5
"ASV_938",5,1,0,5
"ASV_1015",5,1,0,5
"ASV_1426",5,1,0,5
"ASV_69",6,1,0,6
"ASV_288",6,1,0,6
"ASV_1233",6,1,0,6
"ASV_390",6,1,0,6
"ASV_720",6,1,0,6
"ASV_1017",6,1,0,6
"ASV_2319",2,1,0,2
"ASV_1075",2,1,0,2
"ASV_965",2,1,0,2
"ASV_1463",2,1,0,2
"ASV_664",3,1,0,3
"ASV_2689",3,1,0,3
"ASV_429",3,1,0,3
"ASV_137",3,1,0,3
"ASV_284",3,1,0,3
"ASV_1793",3,1,0,3
"ASV_142",9,1,0,9
"ASV_878",9,1,0,9
"ASV_248",9,1,0,9
"ASV_460",9,1,0,9
"ASV_1038",9,1,0,9
"ASV_1434",9,1,0,9
"ASV_301",9,1,0,9
"ASV_1250",9,1,0,9
"ASV_2003",9,1,0,9
"ASV_2370",4,1,0,4
"ASV_1136",4,1,0,4
"ASV_910",4,1,0,4
"ASV_1768",4,1,0,4
"ASV_63",3,1,0,3
"ASV_380",3,1,0,3
"ASV_409",3,1,0,3
"ASV_1125",5,1,0,5
"ASV_575",5,1,0,5
"ASV_435",5,1,0,5
"ASV_805",5,1,0,5
"ASV_1592",5,1,0,5
"ASV_378",5,1,0,5
"ASV_905",5,1,0,5
"ASV_568",5,1,0,5
"ASV_455",5,1,0,5
"ASV_2154",5,1,0,5
"ASV_68",8,1,0,8
"ASV_27",8,1,0,8
"ASV_96",8,1,0,8
"ASV_386",8,1,0,8
"ASV_236",8,1,0,8
"ASV_1279",8,1,0,8
"ASV_1542",8,1,0,8
"ASV_2098",8,1,0,8
"ASV_127",4,1,0,4
"ASV_334",4,1,0,4
"ASV_358",4,1,0,4
"ASV_1341",4,1,0,4
"ASV_228",9,1,0,9
"ASV_316",9,1,0,9
"ASV_1197",9,1,0,9
"ASV_2951",9,1,0,9
"ASV_654",9,1,0,9
"ASV_3136",9,1,0,9
"ASV_264",9,1,0,9
"ASV_1112",9,1,0,9
"ASV_7366",9,1,0,9
"ASV_59",17,1,0,17
"ASV_972",17,1,0,17
"ASV_1195",17,1,0,17
"ASV_907",17,1,0,17
"ASV_1854",17,1,0,17
"ASV_257",17,1,0,17
"ASV_831",17,1,0,17
"ASV_1877",17,1,0,17
"ASV_1589",17,1,0,17
"ASV_449",17,1,0,17
"ASV_1718",17,1,0,17
"ASV_582",17,1,0,17
"ASV_987",17,1,0,17
"ASV_1375",17,1,0,17
"ASV_2880",17,1,0,17
"ASV_1206",17,1,0,17
"ASV_914",17,1,0,17
"ASV_615",3,1,0,3
"ASV_261",3,1,0,3
"ASV_1183",3,1,0,3
"ASV_1128",2,1,0,2
"ASV_2946",2,1,0,2
"ASV_814",7,1,0,7
"ASV_109",7,1,0,7
"ASV_1024",7,1,0,7
"ASV_474",7,1,0,7
"ASV_447",7,1,0,7
"ASV_1013",7,1,0,7
"ASV_3503",7,1,0,7
"ASV_1165",1,1,0,1
"ASV_403",3,1,0,3
"ASV_389",3,1,0,3
"ASV_740",3,1,0,3
"ASV_1182",2,1,0,2
"ASV_198",2,1,0,2
"ASV_153",8,1,0,8
"ASV_164",8,1,0,8
"ASV_329",8,1,0,8
"ASV_58",8,1,0,8
"ASV_220",8,1,0,8
"ASV_964",8,1,0,8
"ASV_2124",8,1,0,8
"ASV_1186",8,1,0,8
"ASV_114",4,1,0,4
"ASV_1432",4,1,0,4
"ASV_1411",4,1,0,4
"ASV_563",4,1,0,4
"ASV_842",11,1,0,11
"ASV_608",11,1,0,11
"ASV_292",11,1,0,11
"ASV_442",11,1,0,11
"ASV_541",11,1,0,11
"ASV_393",11,1,0,11
"ASV_2282",11,1,0,11
"ASV_980",11,1,0,11
"ASV_345",11,1,0,11
"ASV_1422",11,1,0,11
"ASV_4235",11,1,0,11
"ASV_94",11,1,0,11
"ASV_733",11,1,0,11
"ASV_1243",11,1,0,11
"ASV_612",11,1,0,11
"ASV_3169",11,1,0,11
"ASV_1076",11,1,0,11
"ASV_561",11,1,0,11
"ASV_828",11,1,0,11
"ASV_890",11,1,0,11
"ASV_2344",11,1,0,11
"ASV_4963",11,1,0,11
"ASV_352",6,1,0,6
"ASV_1562",6,1,0,6
"ASV_1177",6,1,0,6
"ASV_2798",6,1,0,6
"ASV_3511",6,1,0,6
"ASV_542",6,1,0,6
"ASV_119",4,1,0,4
"ASV_719",4,1,0,4
"ASV_3468",4,1,0,4
"ASV_773",4,1,0,4
"ASV_1773",4,1,0,4
"ASV_26",4,1,0,4
"ASV_593",4,1,0,4
"ASV_505",4,1,0,4
"ASV_462",2,1,0,2
"ASV_807",2,1,0,2
"ASV_632",1,1,0,1
"ASV_714",5,1,0,5
"ASV_744",5,1,0,5
"ASV_1301",5,1,0,5
"ASV_3810",5,1,0,5
"ASV_481",5,1,0,5
"ASV_565",3,1,0,3
"ASV_1424",3,1,0,3
"ASV_1933",3,1,0,3
"ASV_1261",3,1,0,3
"ASV_311",3,1,0,3
"ASV_108",3,1,0,3
"ASV_548",5,1,0,5
"ASV_2636",5,1,0,5
"ASV_693",5,1,0,5
"ASV_115",5,1,0,5
"ASV_1610",5,1,0,5
"ASV_356",2,1,0,2
"ASV_879",2,1,0,2
"ASV_190",14,1,0,14
"ASV_205",14,1,0,14
"ASV_300",14,1,0,14
"ASV_73",14,1,0,14
"ASV_145",14,1,0,14
"ASV_445",14,1,0,14
"ASV_1967",14,1,0,14
"ASV_670",14,1,0,14
"ASV_2892",14,1,0,14
"ASV_633",14,1,0,14
"ASV_2472",14,1,0,14
"ASV_490",14,1,0,14
"ASV_274",14,1,0,14
"ASV_5489",14,1,0,14
"ASV_2232",1,1,0,1
"ASV_476",3,1,0,3
"ASV_650",3,1,0,3
"ASV_1705",3,1,0,3
"ASV_65",21,1,0,21
"ASV_812",21,1,0,21
"ASV_141",21,1,0,21
"ASV_473",21,1,0,21
"ASV_1835",21,1,0,21
"ASV_653",21,1,0,21
"ASV_1584",21,1,0,21
"ASV_1111",21,1,0,21
"ASV_186",21,1,0,21
"ASV_468",21,1,0,21
"ASV_643",21,1,0,21
"ASV_1166",21,1,0,21
"ASV_959",21,1,0,21
"ASV_534",21,1,0,21
"ASV_1910",21,1,0,21
"ASV_1118",21,1,0,21
"ASV_1280",21,1,0,21
"ASV_166",21,1,0,21
"ASV_514",21,1,0,21
"ASV_845",21,1,0,21
"ASV_1605",21,1,0,21
"ASV_369",3,1,0,3
"ASV_366",3,1,0,3
"ASV_1642",3,1,0,3
"ASV_1489",8,1,0,8
"ASV_368",8,1,0,8
"ASV_1776",8,1,0,8
"ASV_3340",8,1,0,8
"ASV_749",8,1,0,8
"ASV_2159",8,1,0,8
"ASV_1240",8,1,0,8
"ASV_4652",8,1,0,8
"ASV_377",4,1,0,4
"ASV_677",4,1,0,4
"ASV_163",4,1,0,4
"ASV_655",4,1,0,4
"ASV_5069",4,1,0,4
"ASV_554",4,1,0,4
"ASV_583",4,1,0,4
"ASV_2862",4,1,0,4
"ASV_456",3,1,0,3
"ASV_1602",3,1,0,3
"ASV_2011",3,1,0,3
"ASV_1269",1,1,0,1
"ASV_84",2,1,0,2
"ASV_1439",2,1,0,2
"ASV_191",2,1,0,2
"ASV_1536",2,1,0,2
"ASV_123",6,1,0,6
"ASV_171",6,1,0,6
"ASV_161",6,1,0,6
"ASV_1174",6,1,0,6
"ASV_3680",6,1,0,6
"ASV_689",6,1,0,6
"ASV_775",3,1,0,3
"ASV_382",3,1,0,3
"ASV_1346",3,1,0,3
"ASV_193",4,1,0,4
"ASV_1246",4,1,0,4
"ASV_285",4,1,0,4
"ASV_217",4,1,0,4
"ASV_204",3,1,0,3
"ASV_1191",3,1,0,3
"ASV_421",3,1,0,3
"ASV_1309",1,1,0,1
"ASV_759",1,1,0,1
"ASV_3765",2,1,0,2
"ASV_774",2,1,0,2
"ASV_106",3,1,0,3
"ASV_147",3,1,0,3
"ASV_340",3,1,0,3
"ASV_1054",2,1,0,2
"ASV_3488",2,1,0,2
"ASV_2020",1,1,0,1
"ASV_173",5,1,0,5
"ASV_1102",5,1,0,5
"ASV_3187",5,1,0,5
"ASV_639",5,1,0,5
"ASV_3307",5,1,0,5
"ASV_901",1,1,0,1
"ASV_731",10,1,0,10
"ASV_266",10,1,0,10
"ASV_327",10,1,0,10
"ASV_820",10,1,0,10
"ASV_373",10,1,0,10
"ASV_982",10,1,0,10
"ASV_1455",10,1,0,10
"ASV_660",10,1,0,10
"ASV_1672",10,1,0,10
"ASV_1427",10,1,0,10
"ASV_1068",2,1,0,2
"ASV_423",2,1,0,2
"ASV_361",4,1,0,4
"ASV_404",4,1,0,4
"ASV_1962",4,1,0,4
"ASV_2497",4,1,0,4
"ASV_459",10,1,0,10
"ASV_207",10,1,0,10
"ASV_420",10,1,0,10
"ASV_1051",10,1,0,10
"ASV_364",10,1,0,10
"ASV_397",10,1,0,10
"ASV_526",10,1,0,10
"ASV_921",10,1,0,10
"ASV_259",10,1,0,10
"ASV_3128",10,1,0,10
"ASV_2856",2,1,0,2
"ASV_246",2,1,0,2
"ASV_1180",2,1,0,2
"ASV_2342",2,1,0,2
"ASV_118",6,1,0,6
"ASV_322",6,1,0,6
"ASV_424",6,1,0,6
"ASV_436",6,1,0,6
"ASV_1759",6,1,0,6
"ASV_2332",6,1,0,6
"ASV_83",4,1,0,4
"ASV_317",4,1,0,4
"ASV_1030",4,1,0,4
"ASV_485",4,1,0,4
"ASV_1577",1,1,0,1
"ASV_846",7,1,0,7
"ASV_1884",7,1,0,7
"ASV_830",7,1,0,7
"ASV_2597",7,1,0,7
"ASV_659",7,1,0,7
"ASV_748",7,1,0,7
"ASV_1614",7,1,0,7
"ASV_585",3,1,0,3
"ASV_231",3,1,0,3
"ASV_3382",3,1,0,3
"ASV_76",9,1,0,9
"ASV_1329",9,1,0,9
"ASV_1512",9,1,0,9
"ASV_776",9,1,0,9
"ASV_1990",9,1,0,9
"ASV_2039",9,1,0,9
"ASV_1272",9,1,0,9
"ASV_909",9,1,0,9
"ASV_6997",9,1,0,9
"ASV_398",2,1,0,2
"ASV_666",2,1,0,2
"ASV_2565",2,1,0,2
"ASV_2990",2,1,0,2
"ASV_202",4,1,0,4
"ASV_2953",4,1,0,4
"ASV_1222",4,1,0,4
"ASV_1625",4,1,0,4
"ASV_663",8,1,0,8
"ASV_42",8,1,0,8
"ASV_815",8,1,0,8
"ASV_587",8,1,0,8
"ASV_581",8,1,0,8
"ASV_870",8,1,0,8
"ASV_750",8,1,0,8
"ASV_2216",8,1,0,8
"ASV_341",3,1,0,3
"ASV_394",3,1,0,3
"ASV_1726",3,1,0,3
"ASV_134",10,1,0,10
"ASV_493",10,1,0,10
"ASV_923",10,1,0,10
"ASV_970",10,1,0,10
"ASV_280",10,1,0,10
"ASV_472",10,1,0,10
"ASV_1067",10,1,0,10
"ASV_2893",10,1,0,10
"ASV_1014",10,1,0,10
"ASV_3395",10,1,0,10
"ASV_1829",1,1,0,1
"ASV_801",1,1,0,1
"ASV_1609",1,1,0,1
"ASV_572",2,1,0,2
"ASV_1003",2,1,0,2
"ASV_433",1,1,0,1
"ASV_188",3,1,0,3
"ASV_893",3,1,0,3
"ASV_5086",3,1,0,3
"ASV_588",3,1,0,3
"ASV_629",3,1,0,3
"ASV_703",3,1,0,3
"ASV_174",4,1,0,4
"ASV_267",4,1,0,4
"ASV_1036",4,1,0,4
"ASV_1458",4,1,0,4
"ASV_74",1,1,0,1
"ASV_180",3,1,0,3
"ASV_1945",3,1,0,3
"ASV_1062",3,1,0,3
"ASV_1660",6,1,0,6
"ASV_1596",6,1,0,6
"ASV_2999",6,1,0,6
"ASV_475",6,1,0,6
"ASV_1417",6,1,0,6
"ASV_973",6,1,0,6
"ASV_407",9,1,0,9
"ASV_297",9,1,0,9
"ASV_388",9,1,0,9
"ASV_182",9,1,0,9
"ASV_2711",9,1,0,9
"ASV_1641",9,1,0,9
"ASV_510",9,1,0,9
"ASV_3198",9,1,0,9
"ASV_1508",9,1,0,9
"ASV_858",1,1,0,1
"ASV_564",1,1,0,1
"ASV_576",1,1,0,1
"ASV_2102",2,1,0,2
"ASV_2220",2,1,0,2
"ASV_151",2,1,0,2
"ASV_734",2,1,0,2
"ASV_4451",2,1,0,2
"ASV_1391",2,1,0,2
"ASV_1268",2,1,0,2
"ASV_737",2,1,0,2
"ASV_1669",2,1,0,2
"ASV_1539",2,1,0,2
"ASV_477",2,1,0,2
"ASV_1245",2,1,0,2
"ASV_2023",2,1,0,2
"ASV_128",2,1,0,2
"ASV_883",6,1,0,6
"ASV_165",6,1,0,6
"ASV_1796",6,1,0,6
"ASV_379",6,1,0,6
"ASV_1551",6,1,0,6
"ASV_3158",6,1,0,6
"ASV_230",4,1,0,4
"ASV_1841",4,1,0,4
"ASV_1230",4,1,0,4
"ASV_1947",4,1,0,4
"ASV_471",7,1,0,7
"ASV_2092",7,1,0,7
"ASV_1270",7,1,0,7
"ASV_695",7,1,0,7
"ASV_293",7,1,0,7
"ASV_2027",7,1,0,7
"ASV_1189",7,1,0,7
"ASV_2538",1,1,0,1
"ASV_1083",1,1,0,1
"ASV_486",2,1,0,2
"ASV_1091",2,1,0,2
"ASV_944",2,1,0,2
"ASV_1939",2,1,0,2
"ASV_761",1,1,0,1
"ASV_1404",2,1,0,2
"ASV_441",2,1,0,2
"ASV_2272",2,1,0,2
"ASV_993",2,1,0,2
"ASV_1543",3,1,0,3
"ASV_2271",3,1,0,3
"ASV_1553",3,1,0,3
"ASV_225",1,1,0,1
"ASV_2547",3,1,0,3
"ASV_1221",3,1,0,3
"ASV_1263",3,1,0,3
"ASV_896",2,1,0,2
"ASV_961",2,1,0,2
"ASV_233",4,1,0,4
"ASV_3813",4,1,0,4
"ASV_702",4,1,0,4
"ASV_1064",4,1,0,4
"ASV_1101",3,1,0,3
"ASV_2307",3,1,0,3
"ASV_1387",3,1,0,3
"ASV_644",2,1,0,2
"ASV_1198",2,1,0,2
"ASV_210",3,1,0,3
"ASV_3199",3,1,0,3
"ASV_646",3,1,0,3
"ASV_1443",2,1,0,2
"ASV_2204",2,1,0,2
"ASV_1627",1,1,0,1
"ASV_1464",1,1,0,1
"ASV_841",1,1,0,1
"ASV_1477",1,1,0,1
"ASV_606",1,1,0,1
"ASV_892",1,1,0,1
"ASV_484",6,1,0,6
"ASV_413",6,1,0,6
"ASV_1262",6,1,0,6
"ASV_822",6,1,0,6
"ASV_937",6,1,0,6
"ASV_3106",6,1,0,6
"ASV_1572",1,1,0,1
"ASV_1130",4,1,0,4
"ASV_310",4,1,0,4
"ASV_2744",4,1,0,4
"ASV_209",4,1,0,4
"ASV_1028",2,1,0,2
"ASV_1056",2,1,0,2
"ASV_1500",2,1,0,2
"ASV_1321",2,1,0,2
"ASV_1989",2,1,0,2
"ASV_2335",2,1,0,2
"ASV_269",1,1,0,1
"ASV_560",2,1,0,2
"ASV_355",2,1,0,2
"ASV_291",3,1,0,3
"ASV_729",3,1,0,3
"ASV_1689",3,1,0,3
"ASV_1239",2,1,0,2
"ASV_454",2,1,0,2
"ASV_625",2,1,0,2
"ASV_1278",2,1,0,2
"ASV_351",1,1,0,1
"ASV_2767",2,1,0,2
"ASV_1888",2,1,0,2
"ASV_270",6,1,0,6
"ASV_1758",6,1,0,6
"ASV_813",6,1,0,6
"ASV_1049",6,1,0,6
"ASV_2477",6,1,0,6
"ASV_3982",6,1,0,6
"ASV_886",2,1,0,2
"ASV_869",2,1,0,2
"ASV_391",1,1,0,1
"ASV_3933",1,1,0,1
"ASV_359",3,1,0,3
"ASV_545",3,1,0,3
"ASV_3670",3,1,0,3
"ASV_622",1,1,0,1
"ASV_540",2,1,0,2
"ASV_1308",2,1,0,2
"ASV_2653",1,1,0,1
"ASV_5389",1,1,0,1
"ASV_1613",1,1,0,1
"ASV_3418",1,1,0,1
"ASV_2681",2,1,0,2
"ASV_2903",2,1,0,2
"ASV_1306",2,1,0,2
"ASV_172",2,1,0,2
"ASV_1397",1,1,0,1
"ASV_1214",2,1,0,2
"ASV_2030",2,1,0,2
"ASV_1388",1,1,0,1
"ASV_1819",2,1,0,2
"ASV_516",2,1,0,2
"ASV_952",1,1,0,1
"ASV_2143",1,1,0,1
"ASV_452",1,1,0,1
"ASV_11",15,1,0,15
"ASV_1",15,1,0,15
"ASV_5",9,1,0,9
"ASV_7",6,1,0,6
"ASV_22",1,1,0,1
"ASV_13",2,1,0,2
"ASV_28",1,1,0,1
"ASV_39",6,1,0,6
"ASV_9",4,1,0,4
"ASV_20",1,1,0,1
"ASV_47",14,1,0,14
"ASV_75",8,1,0,8
"ASV_50",2,1,0,2
"ASV_66",1,1,0,1
"ASV_79",4,1,0,4
"ASV_86",11,1,0,11
"ASV_29",9,1,0,9
"ASV_44",3,1,0,3
"ASV_30",2,1,0,2
"ASV_88",5,1,0,5
"ASV_2",4,1,0,4
"ASV_82",1,1,0,1
"ASV_25",7,1,0,7
"ASV_129",2,1,0,2
"ASV_92",4,1,0,4
"ASV_213",1,1,0,1
"ASV_41",5,1,0,5
"ASV_18",4,1,0,4
"ASV_290",1,1,0,1
"ASV_52",2,1,0,2
"ASV_103",6,1,0,6
"ASV_244",6,1,0,6
"ASV_16",5,1,0,5
"ASV_31",6,1,0,6
"ASV_36",2,1,0,2
"ASV_40",2,1,0,2
"ASV_55",3,1,0,3
"ASV_38",3,1,0,3
"ASV_131",9,1,0,9
"ASV_81",4,1,0,4
"ASV_80",3,1,0,3
"ASV_70",5,1,0,5
"ASV_143",5,1,0,5
"ASV_15",8,1,0,8
"ASV_227",4,1,0,4
"ASV_206",9,1,0,9
"ASV_101",17,1,0,17
"ASV_113",3,1,0,3
"ASV_135",2,1,0,2
"ASV_144",7,1,0,7
"ASV_136",1,1,0,1
"ASV_152",3,1,0,3
"ASV_265",2,1,0,2
"ASV_342",8,1,0,8
"ASV_64",4,1,0,4
"ASV_196",11,1,0,11
"ASV_17",11,1,0,11
"ASV_348",6,1,0,6
"ASV_157",4,1,0,4
"ASV_277",4,1,0,4
"ASV_156",2,1,0,2
"ASV_133",1,1,0,1
"ASV_19",5,1,0,5
"ASV_46",3,1,0,3
"ASV_61",3,1,0,3
"ASV_32",5,1,0,5
"ASV_23",2,1,0,2
"ASV_99",14,1,0,14
"ASV_381",1,1,0,1
"ASV_117",3,1,0,3
"ASV_232",21,1,0,21
"ASV_72",3,1,0,3
"ASV_513",8,1,0,8
"ASV_211",4,1,0,4
"ASV_219",4,1,0,4
"ASV_179",3,1,0,3
"ASV_376",1,1,0,1
"ASV_332",2,1,0,2
"ASV_93",2,1,0,2
"ASV_735",6,1,0,6
"ASV_440",3,1,0,3
"ASV_304",4,1,0,4
"ASV_707",3,1,0,3
"ASV_367",1,1,0,1
"ASV_874",1,1,0,1
"ASV_194",2,1,0,2
"ASV_162",3,1,0,3
"ASV_651",2,1,0,2
"ASV_138",1,1,0,1
"ASV_286",5,1,0,5
"ASV_415",1,1,0,1
"ASV_305",10,1,0,10
"ASV_239",2,1,0,2
"ASV_294",4,1,0,4
"ASV_253",10,1,0,10
"ASV_1168",2,1,0,2
"ASV_242",2,1,0,2
"ASV_425",6,1,0,6
"ASV_350",4,1,0,4
"ASV_51",1,1,0,1
"ASV_111",7,1,0,7
"ASV_57",3,1,0,3
"ASV_573",9,1,0,9
"ASV_155",2,1,0,2
"ASV_34",2,1,0,2
"ASV_347",4,1,0,4
"ASV_661",8,1,0,8
"ASV_107",3,1,0,3
"ASV_313",10,1,0,10
"ASV_614",1,1,0,1
"ASV_694",1,1,0,1
"ASV_930",1,1,0,1
"ASV_169",2,1,0,2
"ASV_60",1,1,0,1
"ASV_497",3,1,0,3
"ASV_328",3,1,0,3
"ASV_116",4,1,0,4
"ASV_49",1,1,0,1
"ASV_53",3,1,0,3
"ASV_105",6,1,0,6
"ASV_723",9,1,0,9
"ASV_296",1,1,0,1
"ASV_223",1,1,0,1
"ASV_339",1,1,0,1
"ASV_912",2,1,0,2
"ASV_488",2,1,0,2
"ASV_799",2,1,0,2
"ASV_1337",2,1,0,2
"ASV_1100",2,1,0,2
"ASV_1138",2,1,0,2
"ASV_262",2,1,0,2
"ASV_95",6,1,0,6
"ASV_346",4,1,0,4
"ASV_187",7,1,0,7
"ASV_67",1,1,0,1
"ASV_507",1,1,0,1
"ASV_245",2,1,0,2
"ASV_662",2,1,0,2
"ASV_589",1,1,0,1
"ASV_1159",2,1,0,2
"ASV_197",2,1,0,2
"ASV_942",3,1,0,3
"ASV_276",1,1,0,1
"ASV_599",3,1,0,3
"ASV_363",2,1,0,2
"ASV_819",4,1,0,4
"ASV_609",3,1,0,3
"ASV_630",2,1,0,2
"ASV_249",3,1,0,3
"ASV_71",2,1,0,2
"ASV_562",1,1,0,1
"ASV_624",1,1,0,1
"ASV_375",1,1,0,1
"ASV_3480",1,1,0,1
"ASV_226",1,1,0,1
"ASV_1172",1,1,0,1
"ASV_1616",6,1,0,6
"ASV_158",1,1,0,1
"ASV_85",4,1,0,4
"ASV_504",2,1,0,2
"ASV_154",2,1,0,2
"ASV_1556",2,1,0,2
"ASV_1199",1,1,0,1
"ASV_852",2,1,0,2
"ASV_199",3,1,0,3
"ASV_221",2,1,0,2
"ASV_1025",2,1,0,2
"ASV_853",1,1,0,1
"ASV_1428",2,1,0,2
"ASV_1201",6,1,0,6
"ASV_1517",2,1,0,2
"ASV_1927",1,1,0,1
"ASV_273",1,1,0,1
"ASV_208",3,1,0,3
"ASV_240",1,1,0,1
"ASV_1593",2,1,0,2
"ASV_1126",1,1,0,1
"ASV_3152",1,1,0,1
"ASV_532",1,1,0,1
"ASV_2816",1,1,0,1
"ASV_2087",2,1,0,2
"ASV_994",2,1,0,2
"ASV_673",1,1,0,1
"ASV_2843",2,1,0,2
"ASV_777",1,1,0,1
"ASV_626",2,1,0,2
"ASV_2902",1,1,0,1
"ASV_1821",1,1,0,1
"ASV_2123",1,1,0,1
