ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Burkholderiales	31.4257390050469	20.0612833453497	26.8294881038212	29.4790915645278	40.1225666906994	32.0025234318673	19.0428983417448	16.5825522710887	23.5310021629416	24.2159336697909	22.7198990627253	18.5922855082913	25.261355443403	31.6240086517664	23.3687815428983	25.1622206200433	26.3698630136986	23.711247296323
Unassigned	24.4051910598414	27.7937995674117	19.8630136986301	20.484859408796	16.6816870944484	22.6027397260274	30.9661139149243	27.3882480173035	24.7025955299207	24.873828406633	26.8114635904831	29.5872386445566	29.5872386445566	25.3604902667628	30.6596971881759	25.77505407354	22.5216294160058	27.7757750540735
Rhizobiales	10.9679163662581	10.2018745493872	14.6809661139149	12.5811103100216	13.8698630136986	12.9956741167988	11.2292718096611	10.0036049026676	7.04758471521269	9.17447728911319	11.5356885364095	10.9769286229272	7.76856524873828	8.67880317231435	8.85003604902668	9.39978370583994	10.1207642393655	9.78731074260995
Pseudonocardiales	5.05587599134823	10.0306416726748	5.39834174477289	8.25522710886806	5.04686373467916	4.79452054794521	4.63229992790195	5.52451333813987	3.97440519105984	4.8846431146359	5.71377072819034	4.89365537130497	8.23720259552992	5.16402307137707	6.39870223503965	6.85832732516222	8.50757029560202	6.66005767844268
Micromonosporales	4.3168709444845	6.68709444844989	4.15465032444124	3.83020908435472	1.81146359048306	4.1366258111031	4.53316510454218	6.38968997837058	6.56092285508291	4.4069935111752	5.00180245133381	4.61427541456381	5.10093727469358	3.83922134102379	4.8846431146359	4.09156452775775	4.96575342465753	5.10994953136265
Streptomycetales	3.16330209084355	2.92898341744773	3.36157173756309	2.26207642393655	1.18060562364816	1.92862292718097	2.56849315068493	3.64095169430425	8.35436193222783	4.99279019466474	3.16330209084355	3.23540014419611	4.21773612112473	3.5958904109589	3.35255948089402	6.23648161499639	4.65933669790916	3.32552271088681
Flavobacteriales	1.52307137707282	1.61319394376352	6.85832732516222	2.31614996395097	4.24477289113194	1.79343907714492	1.43294881038212	6.66005767844268	6.17339581831291	4.53316510454218	1.86553713049748	1.90158615717376	3.46070656092285	3.96539293439077	2.54145638067772	1.78442682047585	3.49675558759913	4.10958904109589
Propionibacteriales	2.44232155731795	3.83020908435472	3.83020908435472	2.67664023071377	2.46034607065609	3.1182408074982	2.47837058399423	3.80317231434751	2.61355443403028	2.2170151405912	3.28947368421053	2.71268925739005	2.37022350396539	2.37923576063446	3.01910598413843	3.01009372746936	3.26243691420332	2.73071377072819
Xanthomonadales	2.11788031723143	1.52307137707282	2.27108868060562	2.71268925739005	2.8478731074261	3.13626532083634	1.73035328046143	1.66726748377794	2.08183129055515	1.8294881038212	3.09120403749099	2.37022350396539	1.66726748377794	2.04578226387888	2.28911319394376	2.46034607065609	2.25306416726748	2.67664023071377
Nevskiales	2.24405191059841	2.10886806056236	1.71232876712329	1.78442682047585	0.874188896899784	1.64023071377073	3.06416726748378	2.20800288392213	2.38824801730353	2.10886806056236	2.50540735400144	2.60454217736121	1.6492429704398	2.3972602739726	2.56849315068493	2.63157894736842	2.08183129055515	2.9379956741168
Sphingomonadales	1.88356164383562	1.88356164383562	3.39762076423937	2.92898341744773	3.48774333093006	2.82984859408796	1.62220620043259	1.57714491708724	1.20764239365537	1.44196106705119	1.88356164383562	1.93763518385004	1.08147080028839	1.68529199711608	1.27974044700793	2.00072098053353	1.97368421052632	1.59516943042538
Bacillales	1.41492429704398	1.45998558038933	1.23467916366258	3.28046142754146	0.531723143475126	1.52307137707282	4.77649603460707	2.55948089401586	2.28010093727469	3.14527757750541	1.60418168709445	4.73143475126172	0.684931506849315	0.540735400144196	1.0183850036049	0.964311463590483	0.459625090122567	0.874188896899784
Micrococcales	1.42393655371305	1.80245133381399	1.13554434030281	1.26171593366979	0.693943763518385	1.23467916366258	1.51405912040375	1.80245133381399	1.31578947368421	1.34282624369142	2.02775775054074	1.76640230713771	1.26171593366979	1.00036049026676	1.5591204037491	1.51405912040375	1.11751982696467	1.55010814708003
Streptosporangiales	1.09048305695746	1.63121845710166	0.477649603460707	1.83850036049027	0.387527036770007	0.991348233597693	0.901225666906993	1.57714491708724	0.775054073540014	1.18961788031723	1.26171593366979	0.982335976928623	1.70331651045422	1.67627974044701	1.05443403028118	1.08147080028839	1.99170872386446	1.27974044700793
Caulobacterales	1.29776496034607	0.982335976928623	1.18060562364816	1.09949531362653	1.29776496034607	1.39689978370584	0.964311463590483	1.02739726027397	0.549747656813266	0.784066330209084	1.18060562364816	0.973323720259553	0.874188896899784	0.991348233597693	0.784066330209084	0.973323720259553	0.928262436914203	0.982335976928623
Cytophagales	1.07245854361932	0.639870223503965	0.198269646719539	0.288392213410238	0.396539293439077	0.144196106705119	1.45097332372026	0.802090843547224	1.21665465032444	2.17195385724585	0.946286950252343	0.838139870223504	1.05443403028118	1.00937274693583	1.44196106705119	1.50504686373468	0.621845710165825	0.946286950252343
Pseudomonadales	0.342465753424658	0.252343186733958	0.189257390050469	0.288392213410238	1.12653208363374	0.333453496755588	0.820115356885364	2.09985580389329	0.351478010093727	2.22602739726027	1.13554434030281	1.93763518385004	0.144196106705119	0.180245133381399	0.432588320115357	0.225306416726748	0.973323720259553	0.504686373467916
Myxococcales	0.892213410237924	0.621845710165825	0.612833453496756	0.621845710165825	0.558759913482336	0.504686373467916	0.937274693583273	0.594808940158616	0.793078586878154	0.811103100216294	0.802090843547224	0.982335976928623	0.513698630136986	0.603821196827686	0.820115356885364	0.802090843547224	0.657894736842105	0.748017303532805
Rhodospirillales	0.576784426820476	0.603821196827686	0.423576063446287	0.324441240086518	0.162220620043259	0.387527036770007	0.991348233597693	0.657894736842105	0.657894736842105	0.585796683489546	0.567772170151406	0.729992790194665	0.576784426820476	0.396539293439077	0.603821196827686	0.567772170151406	0.297404470079308	0.414563806777217
Solirubrobacterales	0.630857966834895	0.540735400144196	0.216294160057678	0.333453496755588	0.234318673395818	0.720980533525595	1.09048305695746	0.594808940158616	0.531723143475126	0.477649603460707	0.675919250180245	1.02739726027397	0.315428983417448	0.225306416726748	0.387527036770007	0.279379956741168	0.621845710165825	0.360490266762797
Mycobacteriales	0.567772170151406	0.603821196827686	0.639870223503965	0.252343186733958	0.243330930064888	0.225306416726748	0.432588320115357	0.405551550108147	0.279379956741168	0.387527036770007	0.333453496755588	0.369502523431867	0.441600576784427	0.171232876712329	0.639870223503965	0.396539293439077	0.351478010093727	0.234318673395818
Nitrosomonadales	0.234318673395818	0.387527036770007	0.189257390050469	0.216294160057678	0.477649603460707	0.585796683489546	0.189257390050469	0.333453496755588	0.279379956741168	0.288392213410238	0.270367700072098	0.144196106705119	0.234318673395818	0.396539293439077	0.549747656813266	0.333453496755588	0.252343186733958	0.270367700072098
Chitinophagales	0.144196106705119	0.0630857966834895	0.0720980533525595	0.0630857966834895	0.0270367700072098	0.0811103100216294	0.531723143475126	0.297404470079308	0.522710886806056	0.432588320115357	0.297404470079308	0.243330930064888	0.333453496755588	0.513698630136986	0.369502523431867	0.351478010093727	0.234318673395818	0.171232876712329
Bacteriovoracales	0.0811103100216294	0.135183850036049	0.279379956741168	0.162220620043259	0.567772170151406	0.225306416726748	0.162220620043259	0.189257390050469	0.135183850036049	0.306416726748378	0.207281903388608	0.0720980533525595	0.234318673395818	0.549747656813266	0.135183850036049	0.162220620043259	0.297404470079308	0.0991348233597693
Pirellulales	0.0180245133381399	0.108147080028839	0.0360490266762797	0.00901225666906993	0	0.0270367700072098	0.252343186733958	0.459625090122567	0.171232876712329	0.0991348233597693	0.180245133381399	0.261355443403028	0.126171593366979	0.0901225666906993	0.108147080028839	0.108147080028839	0.0630857966834895	0.0450612833453497
Geodermatophilales	0.0450612833453497	0.234318673395818	0.0901225666906993	0.0720980533525595	0.0270367700072098	0.0720980533525595	0.135183850036049	0.225306416726748	0.117159336697909	0.0630857966834895	0.0991348233597693	0.333453496755588	0.0630857966834895	0.0450612833453497	0.0811103100216294	0.144196106705119	0.189257390050469	0.0630857966834895
Cellvibrionales	0.0811103100216294	0.0270367700072098	0.0180245133381399	0.0450612833453497	0.0360490266762797	0.00901225666906993	0.0540735400144196	0.261355443403028	0.567772170151406	0.360490266762797	0.0360490266762797	0.0270367700072098	0.243330930064888	0.0450612833453497	0.0540735400144196	0.0360490266762797	0.0180245133381399	0.0720980533525595
Spirochaetales	0.0540735400144196	0.0180245133381399	0.0991348233597693	0.0811103100216294	0.117159336697909	0.0811103100216294	0.0811103100216294	0.0811103100216294	0.0991348233597693	0.162220620043259	0.153208363374189	0.0720980533525595	0.0901225666906993	0.153208363374189	0.135183850036049	0.144196106705119	0.0630857966834895	0.153208363374189
Acidimicrobiales	0.0811103100216294	0.0811103100216294	0.216294160057678	0.0450612833453497	0.0720980533525595	0.0630857966834895	0.135183850036049	0.0811103100216294	0.0720980533525595	0.108147080028839	0.0540735400144196	0.0991348233597693	0.0540735400144196	0.0901225666906993	0.0901225666906993	0.0901225666906993	0.0720980533525595	0.0720980533525595
Nitrospirales	0.0450612833453497	0.0540735400144196	0.0180245133381399	0.0630857966834895	0.0270367700072098	0.0360490266762797	0.0901225666906993	0.0540735400144196	0.0720980533525595	0.0630857966834895	0.0901225666906993	0.135183850036049	0.0630857966834895	0.0720980533525595	0.0811103100216294	0.315428983417448	0.108147080028839	0.153208363374189
Chloroflexales	0.135183850036049	0.162220620043259	0.0360490266762797	0.0630857966834895	0.0811103100216294	0.0811103100216294	0.0811103100216294	0.0630857966834895	0.108147080028839	0.0360490266762797	0.0540735400144196	0.0540735400144196	0.117159336697909	0.0540735400144196	0.0450612833453497	0.0630857966834895	0.0540735400144196	0.108147080028839
Opitutales	0.00901225666906993	0.0180245133381399	0.00901225666906993	0.0180245133381399	0.0270367700072098	0.0180245133381399	0.0540735400144196	0.0360490266762797	0.0901225666906993	0.0811103100216294	0.126171593366979	0.234318673395818	0.108147080028839	0.0991348233597693	0.144196106705119	0.0901225666906993	0.0720980533525595	0.0630857966834895
Rubrobacterales	0.0180245133381399	0.135183850036049	0.0540735400144196	0.0540735400144196	0.00901225666906993	0.0450612833453497	0.117159336697909	0.0811103100216294	0.0360490266762797	0.0450612833453497	0.0360490266762797	0.135183850036049	0.0811103100216294	0.0270367700072098	0.0630857966834895	0.0720980533525595	0.108147080028839	0.0360490266762797
Bdellovibrionales	0.0630857966834895	0.0720980533525595	0.0270367700072098	0.126171593366979	0.153208363374189	0.0540735400144196	0.0720980533525595	0.0630857966834895	0.0540735400144196	0.0270367700072098	0.0540735400144196	0.0360490266762797	0.0540735400144196	0.117159336697909	0.0270367700072098	0.0450612833453497	0.00901225666906993	0.0270367700072098
Sneathiellales	0.0450612833453497	0.0630857966834895	0.0270367700072098	0.0270367700072098	0.0540735400144196	0.0450612833453497	0.0360490266762797	0.0540735400144196	0.00901225666906993	0.0360490266762797	0.0720980533525595	0.0630857966834895	0.0540735400144196	0.0901225666906993	0.0450612833453497	0.189257390050469	0.0811103100216294	0.0901225666906993
Clostridiales	0	0.414563806777217	0.0360490266762797	0.00901225666906993	0.00901225666906993	0.00901225666906993	0.0540735400144196	0.00901225666906993	0.0811103100216294	0.00901225666906993	0.0180245133381399	0.0720980533525595	0	0.00901225666906993	0	0.00901225666906993	0.00901225666906993	0.180245133381399
Glycomycetales	0.0720980533525595	0.162220620043259	0.0720980533525595	0.0270367700072098	0.0360490266762797	0.0540735400144196	0.0180245133381399	0.0270367700072098	0.0811103100216294	0.0270367700072098	0.0180245133381399	0.0360490266762797	0.0811103100216294	0.0450612833453497	0.0180245133381399	0.0630857966834895	0.0360490266762797	0.0360490266762797
Enterobacterales	0	0	0.00901225666906993	0	0	0	0.630857966834895	0	0	0	0	0	0	0	0	0	0	0
Verrucomicrobiales	0	0	0.00901225666906993	0	0.00901225666906993	0.00901225666906993	0.0180245133381399	0.0180245133381399	0.0630857966834895	0.00901225666906993	0.0630857966834895	0.0630857966834895	0.0180245133381399	0.0540735400144196	0.00901225666906993	0.0270367700072098	0.0270367700072098	0.00901225666906993
Vicinamibacterales	0.00901225666906993	0.0180245133381399	0.00901225666906993	0	0	0	0.0630857966834895	0.0180245133381399	0.0270367700072098	0.00901225666906993	0.0270367700072098	0.0630857966834895	0.0450612833453497	0.00901225666906993	0.0360490266762797	0	0.00901225666906993	0.0180245133381399
Gaiellales	0.00901225666906993	0.0360490266762797	0.0180245133381399	0.00901225666906993	0	0.0180245133381399	0.0360490266762797	0.0540735400144196	0.00901225666906993	0.0180245133381399	0.0180245133381399	0.0180245133381399	0.00901225666906993	0.00901225666906993	0.0360490266762797	0.0180245133381399	0.0270367700072098	0.00901225666906993
Cryptosporangiales	0	0	0.00901225666906993	0	0	0.0450612833453497	0	0.00901225666906993	0	0.00901225666906993	0.00901225666906993	0.0360490266762797	0.00901225666906993	0	0	0.0180245133381399	0.0270367700072098	0.00901225666906993
Erysipelotrichales	0	0.00901225666906993	0	0.00901225666906993	0.00901225666906993	0	0.00901225666906993	0.0180245133381399	0.0180245133381399	0.00901225666906993	0	0.0360490266762797	0.00901225666906993	0	0.0180245133381399	0	0.00901225666906993	0
