OTUID	All	KO	OE	WT
ASV_1268	0.009387	0.001331948	0.020166962	0.006661733
ASV_1271	0.008923	0.009132455	0.007159067	0.010477382
ASV_1283	0.008877	0.006274625	0.007109074	0.013246276
ASV_1321	0.009164	0.010588059	0.014206672	0.002696266
ASV_1344	0.008855	0.010509055	0.004200795	0.011854588
ASV_1345	0.008996	0.007676851	0.008742725	0.010569474
ASV_1360	0.008862	0.004948189	0.007097724	0.014539788
ASV_1416	0.00902	0.007775343	0.011361869	0.007922664
ASV_1449	0.008862	0.007526381	0.007133525	0.011926822
ASV_1492	0.008677	0.011412346	0.001446885	0.013171959
ASV_1524	0.008811	0.007465460	0.008462545	0.010503940
ASV_905	0.009407	0.006712294	0.017361453	0.004148689
ASV_963	0.009158	0.008194445	0.007344352	0.011935283
ASV_1003	0.008412	0.007557057	0.008391524	0.009286783
ASV_1010	0.008578	0.005390260	0.007159067	0.013184247
ASV_1089	0.008992	0.002782040	0.018818077	0.005374921
ASV_1161	0.008801	0.001261670	0.015892686	0.009248451
ASV_1259	0.008771	0.005322280	0.011676994	0.009313855
ASV_1264	0.008509	0.011467933	0.007338220	0.006719485
ASV_1291	0.008707	0.00000000	0.01428543	0.01183625
ASV_1308	0.008818	0.006512848	0.018633192	0.001306882
ASV_1342	0.008944	0.005165093	0.016356609	0.005309388
ASV_1357	0.008475	0.008928607	0.009933881	0.006563830
ASV_1378	0.008579	0.01167187	0.01016721	0.00389695
ASV_1392	0.008647	0.008609968	0.002948928	0.014381463
ASV_1454	0.008936	0.000000000	0.024042174	0.002765793
ASV_1553	0.008558	0.003871363	0.008698851	0.013103564
ASV_1148	0.00778	0.015142222	0.004294787	0.003904081
ASV_1163	0.008404	0.002663071	0.013101184	0.009447596
ASV_1209	0.008328	0.002658384	0.013070213	0.009256592
ASV_1221	0.0082	0.001326436	0.010119680	0.013155194
ASV_1254	0.008031	0.010388613	0.004450970	0.009252599
ASV_1257	0.008411	0.002658384	0.017304099	0.005269403
ASV_1279	0.007924	0.008825623	0.005616584	0.009330266
ASV_1284	0.008227	0.002588106	0.010070892	0.012022384
ASV_1300	0.008268	0.014854643	0.007182425	0.002765793
ASV_1370	0.008412	0.000000000	0.020009813	0.005226242
ASV_1402	0.008258	0.008135554	0.010028386	0.006609782
ASV_1406	0.008424	0.008157698	0.013068846	0.004045629
ASV_1415	0.008044	0.005326967	0.002887250	0.015918480
ASV_1426	0.008096	0.008878806	0.011312903	0.004095085
ASV_1427	0.007965	0.013979780	0.007273443	0.002642662
ASV_1429	0.008107	0.006264063	0.002966858	0.015088729
ASV_1479	0.008193	0.005445936	0.011247552	0.007884331
ASV_1514	0.008304	0.005353514	0.012935507	0.006622758
ASV_1058	0.007654	0.006435853	0.009833704	0.006692927
ASV_1139	0.007772	0.006615185	0.011439596	0.005259931
ASV_1228	0.0078	0.008486313	0.004426520	0.010486817
ASV_1234	0.007722	0.005321455	0.007206487	0.010639488
ASV_1306	0.007615	0.011811511	0.004291754	0.006741895
ASV_1315	0.008146	0.007030708	0.016095036	0.001313370
ASV_1320	0.007869	0.011198075	0.004389293	0.008019391
ASV_1341	0.007563	0.007851133	0.002893770	0.011945368
ASV_1353	0.007344	0.015278755	0.001422435	0.005329612
ASV_1411	0.007613	0.006334988	0.008520158	0.007983244
ASV_1422	0.00775	0.005008553	0.008840263	0.009400480
ASV_1435	0.007683	0.004948189	0.012740490	0.005358999
ASV_1457	0.007886	0.000000000	0.014296138	0.009362147
ASV_1466	0.007773	0.005569592	0.004325883	0.013424863
ASV_1482	0.007819	0.005381171	0.007282548	0.010794500
ASV_1490	0.007704	0.010301703	0.010194374	0.002617269
ASV_1498	0.007942	0.003801086	0.014638699	0.005386045
ASV_1522	0.007495	0.006399106	0.004301433	0.011784907
ASV_1538	0.007558	0.008981701	0.004389293	0.009303065
ASV_1547	0.007554	0.007710115	0.002862674	0.012090258
ASV_1551	0.007803	0.001207467	0.015554472	0.006646461
ASV_1169	0.007323	0.002787552	0.007276542	0.011906385
ASV_1180	0.007315	0.010902072	0.005805081	0.005237521
ASV_1203	0.007404	0.003855289	0.013018214	0.005338929
ASV_1311	0.006951	0.013849424	0.004376515	0.002626740
ASV_1343	0.007299	0.005310893	0.010034906	0.006550891
ASV_1349	0.006659	0.018592890	0.000000000	0.001382896
ASV_1358	0.007133	0.005240978	0.004221825	0.011935246
ASV_1368	0.007413	0.000000000	0.014252152	0.007985739
ASV_1424	0.007297	0.002571474	0.011394183	0.007924161
ASV_1434	0.007209	0.003827632	0.007126879	0.010671370
ASV_1451	0.007242	0.010509055	0.008552860	0.002662732
ASV_1463	0.007373	0.008048644	0.008747877	0.005323007
ASV_1480	0.007192	0.005504827	0.002841770	0.013229711
ASV_1519	0.007392	0.008022923	0.008721695	0.005432673
ASV_1528	0.007323	0.002593619	0.010072260	0.009302055
ASV_1219	0.006691	0.007893850	0.002869319	0.009308543
ASV_1227	0.006855	0.007859398	0.007313644	0.005392533
ASV_1301	0.006932	0.006932774	0.008558992	0.005302900
ASV_1332	0.007096	0.001331948	0.014687211	0.005269403
ASV_1339	0.006561	0.005482682	0.000000000	0.014201270
ASV_1438	0.006727	0.004980248	0.010041678	0.005158369
ASV_1459	0.006871	0.001455604	0.008521316	0.010635495
ASV_1484	0.006836	0.002717275	0.005729020	0.012060872
ASV_1505	0.006844	0.003865851	0.010163666	0.006501280
ASV_1530	0.006466	0.011293092	0.001502043	0.006601641
ASV_1537	0.006671	0.007590499	0.005787539	0.006636340
ASV_1545	0.00673	0.003849777	0.005729020	0.010611277
ASV_1289	0.006412	0.000000000	0.011463598	0.007772133
ASV_1290	0.00633	0.000000000	0.005704444	0.013285134
ASV_1297	0.006382	0.005202486	0.008509966	0.005432673
ASV_1318	0.006322	0.009284326	0.004325883	0.005354851
ASV_1362	0.006367	0.001207467	0.009942467	0.007950874
ASV_1372	0.006529	0.002695130	0.012934993	0.003956033
ASV_1396	0.006621	0.009941917	0.007274811	0.002646810
ASV_1401	0.006288	0.006457997	0.008433904	0.003971955
ASV_1455	0.006609	0.000000000	0.014465487	0.005362992
ASV_1456	0.006675	0.001331948	0.016034725	0.002658585
ASV_1477	0.006354	0.004237644	0.005623230	0.009200647
ASV_1548	0.006303	0.002588106	0.008425653	0.007896106
ASV_1552	0.006268	0.003654460	0.007094177	0.008055265
ASV_1564	0.0064	0.000000000	0.008627316	0.010571281
ASV_1566	0.006421	0.001261670	0.010061035	0.007939074
ASV_1285	0.005712	0.002588106	0.002753911	0.011793699
ASV_1346	0.005878	0.003708663	0.007164495	0.006761965
ASV_1376	0.005924	0.002782040	0.008472738	0.006517202
ASV_1383	0.00599	0.005440424	0.007149723	0.005379557
ASV_1391	0.005779	0.006544907	0.005546655	0.005244009
ASV_1409	0.006045	0.004049223	0.010062641	0.004023218
ASV_1433	0.005684	0.003686519	0.004218726	0.009148090
ASV_1483	0.005833	0.010588617	0.004285108	0.002626740
ASV_1486	0.006024	0.005482682	0.007227390	0.005363146
ASV_1513	0.006017	0.002658384	0.010112055	0.005280644
ASV_1554	0.00585	0.001207467	0.005720768	0.010622923
ASV_1563	0.00612	0.001331948	0.013117120	0.003910569
ASV_1472	0.005194	0.008933294	0.001464815	0.005184927
ASV_1525	0.00547	0.001331948	0.005743278	0.009336240
ASV_1539	0.00553	0.001239526	0.008771939	0.006577449
ASV_1541	0.005315	0.007459948	0.007172232	0.001313370
ASV_1544	0.005222	0.003708663	0.004130866	0.007825249
ASV_1559	0.005418	0.001326436	0.003004086	0.011924005
ASV_1571	0.005388	0.000000000	0.004389293	0.011775436
ASV_1461	0.005095	0.004043710	0.008579895	0.002662732
ASV_1517	0.004883	0.003855289	0.004278463	0.006514219
ASV_1467	0.004435	0.007849198	0.001415789	0.004041481
ASV_1520	0.004511	0.005127521	0.005792304	0.002613121
