	0	0.001	0.002	0.003	0.004	0.005	0.006	0.007	0.008	0.009	0.01	0.02	0.03	0.04	0.05	0.06	0.07	0.08	0.09	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1
Aerobic	3.12209104584713e-30	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322	0.00197114723332322
Anaerobic	3.12209104584713e-30	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05	3.09739627408926e-05
Contains_Mobile_Elements	3.12209104584713e-30	0.000373674979799389	0.000373674979799389	0.000373674979799389	0.000373674979799389	0.000996054741392276	0.000996054741392276	0.000996054741392276	0.000996054741392276	0.000498929227445187	0.000498929227445187	0.00020600071650068	0.000212541657884666	8.35659353944516e-05	8.35659353944516e-05	8.70032266569381e-05	8.70032266569381e-05	8.70032266569381e-05	1.76315413356506e-06	1.76315413356506e-06	0	0	0	0	0	0	0	0	0
Facultatively_Anaerobic	3.12209104584713e-30	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619	0.00394879007067619
Forms_Biofilms	3.12209104584713e-30	0.000892976981392146	0.000892976981392146	0.000892976981392146	0.000892976981392146	0.000892976981392146	0.000892976981392146	0.000892976981392146	0.000892976981392146	0.000892976981392146	0.000892976981392146	0.000892976981392146	0.000299058760084059	0.000299058760084059	0.000299058760084059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gram_Negative	3.12209104584713e-30	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259	0.00208961318873259
Gram_Positive	3.12209104584713e-30	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255	0.00208961318873255
Potentially_Pathogenic	3.12209104584713e-30	0.00173996176849717	0.00173996176849717	0.00173996176849717	0.00173996176849717	0.00173996176849717	0.00173996176849717	0.00173996176849717	0.00404398987460853	0.00404398987460853	0.00404398987460853	0.00517957215749184	0.00440222707207593	1.72588141228047e-05	8.03278094389073e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stress_Tolerant	3.12209104584713e-30	0.000147227109513039	0.000147227109513039	0.000147227109513039	0.000147227109513039	0.000147227109513039	0.000147227109513039	0.000147227109513039	0.000147227109513039	0.000147227109513039	0.000147227109513039	0.00422508559025389	0.00422508559025389	0.00436830429527434	0.00436830429527434	0.00431195313948652	0.00442958890890572	0.00442958890890572	0.000178272215355138	0.000178272215355138	1.14748234471611e-05	0	0	0	0	0	0	0	0
