Class	KO	KO	KO	KO	KO	KO	OE	OE	OE	OE	OE	OE	WT	WT	WT	WT	WT	WT
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales	0.672489082969432	0.671301846080077	0.141305964599137	1.07494322482967	0.29703687604144	0.461599681655392	0.416702838788089	0.755844612409914	0.246347264695889	0.614491764103439	0.63615333773959	0.351478010093727	0.890464933018125	0.700970574641812	0.514437437769665	0.638060296698038	0.509683995922528	0.448035842867429
Bacteria|Actinobacteria|Actinobacteria|Unassigned	3.86899563318777	6.29745065132262	5.28038078238881	4.05753217259652	2.89067594001304	3.37445284520493	5.52131261394218	5.98523466338548	4.80801902820251	4.19902705470684	5.09748843357568	3.96539293439077	7.48620961386919	7.3794484671083	6.12346498506472	6.60392407082469	5.15172900494001	5.50444035522842
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	0.794759825327511	0.695276912011508	4.7449055481184	1.9000757002271	3.58617691806129	1.27337843215281	1.02439447868739	6.17859026190895	4.13693510023785	3.05538960484766	1.59451421017845	1.13554434030281	2.8053585500394	3.19673393930057	2.17391304347826	1.08470250438666	2.95616717635066	3.79230338427074
Bacteria|Firmicutes|Bacilli|Bacillales	0.331877729257642	0.327659234396228	0.12643165253607	0.166540499621499	0.10142722596537	0.389972144846797	1.51054779060682	0.632800140622253	0.849473326537547	0.879064606981309	0.338730998017184	1.64023071377073	0.157604412923562	0.0616237867816977	0.174244938599403	0.103684798213431	0.0627303379596958	0.192015361228898
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	3.27510917030568	3.73211859665947	5.06470325747434	4.54958364875095	5.564007824386	4.87863111818544	3.86318256793124	2.86517841448409	2.55691471287802	3.02125117350858	3.84996695307336	3.78514780100937	3.22301024428684	3.77445694037899	3.1281115167607	3.30196203541235	4.09315455187015	3.44027522201776
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	0.524017467248908	0.439542875409574	1.34612524170757	1.27176381529145	1.07223067449105	0.636689216076403	0.329889747373904	0.228511161891369	0.399252463472647	0.26457284287787	0.355254461335096	0.477649603460707	0.315208825847124	0.716376521337236	0.323597743113176	0.606157281863136	0.337175566533365	0.35202816225298
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	20.8296943231441	12.6668265004395	17.8343001636174	19.3868281604845	25.5958849525465	19.6657381615599	11.1033943918743	10.0984355774301	14.8233095480802	15.7036784159768	14.2184401850628	11.0219899062725	16.7454688731284	22.2847018949314	14.5370063060073	15.4171319189663	17.1724300164667	15.1452116169294
Bacteria|Proteobacteria|Betaproteobacteria|Unassigned	0.986899563318777	0.72724366658675	0.862710099657891	0.984102952308857	1.03600666521771	1.1858336649423	0.88549353242469	0.544911232202496	1.03635745837581	1.46795254758044	0.908790482485129	0.802090843547224	0.914105594956659	1.10152518872285	1.07865914371059	0.973041952464508	0.870383439190779	1.08808704696376
Bacteria|Proteobacteria|Gammaproteobacteria|Unassigned	0.637554585152838	0.583393270998162	0.364420645545144	0.310370931112793	0.19560965007607	0.445682451253482	0.789999131869086	0.509755668834593	0.518178729187904	0.44379960740804	0.660938532716457	0.829127613554434	0.543735224586288	0.508396240949006	0.788250912711583	0.741745094911469	0.431271073472908	0.824065925274022
Bacteria|Proteobacteria|Unassigned|Unassigned	0.40174672489083	0.247742347958124	0.312360553324409	0.174110522331567	0.362240092733464	0.294468762435336	0.607691639899297	0.395500087888908	0.35677879714577	0.35845352906034	0.603106411103767	0.630857966834895	0.346729708431836	0.539208134339855	0.821440424825755	0.51044823735843	0.59593821061711	0.680054404352348
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae	1.59825327510917	2.61328218652601	1.37587386583371	2.02119606358819	0.818662609577628	2.18066056506168	1.55395433631392	1.97750043944454	2.61637784573564	1.94589058632756	2.4619960343688	1.75739005046864	2.1591804570528	1.42505006932676	1.75074676402257	1.70681129366725	2.74445228573669	1.9441555324426
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Kribbellaceae	0.40174672489083	0.951010948613442	0.542912390301949	0.333080999242998	0.275302470477432	0.382013529645842	0.651098185606389	0.624011249780278	0.518178729187904	0.46086882307758	0.63615333773959	0.639870223503965	0.591016548463357	0.847327068248344	0.531032193826751	0.749720848620195	1.10562220653964	0.584046723737899
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae	3.14410480349345	6.3533924718293	3.31697159006396	3.45193035579107	2.30384698978483	3.18344608038201	2.60439274242556	3.18157848479522	2.45497791369351	3.29435862422122	3.96563119629874	2.45133381398702	4.7123719464145	3.85918964720382	3.67573846664454	3.62896793747009	6.9081784678115	4.20033602688215
Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae	2.33187772925764	2.19771437704787	2.87074222817195	1.89250567751703	0.949069042961675	1.37684042976522	1.71889921000087	2.39936719985938	6.38803941556235	3.48211999658616	2.37111698612029	2.2170151405912	3.04176516942474	2.98105068556463	2.31496846996349	3.70074972084862	3.57562926370266	2.48819905592447
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Thermomonosporaceae	0.672489082969432	0.671301846080077	0.141305964599137	1.07494322482967	0.29703687604144	0.461599681655392	0.416702838788089	0.755844612409914	0.246347264695889	0.614491764103439	0.63615333773959	0.351478010093727	0.890464933018125	0.700970574641812	0.514437437769665	0.638060296698038	0.509683995922528	0.448035842867429
Bacteria|Actinobacteria|Actinobacteria|Unassigned|Unassigned	3.86899563318777	6.29745065132262	5.28038078238881	4.05753217259652	2.89067594001304	3.37445284520493	5.52131261394218	5.98523466338548	4.80801902820251	4.19902705470684	5.09748843357568	3.96539293439077	7.48620961386919	7.3794484671083	6.12346498506472	6.60392407082469	5.15172900494001	5.50444035522842
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae	0.794759825327511	0.695276912011508	4.7449055481184	1.9000757002271	3.58617691806129	1.27337843215281	1.02439447868739	6.17859026190895	4.13693510023785	3.05538960484766	1.59451421017845	1.13554434030281	2.8053585500394	3.19673393930057	2.17391304347826	1.08470250438666	2.95616717635066	3.79230338427074
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1	0.331877729257642	0.327659234396228	0.12643165253607	0.166540499621499	0.10142722596537	0.389972144846797	1.51054779060682	0.632800140622253	0.849473326537547	0.879064606981309	0.338730998017184	1.64023071377073	0.157604412923562	0.0616237867816977	0.174244938599403	0.103684798213431	0.0627303379596958	0.192015361228898
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae	1.41484716157205	1.86206345400783	1.59155139074818	1.30204390613172	1.36202274867782	1.75089534421011	2.1095581213647	1.30075584461241	1.27420998980632	1.12656823418964	1.6606080634501	1.90158615717376	1.26083530338849	1.12463410876598	1.55160969133754	1.65098101770617	1.25460675919392	1.63213057044564
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae	0.908296943231441	1.02293614640774	1.71798304328425	1.99848599545799	2.68057668622763	1.91006764822921	0.59032902161646	0.527333450518545	0.688073394495413	0.887599214816079	1.13185723727693	0.928262436914203	1.0795902285264	1.53289169619473	0.680384998340524	0.749720848620195	1.48200423429781	0.744059524761981
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Unassigned	0.951965065502183	0.847118996243906	1.75516882344192	1.24905374716124	1.52140838948055	1.21766812574612	1.16329542495008	1.03708911935314	0.594631328576283	1.00708372450286	1.05750165234633	0.955299206921413	0.882584712371946	1.11693113541827	0.896116827082642	0.901260169085979	1.35654355837842	1.06408512681014
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae	0.524017467248908	0.439542875409574	1.34612524170757	1.27176381529145	1.07223067449105	0.636689216076403	0.329889747373904	0.228511161891369	0.399252463472647	0.26457284287787	0.355254461335096	0.477649603460707	0.315208825847124	0.716376521337236	0.323597743113176	0.606157281863136	0.337175566533365	0.35202816225298
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae	14.6637554585153	8.04763046431711	13.1712033318459	13.1642694928085	17.8367021661958	12.1607640270593	7.49196978904419	6.99595711021269	10.7458375807	11.205940087053	10.3767349636484	7.31795241528479	11.9227738376675	15.6293329225081	10.0647195486226	10.894879566119	13.2596251862307	10.9928794303544
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae	1.75545851528384	1.52641253096779	1.12301056076156	2.26343679031037	2.20966456567413	2.45921209709511	1.80571230141505	1.40622253471612	2.09819911654774	2.26167107621405	1.59451421017845	1.21665465032444	2.35618597320725	3.8437837005084	2.02456023896449	1.93013239751156	1.65451266368698	1.62412993039443
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Unassigned	4.41048034934498	3.09278350515464	3.54008627100997	3.95912187736563	5.54951822067666	5.04576203740549	1.80571230141505	1.69625593250132	1.97927285083248	2.23606725270974	2.24719101123595	2.4873828406633	2.46650906225374	2.81158527191496	2.44772651842018	2.59211995533578	2.25829216654905	2.52820225618049
Bacteria|Proteobacteria|Betaproteobacteria|Unassigned|Unassigned	0.986899563318777	0.72724366658675	0.862710099657891	0.984102952308857	1.03600666521771	1.1858336649423	0.88549353242469	0.544911232202496	1.03635745837581	1.46795254758044	0.908790482485129	0.802090843547224	0.914105594956659	1.10152518872285	1.07865914371059	0.973041952464508	0.870383439190779	1.08808704696376
Bacteria|Proteobacteria|Gammaproteobacteria|Unassigned|Unassigned	0.637554585152838	0.583393270998162	0.364420645545144	0.310370931112793	0.19560965007607	0.445682451253482	0.789999131869086	0.509755668834593	0.518178729187904	0.44379960740804	0.660938532716457	0.829127613554434	0.543735224586288	0.508396240949006	0.788250912711583	0.741745094911469	0.431271073472908	0.824065925274022
Bacteria|Proteobacteria|Unassigned|Unassigned|Unassigned	0.40174672489083	0.247742347958124	0.312360553324409	0.174110522331567	0.362240092733464	0.294468762435336	0.607691639899297	0.395500087888908	0.35677879714577	0.35845352906034	0.603106411103767	0.630857966834895	0.346729708431836	0.539208134339855	0.821440424825755	0.51044823735843	0.59593821061711	0.680054404352348
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes	1.02183406113537	2.18173099976025	0.96683028409936	1.22634367903104	0.673766572484243	1.47234381217668	1.04175709697022	1.28317806292846	1.91980971797486	1.30579499871981	1.71844018506279	1.30677721701514	1.48936170212766	0.870435988291481	1.18652505808165	1.23624182485245	2.05441856818004	1.62412993039443
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Unassigned	0.576419213973799	0.431551186765764	0.409043581734345	0.794852384557154	0.144896037093385	0.708316752884998	0.512197239343693	0.694322376516084	0.696568127760788	0.640095587607749	0.743555849306015	0.450612833453497	0.669818754925138	0.55461408103528	0.564221705940923	0.470569468814803	0.690033717556653	0.320025602048164
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Kribbellaceae|Kribbella	0.40174672489083	0.951010948613442	0.542912390301949	0.333080999242998	0.275302470477432	0.382013529645842	0.651098185606389	0.624011249780278	0.518178729187904	0.46086882307758	0.63615333773959	0.639870223503965	0.591016548463357	0.847327068248344	0.531032193826751	0.749720848620195	1.10562220653964	0.584046723737899
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis	0.882096069868996	2.36553983856789	1.41305964599137	1.03709311127933	0.949069042961675	1.29725427775567	0.4687906936366	0.755844612409914	0.305810397553517	0.990014508833319	0.892267019167217	0.468637346791637	1.11899133175729	1.35572330919735	0.614005974112181	1.71478704737598	4.90080765310123	0.728058244659573
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Lentzea	1.72052401746725	3.45240949412611	1.53205414249591	1.39288417865254	1.24610591900312	1.8225228810187	1.57131695459675	1.57321146071366	1.29969418960245	1.9629598019971	2.51982815598149	1.56813266041817	2.37194641449961	2.29548605761824	2.63026883504812	1.64300526399745	1.97600564573042	1.68013441075286
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Unassigned	0.541484716157205	0.535443139135299	0.371857801576677	1.0219530658592	0.108672027820039	0.0636689216076403	0.564285094192204	0.852522411671647	0.849473326537547	0.3413843133908	0.553536021150033	0.414563806777217	1.2214342001576	0.20798028038823	0.431463657484235	0.271175626096666	0.0313651689798479	1.79214337146972
Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces	2.33187772925764	2.19771437704787	2.87074222817195	1.89250567751703	0.949069042961675	1.37684042976522	1.71889921000087	2.39936719985938	6.38803941556235	3.48211999658616	2.37111698612029	2.2170151405912	3.04176516942474	2.98105068556463	2.31496846996349	3.70074972084862	3.57562926370266	2.48819905592447
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Thermomonosporaceae|Unassigned	0.672489082969432	0.671301846080077	0.141305964599137	1.07494322482967	0.29703687604144	0.461599681655392	0.416702838788089	0.755844612409914	0.246347264695889	0.614491764103439	0.63615333773959	0.351478010093727	0.890464933018125	0.700970574641812	0.514437437769665	0.638060296698038	0.509683995922528	0.448035842867429
Bacteria|Actinobacteria|Actinobacteria|Unassigned|Unassigned|Unassigned	3.86899563318777	6.29745065132262	5.28038078238881	4.05753217259652	2.89067594001304	3.37445284520493	5.52131261394218	5.98523466338548	4.80801902820251	4.19902705470684	5.09748843357568	3.96539293439077	7.48620961386919	7.3794484671083	6.12346498506472	6.60392407082469	5.15172900494001	5.50444035522842
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium	0.794759825327511	0.695276912011508	4.7449055481184	1.9000757002271	3.58617691806129	1.27337843215281	1.02439447868739	6.17859026190895	4.13693510023785	3.05538960484766	1.59451421017845	1.13554434030281	2.8053585500394	3.19673393930057	2.17391304347826	1.08470250438666	2.95616717635066	3.79230338427074
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1|Bacillus	0.331877729257642	0.327659234396228	0.12643165253607	0.166540499621499	0.10142722596537	0.389972144846797	1.51054779060682	0.632800140622253	0.849473326537547	0.879064606981309	0.338730998017184	1.64023071377073	0.157604412923562	0.0616237867816977	0.174244938599403	0.103684798213431	0.0627303379596958	0.192015361228898
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium	1.41484716157205	1.86206345400783	1.59155139074818	1.30204390613172	1.36202274867782	1.75089534421011	2.1095581213647	1.30075584461241	1.27420998980632	1.12656823418964	1.6606080634501	1.90158615717376	1.26083530338849	1.12463410876598	1.55160969133754	1.65098101770617	1.25460675919392	1.63213057044564
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Pararhizobium	0.908296943231441	1.02293614640774	1.71798304328425	1.99848599545799	2.68057668622763	1.91006764822921	0.59032902161646	0.527333450518545	0.688073394495413	0.887599214816079	1.13185723727693	0.928262436914203	1.0795902285264	1.53289169619473	0.680384998340524	0.749720848620195	1.48200423429781	0.744059524761981
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Unassigned|Unassigned	0.951965065502183	0.847118996243906	1.75516882344192	1.24905374716124	1.52140838948055	1.21766812574612	1.16329542495008	1.03708911935314	0.594631328576283	1.00708372450286	1.05750165234633	0.955299206921413	0.882584712371946	1.11693113541827	0.896116827082642	0.901260169085979	1.35654355837842	1.06408512681014
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas	0.524017467248908	0.439542875409574	1.34612524170757	1.27176381529145	1.07223067449105	0.636689216076403	0.329889747373904	0.228511161891369	0.399252463472647	0.26457284287787	0.355254461335096	0.477649603460707	0.315208825847124	0.716376521337236	0.323597743113176	0.606157281863136	0.337175566533365	0.35202816225298
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax	0.585152838427948	0.487493007272437	0.892458723784025	0.923542770628312	1.45620517278852	0.859530441703144	0.572966403333623	1.56442256987168	1.41012572205233	0.921737646155159	1.47884996695307	0.594808940158616	1.09535066981875	0.778000308118934	1.26120146033853	0.773648109746371	1.45848035756293	1.51212096967757
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Pelomonas	5.65065502183406	3.24462558938704	6.30670831474044	5.87433762301287	7.404187495472	4.88658973338639	2.1095581213647	1.46774477060995	3.45735643900782	3.73815823162926	2.86682088565763	2.1268925739005	3.451536643026	4.11338776767832	2.1822104215068	2.99888339448078	3.85007449227633	3.35226818145452
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Rhizobacter	4.2707423580786	1.12682809877727	1.33868808567604	1.92278576835731	3.46301528653191	1.37684042976522	1.76230575570796	1.69625593250132	1.12979952429494	1.75812921396262	1.76801057501652	1.16258111031002	2.83687943262411	3.63580342012017	1.62628609359442	1.53134471207529	3.06594526778013	2.32018561484919
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Unassigned	4.15720524017467	3.18868376888036	4.6333482076454	4.44360333080999	5.51329421140332	5.03780342220454	3.0471395086379	2.26753383722974	4.74855589534489	4.78791499530597	4.26305353602115	3.43366979091565	4.53900709219858	7.10214142659066	4.99502157318287	5.59100334981656	4.88512506861131	3.80830466437315
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Unassigned	1.75545851528384	1.52641253096779	1.12301056076156	2.26343679031037	2.20966456567413	2.45921209709511	1.80571230141505	1.40622253471612	2.09819911654774	2.26167107621405	1.59451421017845	1.21665465032444	2.35618597320725	3.8437837005084	2.02456023896449	1.93013239751156	1.65451266368698	1.62412993039443
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Unassigned|Unassigned	4.41048034934498	3.09278350515464	3.54008627100997	3.95912187736563	5.54951822067666	5.04576203740549	1.80571230141505	1.69625593250132	1.97927285083248	2.23606725270974	2.24719101123595	2.4873828406633	2.46650906225374	2.81158527191496	2.44772651842018	2.59211995533578	2.25829216654905	2.52820225618049
Bacteria|Proteobacteria|Betaproteobacteria|Unassigned|Unassigned|Unassigned	0.986899563318777	0.72724366658675	0.862710099657891	0.984102952308857	1.03600666521771	1.1858336649423	0.88549353242469	0.544911232202496	1.03635745837581	1.46795254758044	0.908790482485129	0.802090843547224	0.914105594956659	1.10152518872285	1.07865914371059	0.973041952464508	0.870383439190779	1.08808704696376
Bacteria|Proteobacteria|Gammaproteobacteria|Unassigned|Unassigned|Unassigned	0.637554585152838	0.583393270998162	0.364420645545144	0.310370931112793	0.19560965007607	0.445682451253482	0.789999131869086	0.509755668834593	0.518178729187904	0.44379960740804	0.660938532716457	0.829127613554434	0.543735224586288	0.508396240949006	0.788250912711583	0.741745094911469	0.431271073472908	0.824065925274022
Bacteria|Proteobacteria|Unassigned|Unassigned|Unassigned|Unassigned	0.40174672489083	0.247742347958124	0.312360553324409	0.174110522331567	0.362240092733464	0.294468762435336	0.607691639899297	0.395500087888908	0.35677879714577	0.35845352906034	0.603106411103767	0.630857966834895	0.346729708431836	0.539208134339855	0.821440424825755	0.51044823735843	0.59593821061711	0.680054404352348
