#OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
fde93e45681af86a8edfec69023bc874	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	25.0
77e5ce2cfb4e91a0056d507afdbbf68d	14.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	17.0	14.0	0.0	0.0	16.0	0.0	0.0	13.0	0.0
ce7f1e93bc6605377673b898a923b275	0.0	29.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0
8c2db1e76eb5c79b252819b1326e4dc8	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	15.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0
87cd746c98007ceb4e1849e67e98d143	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0
258247fdb4741ccf28fb3d48ae1eec78	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	31.0	25.0	0.0	0.0	0.0	0.0
e512c23345b592a84280f9ffe6c51c87	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	17.0	0.0	0.0	19.0	12.0	9.0	0.0
32518f0117b52bed3a21e579ee466d32	29.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cb70308e9ea178b5df9071689a0c9357	0.0	41.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
5840e4b82272b00dc5731062ba89bf7a	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	9.0	24.0	0.0	6.0	9.0	13.0
eba9c8d71835b1ee31dcecd1466bf6de	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c674de0d295fda8855a941c4b63c9e12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0
684b79b9e58e119cc5584d975e9bcf78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	19.0	0.0	0.0	11.0	0.0	19.0	0.0	0.0
6bb460f77d88cffd19b42a04dc8600bb	0.0	0.0	0.0	0.0	0.0	17.0	26.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0
1da0b977cf7cdf12beabe22a2bcbafc0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26a0f8597d9ec48dcb930066f098462f	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0
4fbced03d34a6ca593bb45f32c74ecf7	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0
f07b49906a566e327c48fa7bf9c86a1b	0.0	0.0	0.0	24.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0
38ba1b9d8293b3d20643bf46b28fe452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	22.0	0.0
92fed0fe21cec652c6bb733b03d12b61	38.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5b64b4f611bcf5bdbf278e3f51ea4b2f	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0
b46f62815f5bc0f8c18c3c374acabe23	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
492fe70e38a6420d15de3f8cf2c3f2e2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0
664b8db6dbd000978187583b0aa38d70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0
5d0539d2f262d5b86607087376aafffd	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0
362ae05aa5b86d7cf62e25836c96c019	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	17.0	24.0	15.0	0.0	0.0	0.0	0.0
04e3a6ada3b7e75db1c648ad960c5b6b	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
aa106875a8d66c2c25e76dd0db977278	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7f15de1a5b5691d47c28a25496ef0022	13.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	21.0
64fe861cdd45cadec0c218524cb151ce	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
aa9f0da0b78e11a0f3467df1d8556b77	17.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	18.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
9b894d8cd5e8208bf936fefcb32a76fe	0.0	0.0	0.0	31.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
93208ddd5649deb628ac01f8d50f17fb	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0
6ded5f4d87b0cadc744ff08ec7cadd60	0.0	24.0	0.0	0.0	0.0	0.0	21.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d663cb664f5b3f8d8410223af23ad509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0
a4edf37dcb791d48dd7acfff8c2ee20a	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1f401f6c49670911fb758cbffc2e7c8f	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02b1e87daf6e7c57b87e66d6b0b28ef6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0
433548aa2f6e36907c0d50504f4646e2	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7ac37954e848f6a41e3404ca28963220	27.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2f9cc6db815e044c44dd6029bf7c856c	17.0	23.0	0.0	11.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e9e5fe2a1232770de63a97923366cd88	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2c30d678e166b36c01ebd063043b744d	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	19.0	0.0	0.0	0.0
bb93c2fb908821d2fdb218445ef4a7ef	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a77bab1594545abed7076fd3dfe83b3b	41.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1eb61347a603d7b299ecfd1de63ee24a	16.0	0.0	0.0	24.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f36ce6f91c7462cf99dd94aa8edf162c	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0
f38c5e83725e638aed4bdc2bb70db4a8	0.0	19.0	0.0	24.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
cc0eca8ba73b37d1212462b19af615d1	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69d00252284f63355fb0ab01839201f4	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	16.0	24.0
4b69e76e32f26690f2f71c3fee16b886	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
ff06c1a4f2c06b670ff5c7648496fb9b	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cb98eb238c2c075a1defa4c4c5df056d	0.0	43.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
315ac59b3d132dfa82bd60aa52b63903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0
1dbb04cf7d715c165eb4b830ce575c51	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ae75569e315a4cbf5ae40fc74985783f	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	20.0	0.0
0b2dbc8e21fde0a0f67c671d4ec8fa2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0
788592cfb01a14a55e64c3585e4f689c	0.0	0.0	12.0	0.0	19.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
b3c52e109d5d9712af4013d18c2847e8	0.0	0.0	0.0	12.0	22.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3643d90cb4f1d7d12fca0d3420e25f33	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	15.0	0.0	0.0	0.0	11.0	11.0	0.0	0.0
201c2e3ae6f5da9ab4abeef04a6023c8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	23.0
7f1431129f9d52b688b5686663871460	0.0	13.0	30.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8168e11a11a9aa626f7dc8633fcffe70	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e271c4b3913303d43d19c68e7a3a34ac	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0
f987881f67367b745b7ec6a6323f373c	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	12.0
671c0443f9284d3d2b8be7ce2a7c409a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	41.0	0.0	0.0	0.0	0.0	0.0
ad2b691232051147ef04f17183ac9953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63f4760a21b4dce8fe4ac9ec1f6659b8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	14.0	0.0	0.0	18.0	0.0	0.0	0.0
a69bc4197c381cdec1538ed67eb20f7a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	16.0	0.0	16.0	0.0
764f3e206d0f3955f3cf0e57ca5fd9ec	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c74ee65371f9cf6d065ad70162911b82	0.0	0.0	0.0	24.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6cc719f8e565af2b8a44fce7e659b2f9	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b25df3ebc5a33b54dd603eea5fdcb7ac	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34bceaa0df7d0917d6d6f18c83ab5cc8	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
07237105f5dc995c301760053a88b352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	8.0	12.0	0.0	0.0	8.0	0.0	0.0	11.0	6.0
a93cb7ad80aebedcb5ba017bc6adf88e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0
a4595f572d3bd6c911bb1e1cfedf4017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0
827c35db97ffc5c30c32b6fcfd02a9c8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9d3af2ddacc67816d41cb4bdc75302c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0
575251ff1cfe4284f5dd256224bcd7a7	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a4a4cf5220f2f80d3e1d0e7e7485847a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5a4effd62e53246b98000fb6111793ba	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0
8188c08d88712f893b5b97e5cfa0a28c	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d54de05d661db80c1e274e4bf89016bc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a8f6989fb8f536326ff0e7e254a165f8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0
def2d46ee7d6c84edfc6d6066513c520	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
c5bf14ed92150b1c03154b757cd33777	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0
7de1195bbf7ee046d360ce4715aba4aa	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0
b13bf318528fb9f2e97f7828cdb90fb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
f52236e08f7ea11fd623a2b6ebc53ff0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c1902cbc74f72369a73716770b24c7c6	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2823e2f41d1edf3be12a2ab0dad7eeab	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	0.0	0.0	0.0
8259b5fd6c8662ddd370ba7e07532aeb	0.0	0.0	0.0	0.0	20.0	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
2380d955f8fb8df8ac6c6da1b862a874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0
4dc2dafb0c7f7a5cc399978f9b33072a	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
6a6fc59dc416b10ab53b1aea066984b2	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fbf593eb5228bb66c5eba37ff378ba74	0.0	0.0	11.0	0.0	0.0	16.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6be3fd73a88957a6728550a5b5d1b801	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	10.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52c250b10e77a693fcc6cb745bc0423c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0
09d435dc243691fe73c414d9f09b7b0f	0.0	0.0	0.0	0.0	20.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a263273eeb5f8f2b29269daf4a96520d	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dc7cbb0b757f9cd9be1da19f19954a30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	8.0	8.0	8.0	0.0	0.0	7.0	0.0
755e8ae70fe4739d2aba4a12aad519d6	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6b2d08abadebbc427c4282eda9fa4473	0.0	0.0	0.0	16.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
a2f034041f9ca8e67fef239b20f87c45	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7c656d8b065c597401372502f67e5caa	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0
42aa931d8d72c38cc10d2cda6a49d4e6	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ca24f34742bc338bb2bdf578fc397ef3	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75f0a144847cdd8fdf20f70728475e39	0.0	0.0	0.0	0.0	0.0	0.0	15.0	16.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
7cc9558ccc76cb01af7eca9dcc77dfc0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e6514ea2f0a2a18f947d6b33aee1b62f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b33119d191976b368d49389a797253ca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0
0dd6948749976747d9ace2fd131fd025	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68a1ef2890419ebaec2f02c63b1a4246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eb0897ed8c6a1e077e7c93c77a388f34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
92235f29667694d3218bb30bbc5d1bd6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e465f2c51fc93809c56426f4b42309a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0
b58c33e26bddcebeb0d7ff73f0b4bbd7	0.0	0.0	0.0	14.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
531ad93ef0db04363e95f1a628a6fc4b	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f080ee51d5dda92250e7e1c16dfa3c13	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fd051e192fa8f60ea4bf34fc738e21de	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	18.0	0.0	0.0	0.0
482d978b5efc1c36034a9885263f613c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0
e3d37d02060b6466018e654fff3eadc1	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
23748f2f79eb74aabf5f403249e078b8	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
3b84b755b06c0fb998e85e64bcf09a67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	14.0	0.0	0.0
ce9cfe38a95ebf7ce0d976fcfd6e56de	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0
e8b2899da22cc6091601980d8156eb11	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1a2d512def5b90feb982293313ec1bdf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
517bae36c3f249b7261904488361268b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ffc55a9676c11a243ad271888e567daf	2.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	16.0	0.0	1.0	0.0	0.0	0.0	4.0	2.0
b32a003de68222af588d971c300bd2ff	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
6e40d40cca7a3ef20abbf49d4cf4140c	0.0	0.0	0.0	19.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
08081220367d39c41c432ae8e1749764	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
95258ad67cb9f6fe00dd4956cca5b6bd	0.0	0.0	0.0	14.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5a17ff04c624bea6cce01b0c5dbc63f5	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	8.0
18a578e16ffc0ce57a72a02e7b837c87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	9.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
18012830b13e32695feae325b6732aa9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0
a24e924ec8117dca2d89d82a8a8f690e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	12.0	0.0	0.0	0.0
d3fc09a6eb14d4071a45be848965bdfd	7.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cdc25ea84856ef06c905f4ea40192055	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
76769091c762b9f88be9928d35b66c92	0.0	0.0	0.0	0.0	0.0	0.0	10.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24b040e1acaedf28b4cebd88e563d98e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
399a3348ee68938fff3a3b7d3af5579f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
59c23ef29b2d911da6efcccd58fb84c2	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6424fa130302dc492555727b12308108	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
348ce1112d037da8a7f65e6b3d2023e7	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0d2b01b152d17321e8f16dba9820c343	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
