"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_162",6,0.284692417739628,219.967936298174,6
"ASV_608",2,0.234669811320755,4.16913202685479,2
"ASV_1172",6,0.256113256113256,98.1340596072889,6
"ASV_123",5,0.264627659574468,101.245901063591,5
"ASV_206",6,0.284285714285714,116.274403690042,6
"ASV_263",6,0.284285714285714,116.274403690042,6
"ASV_1417",7,0.282670454545455,53.2770119820857,7
"ASV_283",4,0.262879788639366,9.43500931350523,4
"ASV_124",5,0.292647058823529,116.761029721163,5
"ASV_336",7,0.307098765432099,177.315125383201,7
"ASV_157",4,0.270748299319728,100.20499085799,4
"ASV_186",6,0.267114093959732,87.6848939307152,6
"ASV_116",14,0.372659176029963,450.954707050503,14
"ASV_192",10,0.323051948051948,268.927207698877,10
"ASV_138",7,0.320450885668277,236.514109822674,7
"ASV_265",7,0.291361639824305,178.616177521304,7
"ASV_305",3,0.254475703324808,23.8600278807687,3
"ASV_219",9,0.309968847352025,218.797727078334,9
"ASV_707",9,0.309968847352025,218.797727078334,9
"ASV_153",3,0.281073446327684,25.8435925436164,3
"ASV_279",7,0.272229822161423,89.3333874497754,7
"ASV_1",12,0.324104234527687,58.5805381158244,12
"ASV_5",9,0.318910256410256,166.178788169544,9
"ASV_11",38,0.393280632411067,198.97590546506,38
"ASV_7",13,0.319422150882825,220.246945653161,13
"ASV_47",23,0.377609108159393,280.214339175558,23
"ASV_33",12,0.327302631578947,153.02927226442,12
"ASV_22",26,0.395626242544732,677.653025469886,26
"ASV_152",17,0.334453781512605,83.8141687719118,17
"ASV_50",9,0.321486268174475,198.15478855906,9
"ASV_16",8,0.290510948905109,220.928682328384,8
"ASV_13",2,0.22690992018244,0,2
"ASV_18",8,0.308527131782946,129.332138275038,8
"ASV_44",4,0.270380434782609,18.6581822166987,4
"ASV_589",9,0.315873015873016,299.252624461261,9
"ASV_55",12,0.343103448275862,106.735997707526,12
"ASV_10",4,0.292217327459618,112.241942284047,4
"ASV_57",6,0.285100286532951,76.3393526618045,6
"ASV_86",7,0.272229822161423,89.3333874497754,7
