"ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","mean","Label"
"ASV_135","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned",0.00119864771567678,"ASV_135"
"ASV_136","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.00162570182372644,"ASV_136"
"ASV_138","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Unassigned","Unassigned",0.00075727619626404,"ASV_138"
"ASV_141","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00134574283874921,"ASV_141"
"ASV_1417","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Unassigned",0.00144141763385968,"ASV_1417"
"ASV_142","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Arenimonas_daechungensis",0.0018882657143406,"ASV_142"
"ASV_143","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Unassigned","Unassigned","Unassigned",0.00106582708503954,"ASV_143"
"ASV_144","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.0012595860784645,"ASV_144"
"ASV_149","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.000927444576714536,"ASV_149"
"ASV_15","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned",0.00263786261963737,"ASV_15"
"ASV_1512","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Geobacter_bemidjiensis",0.000820958683252003,"ASV_1512"
"ASV_152","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Unassigned","Unassigned",0.0033758984447861,"ASV_152"
"ASV_153","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.000904249750565532,"ASV_153"
"ASV_155","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca",0.000877810266252734,"ASV_155"
"ASV_156","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned",0.00163999306602463,"ASV_156"
"ASV_157","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Unassigned","Unassigned",0.00103448382668857,"ASV_157"
"ASV_16","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned",0.00320122231037067,"ASV_16"
"ASV_161","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Rhodanobacter","Rhodanobacter_umsongensis",0.00106932329865645,"ASV_161"
"ASV_162","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Subdivision3_genera_incertae_sedis","Unassigned",0.00087287572519564,"ASV_162"
"ASV_164","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Gemmata","Gemmata_obscuriglobus",0.000817010556883198,"ASV_164"
"ASV_165","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas","Unassigned",0.00140122816061783,"ASV_165"
"ASV_169","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Unassigned","Unassigned",0.00104549664185653,"ASV_169"
"ASV_17","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unassigned",0.00129858603421949,"ASV_17"
"ASV_1709","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unassigned",0.00106908930285818,"ASV_1709"
"ASV_171","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned",0.000988914910859345,"ASV_171"
"ASV_173","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00099224690495937,"ASV_173"
"ASV_178","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned",0.00112986409136718,"ASV_178"
"ASV_179","Bacteria","candidate_division_WPS-1","Unassigned","Unassigned","Unassigned","WPS-1_genera_incertae_sedis","Unassigned",0.00175666752713532,"ASV_179"
"ASV_18","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter","Unassigned",0.00277066797404911,"ASV_18"
"ASV_180","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Unassigned",0.000789964466041187,"ASV_180"
"ASV_186","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned",0.000811445415413065,"ASV_186"
"ASV_189","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned",0.00139224565424906,"ASV_189"
"ASV_19","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Telmatobacter","Telmatobacter_bradus",0.00171509679277073,"ASV_19"
"ASV_190","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.00076411497556647,"ASV_190"
"ASV_191","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unassigned","Unassigned",0.00208280252754157,"ASV_191"
"ASV_192","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niastella","Niastella_yeongjuensis",0.000795189939500202,"ASV_192"
"ASV_194","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned",0.000938918194588671,"ASV_194"
"ASV_196","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Unassigned",0.00418874742480614,"ASV_196"
"ASV_197","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Subdivision3_genera_incertae_sedis","Unassigned",0.000869498931818437,"ASV_197"
"ASV_2","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00249216897079328,"ASV_2"
"ASV_20","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_jaspsi",0.00204465227106797,"ASV_20"
"ASV_200","Bacteria","Acidobacteria","Acidobacteria_Gp10","Unassigned","Unassigned","Gp10","Unassigned",0.00116137377079968,"ASV_200"
"ASV_202","Bacteria","Verrucomicrobia","Spartobacteria","Unassigned","Unassigned","Spartobacteria_genera_incertae_sedis","Unassigned",0.00101963502992747,"ASV_202"
"ASV_205","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned",0.000788689885858402,"ASV_205"
"ASV_206","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned",0.00160873948582029,"ASV_206"
"ASV_207","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Unassigned","Unassigned",0.000949034081648206,"ASV_207"
"ASV_21","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Unassigned",0.00504663035707113,"ASV_21"
"ASV_213","Bacteria","Bacteroidetes","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.00354598453802048,"ASV_213"
"ASV_218","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca",0.000831481646230091,"ASV_218"
"ASV_219","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca",0.00132853603562873,"ASV_219"
"ASV_22","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","Unassigned",0.00347883299164235,"ASV_22"
"ASV_2210","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_putealis",0.000787790600516763,"ASV_2210"
"ASV_227","Archaea","Thaumarchaeota","Unassigned","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","Unassigned",0.00133308796554457,"ASV_227"
"ASV_228","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia","Unassigned",0.00126236997229074,"ASV_228"
"ASV_229","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca",0.00123415866001328,"ASV_229"
"ASV_23","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned",0.00192071988658316,"ASV_23"
"ASV_239","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Pseudolabrys_taiwanensis",0.000979791027601822,"ASV_239"
"ASV_24","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.00197770748626625,"ASV_24"
"ASV_244","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00184571741290965,"ASV_244"
"ASV_247","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned",0.00107568439093742,"ASV_247"
"ASV_25","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00274051219854164,"ASV_25"
"ASV_253","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_granadensis",0.00127391062515543,"ASV_253"
"ASV_262","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Unassigned","Unassigned",0.00100907394130413,"ASV_262"
"ASV_263","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned",0.00103528011644293,"ASV_263"
"ASV_265","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.000974289978861154,"ASV_265"
"ASV_267","Bacteria","Verrucomicrobia","Spartobacteria","Unassigned","Unassigned","Spartobacteria_genera_incertae_sedis","Unassigned",0.000754588009576964,"ASV_267"
"ASV_272","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Sediminibacterium","Unassigned",0.00133876462869933,"ASV_272"
"ASV_273","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","Bacillus_qingshengii",0.00077254440888908,"ASV_273"
"ASV_276","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Unassigned",0.00145654306633079,"ASV_276"
"ASV_279","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Povalibacter","Povalibacter_uvarum",0.000779946492629666,"ASV_279"
"ASV_28","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned",0.00337395966354013,"ASV_28"
"ASV_283","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Unassigned","Unassigned",0.000978528326663462,"ASV_283"
"ASV_29","Bacteria","Acidobacteria","Acidobacteria_Gp13","Unassigned","Unassigned","Gp13","Unassigned",0.00276483385275339,"ASV_29"
"ASV_290","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00126864056539857,"ASV_290"
"ASV_291","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter","Flavisolibacter_ginsengisoli",0.000753627734559815,"ASV_291"
"ASV_292","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter","Flavisolibacter_ginsengisoli",0.00188567295224289,"ASV_292"
"ASV_294","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca",0.00077868582777749,"ASV_294"
"ASV_299","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium_lentum",0.000847940336597841,"ASV_299"
"ASV_3","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia_soli",0.000836600050247805,"ASV_3"
"ASV_30","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned",0.00398716795440759,"ASV_30"
"ASV_301","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus_necator",0.000865555208367102,"ASV_301"
"ASV_304","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned",0.000993480795709442,"ASV_304"
"ASV_305","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned",0.000947868658078474,"ASV_305"
"ASV_309","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned",0.000868316079504989,"ASV_309"
"ASV_31","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium_daqingense",0.00198159848508902,"ASV_31"
"ASV_313","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned",0.000910221866687252,"ASV_313"
"ASV_316","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned",0.0014283891251629,"ASV_316"
"ASV_32","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Unassigned",0.00157934947443664,"ASV_32"
"ASV_320","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.000766084626046549,"ASV_320"
"ASV_324","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned",0.00109247029209495,"ASV_324"
"ASV_328","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.00106042743129457,"ASV_328"
"ASV_33","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned",0.00356364479327061,"ASV_33"
"ASV_334","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes","Unassigned",0.00106944865775358,"ASV_334"
"ASV_336","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00110477864458078,"ASV_336"
"ASV_338","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Unassigned","Unassigned",0.000820882656248086,"ASV_338"
"ASV_34","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned",0.000954376861629509,"ASV_34"
"ASV_342","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00114218377505098,"ASV_342"
"ASV_348","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned",0.00176581439800732,"ASV_348"
"ASV_35","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia_caribensis",0.00353995347769937,"ASV_35"
"ASV_352","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.000812948836185556,"ASV_352"
"ASV_36","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unassigned",0.00255941746230327,"ASV_36"
"ASV_370","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned",0.00158010994053928,"ASV_370"
"ASV_375","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unassigned","Unassigned",0.00183867586970418,"ASV_375"
"ASV_38","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium_silamurunense",0.00238282416632395,"ASV_38"
"ASV_381","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.001734903713247,"ASV_381"
"ASV_387","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Unassigned","Unassigned","Unassigned",0.0020516648087363,"ASV_387"
"ASV_39","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00452270069622934,"ASV_39"
"ASV_398","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned",0.00083929498798725,"ASV_398"
"ASV_40","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00376015486412168,"ASV_40"
"ASV_404","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Pseudolabrys_taiwanensis",0.000813560594897881,"ASV_404"
"ASV_41","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.0030732535301215,"ASV_41"
"ASV_416","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella","Aquicella_siphonis",0.00103040791775443,"ASV_416"
"ASV_424","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus_oxalaticus",0.00110959580277446,"ASV_424"
"ASV_44","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned",0.00276586370833491,"ASV_44"
"ASV_440","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Rudaea","Rudaea_cellulosilytica",0.00131257776881332,"ASV_440"
"ASV_442","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Unassigned",0.0037678768214723,"ASV_442"
"ASV_45","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned",0.00109522829452579,"ASV_45"
"ASV_451","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.000871630065432928,"ASV_451"
"ASV_456","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Azonexus","Azonexus_caeni",0.00138068409208002,"ASV_456"
"ASV_46","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Unassigned",0.00206189261362154,"ASV_46"
"ASV_47","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00457749154209246,"ASV_47"
"ASV_49","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","Bacillus_vireti",0.00216594524472054,"ASV_49"
"ASV_5","Bacteria","Verrucomicrobia","Spartobacteria","Unassigned","Unassigned","Spartobacteria_genera_incertae_sedis","Unassigned",0.00708611627110063,"ASV_5"
"ASV_50","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned",0.0033211198791201,"ASV_50"
"ASV_51","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium_arabidopsis",0.00112992417556123,"ASV_51"
"ASV_52","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella","Pseudoduganella_violaceinigra",0.0028065444508171,"ASV_52"
"ASV_53","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Unassigned","Unassigned",0.000966541782095422,"ASV_53"
"ASV_54","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.0012206992857698,"ASV_54"
"ASV_55","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Phenylobacterium_muchangponense",0.00219883335295624,"ASV_55"
"ASV_57","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Unassigned",0.00147350173962816,"ASV_57"
"ASV_589","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Unassigned","Unassigned",0.00252452708136339,"ASV_589"
"ASV_60","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium_resinovorum",0.00180740281652573,"ASV_60"
"ASV_608","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Unassigned","Unassigned",0.00100669021704221,"ASV_608"
"ASV_61","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella","Gaiella_occulta",0.00112095964895977,"ASV_61"
"ASV_619","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned",0.00102872191964379,"ASV_619"
"ASV_62","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00288161598315717,"ASV_62"
"ASV_64","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_incertae_sedis","Unassigned","Rhizomicrobium","Unassigned",0.00204887359637302,"ASV_64"
"ASV_65","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca",0.00126605367830074,"ASV_65"
"ASV_66","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","Bacillus_funiculus",0.00195096341611399,"ASV_66"
"ASV_67","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Unassigned",0.00136521323169495,"ASV_67"
"ASV_68","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned",0.00153872913047339,"ASV_68"
"ASV_69","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia","Devosia_insulae",0.00151614947499693,"ASV_69"
"ASV_694","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Subdivision3_genera_incertae_sedis","Unassigned",0.00116808010365406,"ASV_694"
"ASV_7","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Unassigned","Unassigned",0.00621306302997983,"ASV_7"
