"ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","mean","Label"
"ASV_29","Bacteria","Acidobacteria","Acidobacteria_Gp13","Unassigned","Unassigned","Gp13","Unassigned",0.00321782192534192,"ASV_29"
"ASV_129","Bacteria","Verrucomicrobia","Spartobacteria","Unassigned","Unassigned","Spartobacteria_genera_incertae_sedis","Unassigned",0.00269501854073083,"ASV_129"
"ASV_2","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00294772633043817,"ASV_2"
"ASV_170","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned",0.00108444927655153,"ASV_170"
"ASV_425","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Unassigned",0.00094263153650778,"ASV_425"
"ASV_207","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Unassigned","Unassigned",0.000832932689641554,"ASV_207"
"ASV_433","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.000780062941946921,"ASV_433"
"ASV_874","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Unassigned","Unassigned",0.00102191789297589,"ASV_874"
"ASV_1168","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.000952354832085749,"ASV_1168"
"ASV_25","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00273940041273052,"ASV_25"
"ASV_131","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_corrugata",0.00190849234178695,"ASV_131"
"ASV_81","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium_manausense",0.00188569521149706,"ASV_81"
"ASV_415","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter","Unassigned",0.000972338643597728,"ASV_415"
"ASV_86","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.00323711875849766,"ASV_86"
"ASV_68","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned",0.0016305854819276,"ASV_68"
"ASV_194","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned",0.00101664748308962,"ASV_194"
"ASV_113","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.0016850582782315,"ASV_113"
"ASV_23","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned",0.00134390194072625,"ASV_23"
"ASV_1938","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas","Herminiimonas_glaciei",0.00100979410503142,"ASV_1938"
"ASV_41","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00253734996077037,"ASV_41"
"ASV_38","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium_silamurunense",0.00195933877919814,"ASV_38"
"ASV_47","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00371117712010389,"ASV_47"
"ASV_179","Bacteria","candidate_division_WPS-1","Unassigned","Unassigned","Unassigned","WPS-1_genera_incertae_sedis","Unassigned",0.00111810824992092,"ASV_179"
"ASV_206","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned",0.00170406669344928,"ASV_206"
"ASV_381","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00127285765138803,"ASV_381"
"ASV_316","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned",0.00125853565062095,"ASV_316"
"ASV_497","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.000791477406052091,"ASV_497"
"ASV_157","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Unassigned","Unassigned",0.00140874461292644,"ASV_157"
"ASV_376","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_panipatensis",0.00110758767681657,"ASV_376"
"ASV_367","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned",0.00102441431156209,"ASV_367"
"ASV_173","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.000771779967281621,"ASV_173"
"ASV_87","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca",0.00103402793930288,"ASV_87"
"ASV_651","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.00100018538735003,"ASV_651"
"ASV_111","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Unassigned",0.000922601126199293,"ASV_111"
