"z","module","p","roles","label","role_7"
0.135037284444973,"1",0.11386593204775,"Peripherals","","peripheral"
0.135037284444973,"1",0.11386593204775,"Peripherals","","peripheral"
-1.00684392852653,"1",0,"Peripherals","","ultra peripheral"
-1.00684392852653,"1",0,"Peripherals","","ultra peripheral"
-1.12704195094458,"1",0.152777777777778,"Peripherals","","peripheral"
-1.24723997336264,"1",0.18,"Peripherals","","peripheral"
-0.706348872481398,"1",0.188365650969529,"Peripherals","","peripheral"
-0.345754805227239,"1",0,"Peripherals","","ultra peripheral"
-0.586150850063345,"1",0,"Peripherals","","ultra peripheral"
-1.12704195094458,"1",0.152777777777778,"Peripherals","","peripheral"
-0.345754805227239,"1",0,"Peripherals","","ultra peripheral"
-0.706348872481398,"1",0.188365650969529,"Peripherals","","peripheral"
-1.06694293973556,"1",0.21875,"Peripherals","","peripheral"
-1.42753700698972,"1",0.444444444444444,"Peripherals","","peripheral"
1.03652245258037,"1",0.473372781065089,"Peripherals","","peripheral"
1.03652245258037,"1",0.142011834319527,"Peripherals","","peripheral"
0.435532340490105,"1",0.493827160493827,"Peripherals","","peripheral"
0.675928385326211,"1",0.489795918367347,"Peripherals","","peripheral"
1.3370175086255,"1",0.0807291666666666,"Peripherals","","peripheral"
1.3370175086255,"1",0.0807291666666666,"Peripherals","","peripheral"
-0.886645906108477,"1",0,"Peripherals","","ultra peripheral"
0.675928385326211,"1",0.216553287981859,"Peripherals","","peripheral"
0.916324430162317,"1",0.281950872196511,"Peripherals","","peripheral"
1.39711651983453,"1",0.281950872196511,"Peripherals","","peripheral"
1.3370175086255,"1",0.3046875,"Peripherals","","peripheral"
0.916324430162317,"1",0.216553287981859,"Peripherals","","peripheral"
1.39711651983453,"1",0.123818525519849,"Peripherals","","peripheral"
1.03652245258037,"1",0.373799725651577,"Peripherals","","peripheral"
1.03652245258037,"1",0.281950872196511,"Peripherals","","peripheral"
1.03652245258037,"1",0.123818525519849,"Peripherals","","peripheral"
-0.0452597491821063,"1",0.373799725651577,"Peripherals","","peripheral"
1.03652245258037,"1",0.0807291666666666,"Peripherals","","peripheral"
1.03652245258037,"1",0.0807291666666666,"Peripherals","","peripheral"
0.916324430162317,"1",0.0807291666666666,"Peripherals","","peripheral"
0.916324430162317,"1",0,"Peripherals","","ultra peripheral"
-0.886645906108477,"1",0.0807291666666666,"Peripherals","","peripheral"
1.03652245258037,"1",0.0807291666666666,"Peripherals","","peripheral"
1.39711651983453,"1",0.123818525519849,"Peripherals","","peripheral"
0.675928385326211,"1",0.123818525519849,"Peripherals","","peripheral"
1.39711651983453,"1",0.1171875,"Peripherals","","peripheral"
-0.766447883690424,"1",0.0807291666666666,"Peripherals","","peripheral"
0.675928385326211,"1",0.373799725651577,"Peripherals","","peripheral"
1.03652245258037,"1",0.216553287981859,"Peripherals","","peripheral"
1.3370175086255,"1",0.373799725651577,"Peripherals","","peripheral"
-0.0452597491821063,"1",0.197530864197531,"Peripherals","","peripheral"
0.675928385326211,"1",0.216553287981859,"Peripherals","","peripheral"
-0.886645906108477,"1",0.0807291666666666,"Peripherals","","peripheral"
-0.225556782809186,"1",0.281950872196511,"Peripherals","","peripheral"
-0.646249861272371,"1",0,"Peripherals","","ultra peripheral"
-0.465952827645292,"1",0.216553287981859,"Peripherals","","peripheral"
-0.465952827645292,"1",0.1171875,"Peripherals","","peripheral"
0.555730362908158,"1",0,"Peripherals","","ultra peripheral"
0.555730362908158,"1",0,"Peripherals","","ultra peripheral"
0.615829374117185,"1",0,"Peripherals","","ultra peripheral"
0.555730362908158,"1",0,"Peripherals","","ultra peripheral"
0.555730362908158,"1",0,"Peripherals","","ultra peripheral"
0.976423441371344,"1",0,"Peripherals","","ultra peripheral"
0.976423441371344,"1",0,"Peripherals","","ultra peripheral"
1.15672047499842,"1",0,"Peripherals","","ultra peripheral"
-0.105358760391133,"1",0.124444444444444,"Peripherals","","peripheral"
1.15672047499842,"1",0,"Peripherals","","ultra peripheral"
-0.105358760391133,"1",0.489795918367347,"Peripherals","","peripheral"
