"z","module","p","roles","label","role_7"
0.549441197503753,"5",0.433425160697888,"Peripherals","","peripheral"
0.0857034346533632,"5",0.13265306122449,"Peripherals","","peripheral"
-0.285286775626949,"5",0.553571428571429,"Peripherals","","peripheral"
0.271198539793519,"5",0.40625,"Peripherals","","peripheral"
1.29142161806438,"5",0.18,"Peripherals","","peripheral"
1.29142161806438,"5",0.290303390838786,"Peripherals","","peripheral"
1.01317896035414,"5",0.290303390838786,"Peripherals","","peripheral"
1.10592651292422,"5",0,"Peripherals","","ultra peripheral"
-0.285286775626949,"5",0.142011834319527,"Peripherals","","peripheral"
0.827683855213987,"5",0.375,"Peripherals","","peripheral"
-0.00704411791671482,"5",0.37037037037037,"Peripherals","","peripheral"
1.10592651292422,"5",0.0713305898491083,"Peripherals","","peripheral"
0.0857034346533632,"5",0.38781163434903,"Peripherals","","peripheral"
-0.285286775626949,"5",0.614540466392318,"Peripherals","","peripheral"
0.271198539793519,"5",0.0499671268902038,"Peripherals","","ultra peripheral"
1.10592651292422,"5",0.13265306122449,"Peripherals","","peripheral"
1.10592651292422,"5",0.40625,"Peripherals","","peripheral"
2.21889714376516,"5",0.18,"Peripherals","","peripheral"
0.549441197503753,"5",0.0499671268902038,"Peripherals","","ultra peripheral"
1.29142161806438,"5",0.0499671268902038,"Peripherals","","ultra peripheral"
0.0857034346533632,"5",0.485136741973841,"Peripherals","","peripheral"
1.10592651292422,"5",0.246059207996924,"Peripherals","","peripheral"
0.827683855213987,"5",0.433425160697888,"Peripherals","","peripheral"
1.10592651292422,"5",0.290303390838786,"Peripherals","","peripheral"
0.549441197503753,"5",0.13265306122449,"Peripherals","","peripheral"
0.363946092363597,"5",0.0499671268902038,"Peripherals","","ultra peripheral"
1.10592651292422,"5",0.485136741973841,"Peripherals","","peripheral"
0.827683855213987,"5",0.553571428571429,"Peripherals","","peripheral"
-0.841772091047417,"5",0.37037037037037,"Peripherals","","peripheral"
0.456693644933675,"5",0.553571428571429,"Peripherals","","peripheral"
-0.841772091047417,"5",0.142011834319527,"Peripherals","","peripheral"
0.0857034346533632,"5",0.433425160697888,"Peripherals","","peripheral"
0.456693644933675,"5",0.574401664932362,"Peripherals","","peripheral"
0.0857034346533632,"5",0.553571428571429,"Peripherals","","peripheral"
0.456693644933675,"5",0.0499671268902038,"Peripherals","","ultra peripheral"
0.0857034346533632,"5",0.37037037037037,"Peripherals","","peripheral"
-1.49100495903796,"5",0.5,"Peripherals","","peripheral"
-0.563529433337183,"5",0.470703125,"Peripherals","","peripheral"
0.0857034346533632,"5",0.5,"Peripherals","","peripheral"
0.0857034346533632,"5",0.349489795918367,"Peripherals","","peripheral"
0.0857034346533632,"5",0.388671875,"Peripherals","","peripheral"
-0.00704411791671482,"5",0.349489795918367,"Peripherals","","peripheral"
-0.656276985907261,"5",0.470703125,"Peripherals","","peripheral"
-1.67650006417812,"5",0.46875,"Peripherals","","peripheral"
1.10592651292422,"5",0.5859375,"Peripherals","","peripheral"
1.10592651292422,"5",0.46875,"Peripherals","","peripheral"
-0.285286775626949,"5",0,"Peripherals","","ultra peripheral"
1.10592651292422,"5",0.402777777777778,"Peripherals","","peripheral"
1.10592651292422,"5",0,"Peripherals","","ultra peripheral"
1.10592651292422,"5",0.321995464852608,"Peripherals","","peripheral"
1.10592651292422,"5",0,"Peripherals","","ultra peripheral"
-0.285286775626949,"5",0,"Peripherals","","ultra peripheral"
0.178450987223441,"5",0.095,"Peripherals","","peripheral"
-0.656276985907261,"5",0.483471074380165,"Peripherals","","peripheral"
-1.7692476167482,"5",0.18,"Peripherals","","peripheral"
-0.285286775626949,"5",0,"Peripherals","","ultra peripheral"
-2.04749027445843,"5",0.142011834319527,"Peripherals","","peripheral"
-0.00704411791671482,"5",0.18,"Peripherals","","peripheral"
-1.39825740646788,"5",0,"Peripherals","","ultra peripheral"
-1.39825740646788,"5",0.197530864197531,"Peripherals","","peripheral"
-1.49100495903796,"5",0,"Peripherals","","ultra peripheral"
-0.841772091047417,"5",0,"Peripherals","","ultra peripheral"
-1.39825740646788,"5",0.095,"Peripherals","","peripheral"
-1.30550985389781,"5",0.24,"Peripherals","","peripheral"
-0.841772091047417,"5",0,"Peripherals","","ultra peripheral"
-0.00704411791671482,"5",0.197530864197531,"Peripherals","","peripheral"
0.178450987223441,"5",0,"Peripherals","","ultra peripheral"
-0.00704411791671482,"5",0,"Peripherals","","ultra peripheral"
-2.32573293216867,"5",0.24,"Peripherals","","peripheral"
-1.67650006417812,"5",0,"Peripherals","","ultra peripheral"
0.271198539793519,"5",0.519031141868512,"Peripherals","","peripheral"
0.363946092363597,"5",0,"Peripherals","","ultra peripheral"
-0.841772091047417,"5",0.18,"Peripherals","","peripheral"
0.271198539793519,"5",0.18,"Peripherals","","peripheral"
-2.04749027445843,"5",0.293367346938776,"Peripherals","","peripheral"
0.827683855213987,"5",0.538194444444444,"Peripherals","","peripheral"
-0.934519643617495,"5",0.538194444444444,"Peripherals","","peripheral"
-2.32573293216867,"5",0.396694214876033,"Peripherals","","peripheral"
0.363946092363597,"5",0.380952380952381,"Peripherals","","peripheral"
1.05965048432278,"3",0.293367346938776,"Peripherals","","peripheral"
1.05965048432278,"3",0.293367346938776,"Peripherals","","peripheral"
1.05965048432278,"3",0.293367346938776,"Peripherals","","peripheral"
1.05965048432278,"3",0.444444444444444,"Peripherals","","peripheral"
-1.08518423093297,"3",0.444444444444444,"Peripherals","","peripheral"
0.34470557923753,"3",0.551111111111111,"Peripherals","","peripheral"
0.34470557923753,"3",0.524793388429752,"Peripherals","","peripheral"
0.34470557923753,"3",0.465373961218837,"Peripherals","","peripheral"
-1.80012913601821,"3",0.252400548696845,"Peripherals","","peripheral"
0.34470557923753,"3",0.444444444444444,"Peripherals","","peripheral"
-0.191503099576406,"3",0.444444444444444,"Peripherals","","peripheral"
-0.191503099576406,"3",0.152777777777778,"Peripherals","","peripheral"
-1.80012913601821,"3",0.512345679012346,"Peripherals","","peripheral"
-0.54897555211903,"3",0.475308641975309,"Peripherals","","peripheral"
0.473819252265751,"1",0.152777777777778,"Peripherals","","peripheral"
1.70760742287147,"1",0.475308641975309,"Peripherals","","peripheral"
2.0160544655229,"1",0,"Peripherals","","ultra peripheral"
2.0160544655229,"1",0,"Peripherals","","ultra peripheral"
0.0111486882886058,"1",0.277777777777778,"Peripherals","","peripheral"
0.782266294917181,"1",0.124444444444444,"Peripherals","","peripheral"
1.39916038022004,"1",0,"Peripherals","","ultra peripheral"
0.165372209614321,"1",0.124444444444444,"Peripherals","","peripheral"
0.628042773591466,"1",0,"Peripherals","","ultra peripheral"
0.936489816242896,"1",0,"Peripherals","","ultra peripheral"
0.628042773591466,"1",0.124444444444444,"Peripherals","","peripheral"
0.936489816242896,"1",0,"Peripherals","","ultra peripheral"
-0.45152187568854,"1",0,"Peripherals","","ultra peripheral"
0.628042773591466,"1",0,"Peripherals","","ultra peripheral"
0.473819252265751,"1",0,"Peripherals","","ultra peripheral"
0.319595730940036,"1",0.54421768707483,"Peripherals","","peripheral"
1.24493685889433,"1",0.34,"Peripherals","","peripheral"
0.473819252265751,"1",0.604914933837429,"Peripherals","","peripheral"
0.628042773591466,"1",0.607438016528926,"Peripherals","","peripheral"
-0.143074833037109,"1",0.497777777777778,"Peripherals","","peripheral"
1.24493685889433,"1",0.484429065743945,"Peripherals","","peripheral"
0.319595730940036,"1",0.631111111111111,"Connectors","ASV_114","non hub connector"
1.55338390154576,"1",0.21875,"Peripherals","","peripheral"
1.24493685889433,"1",0,"Peripherals","","ultra peripheral"
-0.143074833037109,"1",0,"Peripherals","","ultra peripheral"
1.55338390154576,"1",0,"Peripherals","","ultra peripheral"
0.165372209614321,"1",0,"Peripherals","","ultra peripheral"
1.39916038022004,"1",0.314049586776859,"Peripherals","","peripheral"
0.628042773591466,"1",0.13265306122449,"Peripherals","","peripheral"
0.628042773591466,"1",0.444444444444444,"Peripherals","","peripheral"
0.473819252265751,"1",0,"Peripherals","","ultra peripheral"
-0.605745397014255,"1",0.402777777777778,"Peripherals","","peripheral"
-1.37686300364283,"1",0.495867768595041,"Peripherals","","peripheral"
0.473819252265751,"1",0,"Peripherals","","ultra peripheral"
-0.605745397014255,"1",0.13265306122449,"Peripherals","","peripheral"
-0.143074833037109,"1",0.444444444444444,"Peripherals","","peripheral"
0.319595730940036,"1",0.572916666666667,"Peripherals","","peripheral"
-0.143074833037109,"1",0.541666666666667,"Peripherals","","peripheral"
1.24493685889433,"1",0.0499671268902038,"Peripherals","","ultra peripheral"
-0.45152187568854,"1",0.572916666666667,"Peripherals","","peripheral"
-0.143074833037109,"1",0.0499671268902038,"Peripherals","","ultra peripheral"
-0.45152187568854,"1",0,"Peripherals","","ultra peripheral"
-0.605745397014255,"1",0.0499671268902038,"Peripherals","","ultra peripheral"
1.24493685889433,"1",0.0499671268902038,"Peripherals","","ultra peripheral"
0.473819252265751,"1",0.0499671268902038,"Peripherals","","ultra peripheral"
0.782266294917181,"1",0.0499671268902038,"Peripherals","","ultra peripheral"
0.165372209614321,"1",0,"Peripherals","","ultra peripheral"
0.0111486882886058,"1",0.557823129251701,"Peripherals","","peripheral"
-0.297298354362824,"1",0.557823129251701,"Peripherals","","peripheral"
-0.297298354362824,"1",0.152777777777778,"Peripherals","","peripheral"
-0.297298354362824,"1",0,"Peripherals","","ultra peripheral"
-1.37686300364283,"1",0.32,"Peripherals","","peripheral"
-0.75996891833997,"1",0.375,"Peripherals","","peripheral"
-0.297298354362824,"1",0.392361111111111,"Peripherals","","peripheral"
-1.53108652496855,"1",0.32,"Peripherals","","peripheral"
-1.37686300364283,"1",0,"Peripherals","","ultra peripheral"
-0.605745397014255,"1",0.291666666666667,"Peripherals","","peripheral"
-0.75996891833997,"1",0.291666666666667,"Peripherals","","peripheral"
-1.37686300364283,"1",0,"Peripherals","","ultra peripheral"
-0.297298354362824,"1",0.290123456790123,"Peripherals","","peripheral"
-1.0684159609914,"1",0.291666666666667,"Peripherals","","peripheral"
-1.37686300364283,"1",0.142011834319527,"Peripherals","","peripheral"
-1.37686300364283,"1",0,"Peripherals","","ultra peripheral"
-0.914192439665685,"1",0,"Peripherals","","ultra peripheral"
-0.297298354362824,"1",0,"Peripherals","","ultra peripheral"
0.473819252265751,"1",0,"Peripherals","","ultra peripheral"
-0.45152187568854,"1",0,"Peripherals","","ultra peripheral"
0.628042773591466,"1",0.345679012345679,"Peripherals","","peripheral"
