"igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
5,0.300222386953299,2.94289405830317,5
66,0.413687436159346,949.275555931398,66
63,0.411585365853659,826.965396920735,63
47,0.382797731568998,1008.16169646391,47
63,0.400593471810089,843.847716393892,63
46,0.365853658536585,403.897818699172,46
57,0.409504550050556,646.162630582651,57
29,0.347043701799486,717.613526221698,29
21,0.346746575342466,644.975036799139,21
58,0.409919028340081,563.65365790082,58
60,0.398230088495575,959.246260708213,60
8,0.333059210526316,200.795023252313,8
12,0.331152902698283,55.4824989212031,12
11,0.314197051978278,182.921643353125,11
17,0.380997177798683,389.457450121619,17
56,0.414959016393443,1554.50729823204,56
45,0.404191616766467,1295.29480020401,45
46,0.402184707050645,2073.08495383633,46
61,0.424083769633508,780.82589470397,61
47,0.392441860465116,288.213769978585,47
45,0.401387512388503,376.418358907935,45
88,0.475352112676056,1960.57254835153,88
82,0.460227272727273,1775.31262508523,82
72,0.452513966480447,998.196217758555,72
62,0.441657579062159,1079.24550049562,62
28,0.379213483146067,202.622460502419,28
11,0.340336134453782,20.876154244201,11
36,0.374306839186691,276.768962692681,36
35,0.371900826446281,143.972754229836,35
68,0.428571428571429,944.28536000544,68
68,0.452513966480447,876.622151689,68
81,0.470383275261324,1545.53167716863,81
13,0.334434351775392,276.292317112888,13
30,0.378858746492049,2649.95310507864,30
10,0.328733766233766,302.367049896469,10
7,0.307750759878419,968.427839646412,7
10,0.321939586645469,109.144594468215,10
12,0.346153846153846,266.90581833925,12
11,0.318646734854445,154.204073416285,11
8,0.303370786516854,55.3906108943953,8
68,0.423197492163009,1455.09643894208,68
22,0.37569573283859,168.719689997334,22
49,0.413687436159346,753.927641176566,49
3,0.290114613180516,7.2966968888828,3
20,0.353711790393013,245.935955867715,20
6,0.331695331695332,417.815690863964,6
15,0.354330708661417,79.1875400345937,15
5,0.313467492260062,70.0392781973528,5
30,0.382075471698113,522.773355854259,30
37,0.398622047244095,522.279024702461,37
17,0.365853658536585,90.2163735004178,17
41,0.400593471810089,678.135926309537,41
33,0.390926640926641,704.98028574047,33
1,0.259282970550576,0,1
55,0.429480381760339,1422.5867508358,55
34,0.3955078125,1408.6459550873,34
49,0.413687436159346,563.111619586007,49
51,0.414110429447853,334.888283978443,51
27,0.379568884723524,232.787360025157,27
27,0.390926640926641,103.338607064602,27
22,0.380281690140845,490.044380026157,22
54,0.420124481327801,1035.71128023058,54
23,0.38755980861244,93.6021984829806,23
3,0.304282494365139,13.2466674371383,3
37,0.403386454183267,272.363387604399,37
35,0.400593471810089,679.955672441552,35
65,0.42766631467793,656.750234818571,65
64,0.45,1214.84742130436,64
79,0.462328767123288,2197.80755767075,79
72,0.459183673469388,2017.0293486312,72
54,0.434549356223176,953.603731830352,54
61,0.442139737991266,881.746680327534,61
74,0.461801596351197,2216.39772831609,74
54,0.437365010799136,973.558212193008,54
66,0.431309904153355,1054.06078606413,66
9,0.334710743801653,112.248913072503,9
17,0.343220338983051,103.072439427269,17
82,0.444078947368421,1717.0338082294,82
23,0.367847411444142,236.362185496987,23
40,0.411585365853659,631.870136118743,40
30,0.406626506024096,432.25171267974,30
57,0.419254658385093,455.693432274813,57
2,0.299113737075332,5.13419149781591,2
74,0.438311688311688,1544.42346192937,74
27,0.387189292543021,137.524269211045,27
18,0.379213483146067,179.888307073671,18
20,0.383886255924171,356.58258649745,20
25,0.382075471698113,368.140445434908,25
21,0.370539798719122,158.813397386472,21
23,0.389048991354467,709.272605417111,23
61,0.434549356223176,788.298084802697,61
80,0.463917525773196,1745.64310291552,80
43,0.407444668008048,390.523894814734,43
5,0.314685314685315,14.9538120120753,5
8,0.335542667771334,56.0500247888744,8
17,0.372242647058824,190.920258719896,17
14,0.36096256684492,362.180938561591,14
6,0.322195704057279,145.695143641401,6
18,0.363554757630162,402.709003721375,18
11,0.323224261771748,187.245524020292,11
17,0.36128456735058,594.645363387378,17
