"","X1","X2","elements","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"bac_ASV_1",-32.8617513052257,-12.3717531504003,"bac_ASV_1","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Unassigned","Unassigned","bac",3,0.212389380530973,427.101582570637,3
"bac_ASV_10",-17.8332636961514,-35.3533190207078,"bac_ASV_10","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia","Ralstonia_pickettii","bac",0,0,0,0
"bac_ASV_101",-10.9950165603862,26.8731644935357,"bac_ASV_101","bac","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned","bac",1,0.105065666041276,0,1
"bac_ASV_1018",10.0266201562666,38.6004848143129,"bac_ASV_1018","bac","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned","bac",0,0,0,0
"bac_ASV_1025",-20.1419529636967,-27.4650810683484,"bac_ASV_1025","bac","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Pirellula","Pirellula_staleyi","bac",1,0.176842105263158,0,1
"bac_ASV_103",-12.4419351610085,-28.7199077795021,"bac_ASV_103","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas","Terrimonas_lutea","bac",3,0.227951153324288,456.267145524645,3
"bac_ASV_1032",-14.2592895099272,-29.9236592942557,"bac_ASV_1032","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Unassigned","bac",2,0.192660550458716,73.0462930196341,2
"bac_ASV_1038",-10.984052103384,-4.3173330899931,"bac_ASV_1038","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",2,0.206388206388206,9.31743162791816,2
"bac_ASV_104",-36.5849838504465,-7.54934161905626,"bac_ASV_104","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Pseudolabrys_taiwanensis","bac",2,0.162948593598448,116.708007562982,2
"bac_ASV_1048",-2.95405496133185,-38.6556662655879,"bac_ASV_1048","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella","Duganella_radicis","bac",0,0,0,0
"bac_ASV_105",29.1887368844792,18.3820253489482,"bac_ASV_105","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_1051",-27.97710863226,29.4792261840653,"bac_ASV_1051","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_1054",-0.713400987359587,4.73763840556278,"bac_ASV_1054","bac","Bacteria","Acidobacteria","Acidobacteria_Gp5","Unassigned","Unassigned","Gp5","Unassigned","bac",9,0.228571428571429,1571.11640144791,9
"bac_ASV_106",18.1414146650566,36.6387894437562,"bac_ASV_106","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Pseudolabrys_taiwanensis","bac",0,0,0,0
"bac_ASV_1068",16.074127024462,37.8453959379809,"bac_ASV_1068","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_107",-6.42333900949012,-16.3296913774953,"bac_ASV_107","bac","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella","Gaiella_occulta","bac",1,0.147887323943662,0,1
"bac_ASV_109",31.1022505918402,-21.7250093900296,"bac_ASV_109","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_11",7.59353997931818,-0.628137858160033,"bac_ASV_11","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned","bac",4,0.206896551724138,2333.70356431164,4
"bac_ASV_1100",-36.2145672999786,11.3687590728189,"bac_ASV_1100","bac","Bacteria","Armatimonadetes","Unassigned","Unassigned","Unassigned","Armatimonadetes_gp5","Unassigned","bac",0,0,0,0
"bac_ASV_1102",21.4852756397376,35.2411926005113,"bac_ASV_1102","bac","Bacteria","Latescibacteria","Unassigned","Unassigned","Unassigned","Latescibacteria_genera_incertae_sedis","Unassigned","bac",0,0,0,0
"bac_ASV_111",18.9426615914575,-34.241597244745,"bac_ASV_111","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Unassigned","bac",0,0,0,0
"bac_ASV_1111",-40.9938693072495,14.6781034942171,"bac_ASV_1111","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",0,0,0,0
"bac_ASV_1116",0.859495862430619,-24.6022050313357,"bac_ASV_1116","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,0.149466192170818,0,1
"bac_ASV_1128",-31.493007716448,-5.32613643270789,"bac_ASV_1128","bac","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned","bac",7,0.231086657496561,1040.64456172136,7
"bac_ASV_1129",16.1725502654191,3.32248748375627,"bac_ASV_1129","bac","Bacteria","Chloroflexi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,0.133971291866029,0,1
"bac_ASV_113",2.8361359018645,27.95638002759,"bac_ASV_113","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",2,0.171954964176049,76.4087391583682,2
"bac_ASV_1138",-19.4292060740084,31.771369437031,"bac_ASV_1138","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_114",-2.28436367317888,36.0717375139542,"bac_ASV_114","bac","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosospira","Unassigned","bac",0,0,0,0
"bac_ASV_1159",-7.05232246285295,-25.7273678634084,"bac_ASV_1159","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",2,0.201438848920863,220.369225011019,2
"bac_ASV_116",23.1234083502377,21.1261104495545,"bac_ASV_116","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,1,0,1
"bac_ASV_1168",-29.9133370336844,3.6329378951439,"bac_ASV_1168","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,0.156133828996283,0,1
"bac_ASV_117",-35.3625973032978,12.9260291449841,"bac_ASV_117","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_1172",-15.1410832799028,-27.9301111292902,"bac_ASV_1172","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",2,0.192660550458716,73.0462930196341,2
"bac_ASV_118",22.7711431824843,-25.1586969806801,"bac_ASV_118","bac","Bacteria","Cyanobacteria","Chloroplast","Unassigned","Chloroplast","Streptophyta","Unassigned","bac",0,0,0,0
"bac_ASV_1180",-19.9463553152213,-18.5735473853193,"bac_ASV_1180","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,0.169184290030211,0,1
"bac_ASV_119",2.3664372142104,38.9179559892512,"bac_ASV_119","bac","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_1192",34.0591707090647,16.6694120300019,"bac_ASV_1192","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Candidatus_Solibacter","Unassigned","bac",0,0,0,0
"bac_ASV_1195",-10.3083789176253,-38.3783497217658,"bac_ASV_1195","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_1197",-31.564623294093,23.1308368745536,"bac_ASV_1197","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_1198",32.0946586463672,14.8615446151212,"bac_ASV_1198","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_12",-25.3735620784726,14.2134666717273,"bac_ASV_12","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",8,0.247787610619469,1520.47633524037,8
"bac_ASV_1207",-20.1153228707131,10.3097733241175,"bac_ASV_1207","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned","bac",10,0.238636363636364,1092.60544195225,10
"bac_ASV_1216",-22.0076603883446,36.0151346612834,"bac_ASV_1216","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_122",17.2107482453565,-20.188395240578,"bac_ASV_122","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",2,0.114597544338336,335,2
"bac_ASV_1222",38.199071500993,-2.01585921826452,"bac_ASV_1222","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_1228",13.4201558173029,-26.8886809027864,"bac_ASV_1228","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Unassigned","bac",2,0.461538461538462,5,2
"bac_ASV_123",27.4591407651757,32.1804470104614,"bac_ASV_123","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavitalea","Flavitalea_gansuensis","bac",0,0,0,0
"bac_ASV_124",-10.7245521040605,33.0858612353796,"bac_ASV_124","bac","Bacteria","Acidobacteria","Acidobacteria_Gp16","Unassigned","Unassigned","Gp16","Unassigned","bac",0,0,0,0
"bac_ASV_1245",-9.43385400591508,40.7009151240444,"bac_ASV_1245","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",0,0,0,0
"bac_ASV_125",35.9310430602813,-18.7025315742016,"bac_ASV_125","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_127",16.6853437600205,32.243035314613,"bac_ASV_127","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_128",-27.4490671058602,5.42279929782061,"bac_ASV_128","bac","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned","bac",1,0.168844221105528,0,1
"bac_ASV_129",-9.06771556484486,27.1975556437052,"bac_ASV_129","bac","Bacteria","Verrucomicrobia","Spartobacteria","Unassigned","Unassigned","Spartobacteria_genera_incertae_sedis","Unassigned","bac",3,0.164383561643836,391.03671992688,3
"bac_ASV_1292",15.728700657838,11.9002411941633,"bac_ASV_1292","bac","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Unassigned","Unassigned","bac",2,0.17004048582996,190.075830310243,2
"bac_ASV_1295",30.3434186739455,27.5302402329527,"bac_ASV_1295","bac","Bacteria","Acidobacteria","Acidobacteria_Gp7","Unassigned","Unassigned","Gp7","Unassigned","bac",0,0,0,0
"bac_ASV_13",-28.6345390830234,23.3932413792302,"bac_ASV_13","bac","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Unassigned","bac",0,0,0,0
"bac_ASV_130",-24.4518187870117,11.6576622897508,"bac_ASV_130","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",5,0.221928665785997,194.110712188847,5
"bac_ASV_1300",-1.99829280205744,6.49856076709028,"bac_ASV_1300","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavitalea","Unassigned","bac",6,0.234309623430962,483.259609993787,6
"bac_ASV_1301",-28.7681996491049,-25.7076847787226,"bac_ASV_1301","bac","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Unassigned","bac",0,0,0,0
"bac_ASV_1305",5.6436167455011,40.488342160999,"bac_ASV_1305","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_131",-12.457168205295,35.4095602711386,"bac_ASV_131","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_corrugata","bac",0,0,0,0
"bac_ASV_132",-20.1794428082219,0.49459581871417,"bac_ASV_132","bac","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella","Gaiella_occulta","bac",1,0.172839506172839,0,1
"bac_ASV_133",-11.357524381508,-1.58137671883384,"bac_ASV_133","bac","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Unassigned","Unassigned","bac",3,0.183606557377049,1080.1609704106,3
"bac_ASV_1337",7.55020535108872,31.6481216164398,"bac_ASV_1337","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia","Dongia_rigui","bac",1,0.304347826086957,0,1
"bac_ASV_1339",-17.4775914128087,-18.498300489671,"bac_ASV_1339","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Unassigned","bac",2,0.192660550458716,73.0462930196341,2
"bac_ASV_134",-17.2167289937684,14.4707842045756,"bac_ASV_134","bac","Bacteria","candidate_division_WPS-1","Unassigned","Unassigned","Unassigned","WPS-1_genera_incertae_sedis","Unassigned","bac",11,0.24633431085044,3061.13376387737,11
"bac_ASV_1341",-30.3404044891626,25.9511414028926,"bac_ASV_1341","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Candidatus_Solibacter","Unassigned","bac",0,0,0,0
"bac_ASV_135",-0.515122551077043,8.52392290810929,"bac_ASV_135","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",5,0.243831640058055,820.440536045916,5
"bac_ASV_136",5.75128026388928,-34.98180799026,"bac_ASV_136","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_137",-35.8902724078281,5.92445178824303,"bac_ASV_137","bac","Bacteria","Chloroflexi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_1378",37.4456848304812,0.453792021117653,"bac_ASV_1378","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Aquabacterium","Aquabacterium_limnoticum","bac",0,0,0,0
"bac_ASV_138",-33.4418546701482,21.4641370946231,"bac_ASV_138","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_139",2.17977418655111,12.0429802484167,"bac_ASV_139","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac",3,0.217898832684825,1917.00268523416,3
"bac_ASV_140",2.76841380256777,42.0840782606229,"bac_ASV_140","bac","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_1402",-28.2100363005501,-31.7250800765538,"bac_ASV_1402","bac","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned","bac",0,0,0,0
"bac_ASV_141",20.654670536331,29.015090482904,"bac_ASV_141","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,1,0,1
"bac_ASV_1417",13.9784716072736,14.9037247760198,"bac_ASV_1417","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Unassigned","bac",3,0.16,482.349488808898,3
"bac_ASV_142",18.0556009615088,18.277128196677,"bac_ASV_142","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Arenimonas_daechungensis","bac",3,0.160152526215443,815.349488808898,3
"bac_ASV_143",-3.9430944757707,6.42569676098048,"bac_ASV_143","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Unassigned","Unassigned","Unassigned","bac",5,0.175916230366492,312.111004170745,5
"bac_ASV_144",23.8629304883662,-26.6904095711503,"bac_ASV_144","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_145",30.7996485240244,-23.8636662457637,"bac_ASV_145","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_incertae_sedis","Unassigned","Rhizomicrobium","Unassigned","bac",0,0,0,0
"bac_ASV_148",-21.1077634936614,-9.68181731308175,"bac_ASV_148","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia_ubonensis","bac",1,0.168844221105528,0,1
"bac_ASV_1489",-3.94499607444689,4.88430334263835,"bac_ASV_1489","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",7,0.211586901763224,732.531305196689,7
"bac_ASV_149",9.32864914095499,-21.4765265196369,"bac_ASV_149","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,0.116022099447514,0,1
"bac_ASV_15",-34.4094209319667,24.0106638852424,"bac_ASV_15","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac",0,0,0,0
"bac_ASV_151",36.8913671148047,19.6964198362842,"bac_ASV_151","bac","Bacteria","candidate_division_WPS-1","Unassigned","Unassigned","Unassigned","WPS-1_genera_incertae_sedis","Unassigned","bac",0,0,0,0
"bac_ASV_1512",-19.870973575673,25.870271072002,"bac_ASV_1512","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Geobacter_bemidjiensis","bac",1,1,0,1
"bac_ASV_1519",-40.3158360295016,8.44531159253149,"bac_ASV_1519","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_152",-16.1751914688142,-25.1376947164293,"bac_ASV_152","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Unassigned","Unassigned","bac",5,0.230769230769231,2056.10363489681,5
"bac_ASV_153",-6.09670011221243,36.4290678134374,"bac_ASV_153","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_155",-8.72131634103962,38.0303856976476,"bac_ASV_155","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",0,0,0,0
"bac_ASV_156",-9.83351180864086,25.8598511175957,"bac_ASV_156","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac",2,0.177028451001054,22.4415854369951,2
"bac_ASV_157",-4.79856256079946,-36.6509780399884,"bac_ASV_157","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_158",-20.8523119741754,-11.8466588915806,"bac_ASV_158","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,0.146724890829694,0,1
"bac_ASV_1584",-11.2763499510433,-31.6636477505049,"bac_ASV_1584","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Candidatus_Solibacter","Unassigned","bac",1,0.210526315789474,0,1
"bac_ASV_159",15.1347352006143,5.84120204829417,"bac_ASV_159","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac",1,0.133971291866029,0,1
"bac_ASV_16",22.6053469982792,-9.53402525434629,"bac_ASV_16","bac","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned","bac",3,0.171428571428571,273.873926210227,3
"bac_ASV_1603",9.83629232215881,33.8661787858235,"bac_ASV_1603","bac","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Unassigned","Chryseolinea","Chryseolinea_serpens","bac",1,0.304347826086957,0,1
"bac_ASV_161",-20.5936570931887,14.3292407673481,"bac_ASV_161","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Rhodanobacter","Rhodanobacter_umsongensis","bac",8,0.229822161422709,1017.57993061681,8
"bac_ASV_162",-22.1461328593956,-27.7448341209662,"bac_ASV_162","bac","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Subdivision3_genera_incertae_sedis","Unassigned","bac",0,0,0,0
"bac_ASV_163",36.6035108267101,-2.04164658721784,"bac_ASV_163","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_164",0.602257801044108,-42.8353885494703,"bac_ASV_164","bac","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Gemmata","Gemmata_obscuriglobus","bac",0,0,0,0
"bac_ASV_165",-23.8395791780577,-25.7385837634892,"bac_ASV_165","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas","Unassigned","bac",1,1,0,1
"bac_ASV_169",-6.42092497726412,-28.2309864315371,"bac_ASV_169","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Unassigned","Unassigned","bac",2,0.192881745120551,270.052160332198,2
"bac_ASV_17",-16.3930205194875,19.1931941765677,"bac_ASV_17","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unassigned","bac",4,0.219895287958115,342.161418815713,4
"bac_ASV_170",-17.8387679520714,-37.9743976929306,"bac_ASV_170","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",0,0,0,0
"bac_ASV_1709",27.772238276297,7.87888604766109,"bac_ASV_1709","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unassigned","bac",1,0.666666666666667,0,1
"bac_ASV_171",32.8254412243001,-23.6357186014066,"bac_ASV_171","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac",0,0,0,0
"bac_ASV_1722",-1.99615275248502,-29.6288910106414,"bac_ASV_1722","bac","Bacteria","Acidobacteria","Acidobacteria_Gp7","Unassigned","Unassigned","Gp7","Unassigned","bac",1,0.666666666666667,0,1
"bac_ASV_173",-37.939545219374,-5.03348616206365,"bac_ASV_173","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,0.168844221105528,0,1
"bac_ASV_174",-19.7263092211521,-32.6786246290726,"bac_ASV_174","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","Unassigned","bac",0,0,0,0
"bac_ASV_178",-6.70137868060874,-1.3744954762053,"bac_ASV_178","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",9,0.248888888888889,1916.98691055094,9
"bac_ASV_179",-18.8900640429403,-7.74171661543263,"bac_ASV_179","bac","Bacteria","candidate_division_WPS-1","Unassigned","Unassigned","Unassigned","WPS-1_genera_incertae_sedis","Unassigned","bac",1,0.17319587628866,0,1
"bac_ASV_18",9.06786376419692,-36.0247209830065,"bac_ASV_18","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter","Unassigned","bac",0,0,0,0
"bac_ASV_180",32.8581561400636,-19.3343517531782,"bac_ASV_180","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Unassigned","bac",0,0,0,0
"bac_ASV_182",17.5581745853392,15.34122353721,"bac_ASV_182","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",3,0.162162162162162,376.9847206704,3
"bac_ASV_183",2.58177271744865,-33.8425882467599,"bac_ASV_183","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_1835",-6.06760460679231,24.3311455848914,"bac_ASV_1835","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",5,0.154128440366972,478.986498367225,5
"bac_ASV_1841",-9.7983964770335,-28.7151944698843,"bac_ASV_1841","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas","Unassigned","bac",3,0.197647058823529,156.880147513369,3
"bac_ASV_185",-21.7531736152339,-7.48403485727779,"bac_ASV_185","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Unassigned","bac",3,0.200956937799043,735.47381004078,3
"bac_ASV_186",-38.2376647010117,-19.9317716334268,"bac_ASV_186","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac",0,0,0,0
"bac_ASV_187",19.0297964318638,3.34506018867603,"bac_ASV_187","bac","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Subdivision3_genera_incertae_sedis","Unassigned","bac",1,0.133971291866029,0,1
"bac_ASV_188",-7.89454006119777,8.81618449791232,"bac_ASV_188","bac","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Unassigned","Chryseolinea","Chryseolinea_serpens","bac",2,0.197879858657244,2.2428626795364,2
"bac_ASV_189",-31.6157222855234,-7.83349100081408,"bac_ASV_189","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",6,0.228882833787466,1863.64316128569,6
"bac_ASV_19",5.21339058367247,-27.180960847823,"bac_ASV_19","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Telmatobacter","Telmatobacter_bradus","bac",2,0.19672131147541,2281.24177646675,2
"bac_ASV_190",12.3749614261605,-12.2444848761998,"bac_ASV_190","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",2,0.172131147540984,7.93447981920598,2
