"","X1","X2","elements","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"fun_ASV_371",36.1198013542167,-28.7840781900103,"fun_ASV_371","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_375",5.18657663616822,-42.2250026668848,"fun_ASV_375","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Ramophialophora","Unassigned","fun",0,0,0,0
"fun_ASV_377",43.8366713716699,-2.73916099107484,"fun_ASV_377","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella_oligospora_SH1545678.08FU","fun",0,0,0,0
"fun_ASV_378",43.6023671857899,-8.41880891826368,"fun_ASV_378","fun","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_38",24.5295999809232,-34.2861243709705,"fun_ASV_38","fun","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Unassigned","fun",0,0,0,0
"fun_ASV_382",-3.56788647739944,-44.3452854018576,"fun_ASV_382","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_383",43.5590902650568,8.92503781107497,"fun_ASV_383","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_387",-17.5229683384992,46.643097249295,"fun_ASV_387","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_389",-32.478599008008,31.7452105059449,"fun_ASV_389","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_39",46.3369652092628,-1.50061023550398,"fun_ASV_39","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",0,0,0,0
"fun_ASV_392",38.2659169293841,-24.2693827969559,"fun_ASV_392","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_393",27.8102401736026,15.5259032098298,"fun_ASV_393","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,1,0,1
"fun_ASV_395",42.2931172568267,-13.7120791810243,"fun_ASV_395","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_397",-49.3457161164042,0.0470999257763841,"fun_ASV_397","fun","Alveolata","Ciliophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_4",25.75053377244,17.4410701990342,"fun_ASV_4","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_oxysporum_SH1190764.08FU","fun",1,1,0,1
"fun_ASV_40",4.71661221873192,-4.7676296177713,"fun_ASV_40","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS11","Unassigned","Unassigned","Unassigned","fun",4,0.206515058389674,49.1584413255299,4
"fun_ASV_402",21.7726636413083,-6.47938414194172,"fun_ASV_402","fun","Alveolata","Ciliophora","Spirotrichea","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.185532854776367,896.127751929524,3
"fun_ASV_403",-30.5806547856774,-31.421753594308,"fun_ASV_403","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium_grande_SH1615706.08FU","fun",0,0,0,0
"fun_ASV_405",5.30223409215542,-31.1316502998309,"fun_ASV_405","fun","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Unassigned","Unassigned","fun",1,1,0,1
"fun_ASV_406",12.3657765102791,17.5511041443597,"fun_ASV_406","fun","Viridiplantae","Chlorophyta","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.161927710843373,511.175252042407,3
"fun_ASV_408",25.3029012954225,42.6871499373131,"fun_ASV_408","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS08","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_41",13.1202577406046,45.6967076026039,"fun_ASV_41","fun","Alveolata","Ciliophora","Spirotrichea","Sporadotrichida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_410",-8.18731602680723,-43.0069531090543,"fun_ASV_410","fun","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","Unassigned","fun",0,0,0,0
"fun_ASV_413",-14.3114432853623,-49.5541810764274,"fun_ASV_413","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_418",-38.5828540725201,28.762252040949,"fun_ASV_418","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_419",-33.0542229933328,10.9287025700388,"fun_ASV_419","fun","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unassigned","Unassigned","Unassigned","fun",2,1,1,2
"fun_ASV_42",-26.5701541427017,-20.7801814454311,"fun_ASV_42","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Telotylenchidae","Tylenchorhynchus","Unassigned","fun",1,0.666666666666667,0,1
"fun_ASV_421",47.0467821809846,-4.07429477346264,"fun_ASV_421","fun","Viridiplantae","Chlorophyta","Unassigned","Unassigned","Unassigned","Chlamydomonas","Chlamydomonas_applanata_SH1603540.08FU","fun",0,0,0,0
"fun_ASV_422",-16.1778773978219,12.1168549346446,"fun_ASV_422","fun","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Unassigned","fun",7,0.227180527383367,531.162728047082,7
"fun_ASV_425",14.4246902076523,21.7779128855911,"fun_ASV_425","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS11","Unassigned","Unassigned","Unassigned","fun",1,0.138556701030928,0,1
"fun_ASV_428",-21.4722759236896,8.39319940301461,"fun_ASV_428","fun","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Unassigned","Unassigned","fun",5,0.228105906313646,325.967610331631,5
"fun_ASV_43",36.8153980765162,32.6663464631117,"fun_ASV_43","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_431",42.339586205323,-11.2220594440436,"fun_ASV_431","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_433",-16.5015666786605,-42.4661500264435,"fun_ASV_433","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gliocladiopsis","Unassigned","fun",0,0,0,0
"fun_ASV_435",-49.1062593547473,6.28783041824226,"fun_ASV_435","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_436",18.907043078931,-42.3114998972662,"fun_ASV_436","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_439",2.40393059261405,-26.6600964304241,"fun_ASV_439","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Unassigned","Unassigned","fun",1,0.104186046511628,0,1
"fun_ASV_44",22.4584131108149,41.8897786798786,"fun_ASV_44","fun","Viridiplantae","Chlorophyta","Unassigned","Unassigned","Unassigned","Chlamydomonas","Unassigned","fun",0,0,0,0
"fun_ASV_443",-24.3506442122584,-44.565636436784,"fun_ASV_443","fun","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Thaumatomonadida","Thaumatomastigidae","Thaumatomonas","Unassigned","fun",0,0,0,0
"fun_ASV_445",-47.8640054472043,10.3411760115894,"fun_ASV_445","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_447",-43.7758638909917,18.3291630562073,"fun_ASV_447","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Urticaceae","Pouzolzia","Unassigned","fun",0,0,0,0
"fun_ASV_45",-8.81526914930109,-20.9751878511047,"fun_ASV_45","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_elongata_SH1557020.08FU","fun",9,0.214696485623003,1662.16891724765,9
"fun_ASV_453",-5.4481877379618,25.7426058318676,"fun_ASV_453","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",6,0.156351791530945,399.737299682779,6
"fun_ASV_454",-19.7643046717433,20.3789152487265,"fun_ASV_454","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Unassigned","fun",8,0.229979466119097,417.474487007776,8
"fun_ASV_457",8.47545155974445,-46.4689923273605,"fun_ASV_457","fun","Viridiplantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Bryum","Unassigned","fun",0,0,0,0
"fun_ASV_459",-17.134983363721,22.1768698380114,"fun_ASV_459","fun","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unassigned","Unassigned","Unassigned","fun",2,0.171691364333163,335,2
"fun_ASV_46",-42.9166166672352,-12.0154794237204,"fun_ASV_46","fun","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","Unassigned","fun",0,0,0,0
"fun_ASV_462",-5.12901840474397,47.4156595257864,"fun_ASV_462","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Chaetopeltidales","Chaetopeltidaceae","Hormotilopsis","Hormotilopsis_gelatinosa_SH1208439.08FU","fun",0,0,0,0
"fun_ASV_463",40.8922821089091,21.7745469256202,"fun_ASV_463","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Cephalobidae","Acrobeloides","Unassigned","fun",0,0,0,0
"fun_ASV_464",41.293825898337,16.7726296344525,"fun_ASV_464","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_469",8.1852818041188,49.0694366210966,"fun_ASV_469","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_47",39.9272912043542,23.7946681038287,"fun_ASV_47","fun","Metazoa","Arthropoda","Collembola","Unassigned","Bourletiellidae","Bourletiella","Unassigned","fun",0,0,0,0
"fun_ASV_471",43.7987428086757,15.6274643779543,"fun_ASV_471","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorococcaceae","Tetracystis","Unassigned","fun",0,0,0,0
"fun_ASV_472",-11.5512120739181,-22.7785812528913,"fun_ASV_472","fun","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Unassigned","Unassigned","Unassigned","fun",5,0.188446438586652,434.136076565606,5
"fun_ASV_474",35.9971580389669,22.6526106630463,"fun_ASV_474","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_478",26.4213179888405,11.6300378696044,"fun_ASV_478","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,1,3,3
"fun_ASV_48",-47.0205481221854,14.7224032330467,"fun_ASV_48","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_483",14.7759879162758,43.3795802456924,"fun_ASV_483","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_484",0.668881941518984,47.5406767119772,"fun_ASV_484","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_485",-22.8040793114062,42.2141170595938,"fun_ASV_485","fun","Metazoa","Annelida","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_487",25.4890450870495,-40.599723208451,"fun_ASV_487","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_489",1.09960049997396,3.03018906205243,"fun_ASV_489","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scopulariopsis","Unassigned","fun",14,0.24507658643326,2206.85013445702,14
"fun_ASV_49",-24.3557047962206,36.4801775404925,"fun_ASV_49","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","Fusicolla_aquaeductuum_SH1546339.08FU","fun",0,0,0,0
"fun_ASV_491",-18.9346236744543,-44.1416044751748,"fun_ASV_491","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Sapindales","Sapindaceae","Litchi","Litchi_chinensis_SH1639161.08FU","fun",0,0,0,0
"fun_ASV_5",-16.2149787035033,16.8407403227753,"fun_ASV_5","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",7,0.232204561161023,636.643685025439,7
"fun_ASV_50",20.9889735049768,44.2977849542842,"fun_ASV_50","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_502",-26.4510803402148,-37.9868967187642,"fun_ASV_502","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_503",10.2031745582602,44.0506874057258,"fun_ASV_503","fun","Protista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_507",-6.20690015130686,45.193357061767,"fun_ASV_507","fun","Protista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_508",-41.0363052130175,18.1545374169106,"fun_ASV_508","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_51",-36.7030660620016,-1.87040920107193,"fun_ASV_51","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.169954476479514,0,1
"fun_ASV_512",-42.2942530263014,-14.7094915789874,"fun_ASV_512","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Arcopilus","Arcopilus_cupreus_SH1615654.08FU","fun",0,0,0,0
"fun_ASV_513",32.1246925367072,-32.5927900822649,"fun_ASV_513","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_515",10.9910263468917,-44.6165888028888,"fun_ASV_515","fun","Fungi","Ascomycota","Pezizomycetes","Pezizales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_516",19.6834914806965,40.5659058530499,"fun_ASV_516","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_517",-47.5280832497211,-7.05567297550934,"fun_ASV_517","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_519",41.0802986303092,-9.07344303873917,"fun_ASV_519","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Botryotrichum","Botryotrichum_spirotrichum_SH1800595.08FU","fun",0,0,0,0
"fun_ASV_52",-8.64465527704505,-45.3565101377413,"fun_ASV_52","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_520",-37.3855706485772,23.9131855106767,"fun_ASV_520","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",0,0,0,0
"fun_ASV_522",38.8589893753561,14.2600422394987,"fun_ASV_522","fun","Fungi","Ascomycota","Lecanoromycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_523",-7.81522844378691,48.0241723182043,"fun_ASV_523","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_524",47.6194837048625,1.58063706096498,"fun_ASV_524","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_529",1.03188499096918,20.8489771940911,"fun_ASV_529","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.160381861575179,668,2
"fun_ASV_53",-41.1518677202198,-10.2121882429488,"fun_ASV_53","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_531",-45.3874466790013,0.816116292600303,"fun_ASV_531","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Unassigned","fun",0,0,0,0
"fun_ASV_534",17.2034893778454,44.4262681853559,"fun_ASV_534","fun","Chromista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_538",13.0201455882249,19.7462358164688,"fun_ASV_538","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",5,0.140409527789386,363.735168743063,5
"fun_ASV_54",-45.5013181179547,-19.2476693470405,"fun_ASV_54","fun","Alveolata","Ciliophora","Spirotrichea","Sporadotrichida","Oxytrichidae","Cyrtohymena","Unassigned","fun",0,0,0,0
"fun_ASV_540",6.31195167224187,47.0407491083397,"fun_ASV_540","fun","Viridiplantae","Chlorophyta","Trebouxiophyceae","Trebouxiales","Trebouxiaceae","Trebouxia","Unassigned","fun",0,0,0,0
"fun_ASV_541",-16.0780695463275,-44.6828160700993,"fun_ASV_541","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_543",-43.7232421134994,-17.1838309597797,"fun_ASV_543","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_544",-38.3124606353718,34.6324375710886,"fun_ASV_544","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_545",44.9244782091265,-18.5427321858942,"fun_ASV_545","fun","Alveolata","Ciliophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_546",-30.2434804108209,-4.1844402469518,"fun_ASV_546","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",7,0.193659942363112,865.780230970259,7
"fun_ASV_547",-21.2517037203445,-45.6306149698755,"fun_ASV_547","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_548",29.6560341656391,12.8647764823296,"fun_ASV_548","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,1,0,1
"fun_ASV_549",21.7134171643711,-45.5384132841293,"fun_ASV_549","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_559",9.90865382924789,45.8011731934681,"fun_ASV_559","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorococcaceae","Tetracystis","Tetracystis_vinatzeri_SH1205399.08FU","fun",0,0,0,0
"fun_ASV_56",-2.31339284346059,31.6932517471141,"fun_ASV_56","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Unassigned","Unassigned","fun",2,0.144020574367767,55.8687749689225,2
"fun_ASV_560",42.8276261897003,21.0704298132498,"fun_ASV_560","fun","Alveolata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_561",35.8029004945141,-26.3633003598983,"fun_ASV_561","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_562",3.80148747765931,48.8801691722487,"fun_ASV_562","fun","Fungi","Rozellomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_563",-40.1395683340512,24.1475657349301,"fun_ASV_563","fun","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_564",33.7036813106983,34.9905678559207,"fun_ASV_564","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorococcaceae","Neospongiococcum","Neospongiococcum_gelatinosum_SH1508422.08FU","fun",0,0,0,0
"fun_ASV_566",-32.1549619972842,28.8088568079302,"fun_ASV_566","fun","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","Unassigned","fun",0,0,0,0
"fun_ASV_57",36.6888377900582,-34.9471619847501,"fun_ASV_57","fun","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Terramycetaceae","Boothiomyces","Boothiomyces_macroporosum_SH1511112.08FU","fun",0,0,0,0
"fun_ASV_574",-31.1815820388555,-33.1457810894161,"fun_ASV_574","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_575",-50.0007498523448,3.57411489660444,"fun_ASV_575","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_576",-27.2817393077766,39.8274678487724,"fun_ASV_576","fun","unidentified","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_577",33.9049375996899,-26.7937647176968,"fun_ASV_577","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_578",3.07690982499755,-1.99727299532525,"fun_ASV_578","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",7,0.194782608695652,3893.79635425867,7
"fun_ASV_58",-13.4522744491902,33.1982017453763,"fun_ASV_58","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,1,0,1
"fun_ASV_581",-29.8335582428198,-33.3409160091745,"fun_ASV_581","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_585",-13.0360503649683,47.6124642172065,"fun_ASV_585","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Holostichidae","Anteholosticha","Unassigned","fun",0,0,0,0
"fun_ASV_586",-20.8472094958724,25.304406357713,"fun_ASV_586","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Unassigned","fun",1,1,0,1
"fun_ASV_589",2.99995450631207,-49.9666878497978,"fun_ASV_589","fun","unidentified","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_59",4.55408210516088,36.3850955840317,"fun_ASV_59","fun","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Unassigned","Unassigned","Unassigned","fun",1,1,0,1
"fun_ASV_590",-46.9771064343974,-1.126785572585,"fun_ASV_590","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_591",8.60029836886014,-43.8508828993441,"fun_ASV_591","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Acaulium","Acaulium_acremonium_SH1575624.08FU","fun",0,0,0,0
"fun_ASV_592",-35.3981163988216,30.061591078532,"fun_ASV_592","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_593",16.9754020988244,-4.08164325723923,"fun_ASV_593","fun","Viridiplantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Hydrogonium","Unassigned","fun",2,0.136197811106607,668,2
"fun_ASV_595",23.3989442667326,-3.51646509805163,"fun_ASV_595","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.173823072943611,1503.17027125196,3
"fun_ASV_596",31.1400645584989,-27.5150074195145,"fun_ASV_596","fun","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_diobovata_SH1181866.08FU","fun",0,0,0,0
"fun_ASV_6",11.6762167452843,44.6643856776503,"fun_ASV_6","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",0,0,0,0
"fun_ASV_600",-46.3411973495452,-9.22171987276794,"fun_ASV_600","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_601",5.11152996024859,23.0056014049104,"fun_ASV_601","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.135977337110482,0,1
"fun_ASV_602",-33.7503756823466,-26.7202357737955,"fun_ASV_602","fun","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arachnomycetaceae","Arachnomyces","Arachnomyces_gracilis_SH1146164.08FU","fun",0,0,0,0
"fun_ASV_603",-4.78532189554337,-26.2330947231223,"fun_ASV_603","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",1,0.16791604197901,0,1
"fun_ASV_605",2.68855698321218,-47.4757206925929,"fun_ASV_605","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorococcaceae","Tetracystis","Tetracystis_vinatzeri_SH1205399.08FU","fun",0,0,0,0
"fun_ASV_606",-43.7502398103423,13.1203437090614,"fun_ASV_606","fun","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_608",-3.56925270877796,-1.98744107856041,"fun_ASV_608","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",10,0.227488151658768,1229.09534824791,10
"fun_ASV_61",44.9313719265958,19.7375338952496,"fun_ASV_61","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS07","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_611",8.86414087341826,42.4859745215694,"fun_ASV_611","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Unassigned","fun",0,0,0,0
"fun_ASV_612",-48.1102866861041,-18.9959418888178,"fun_ASV_612","fun","unidentified","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_614",-42.8546003528162,6.76278200032948,"fun_ASV_614","fun","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Fibulochlamys","Fibulochlamys_chilensis_SH1588969.08FU","fun",0,0,0,0
"fun_ASV_618",-11.7085539239001,43.4516474115826,"fun_ASV_618","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Unassigned","fun",0,0,0,0
