"igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
3,0.411764705882353,11,3
1,1,0,1
1,1,0,1
2,0.17064499746064,71.1176714654794,2
1,0.163662932294204,0,1
1,1,0,1
1,1,0,1
1,0.170471841704718,0,1
1,0.155196304849885,0,1
2,0.151967435549525,11.2361282273291,2
1,0.151830094893809,0,1
1,0.169954476479514,0,1
1,0.147303814116616,0,1
2,0.1640625,123.332688158303,2
2,0.159392789373814,88.7006982005764,2
1,1,0,1
1,1,0,1
1,0.133971291866029,0,1
3,0.135922330097087,42.8858691396964,3
1,0.166832174776564,0,1
7,0.211586901763224,732.531305196689,7
3,0.116262975778547,336.333333333333,3
1,0.121475054229935,0,1
7,0.242774566473988,1407.62242190789,7
1,0.17319587628866,0,1
1,0.114519427402863,0,1
1,0.197414806110458,0,1
1,0.666666666666667,0,1
2,0.172131147540984,7.93447981920598,2
1,1,0,1
4,0.219321148825065,185.700858143719,4
3,0.164383561643836,391.03671992688,3
2,0.167330677290837,999,2
1,0.133971291866029,0,1
1,1,0,1
2,0.201438848920863,220.369225011019,2
2,0.192660550458716,73.0462930196341,2
