"","bac_ASV_662","bac_ASV_782","bac_ASV_874","bac_ASV_223","bac_ASV_508","bac_ASV_137","bac_ASV_1129","bac_ASV_513","bac_ASV_24","bac_ASV_183","bac_ASV_674","bac_ASV_320","bac_ASV_361","bac_ASV_1489","bac_ASV_105","bac_ASV_352","bac_ASV_136","bac_ASV_307","bac_ASV_328","bac_ASV_63","bac_ASV_858","bac_ASV_923","bac_ASV_492","bac_ASV_403","bac_ASV_535","bac_ASV_124","bac_ASV_798","bac_ASV_22","bac_ASV_93","bac_ASV_190","bac_ASV_86","bac_ASV_378","bac_ASV_226","bac_ASV_80","bac_ASV_288","bac_ASV_672","bac_ASV_581","bac_ASV_118","bac_ASV_369","bac_ASV_129","bac_ASV_267","bac_ASV_202","bac_ASV_5","bac_ASV_394","bac_ASV_187","bac_ASV_694","bac_ASV_197","bac_ASV_162","bac_ASV_484","bac_ASV_221","bac_ASV_1159","bac_ASV_1172","bac_ASV_623","bac_ASV_1198","bac_ASV_842","bac_ASV_255","bac_ASV_641","bac_ASV_502","bac_ASV_21","bac_ASV_85","bac_ASV_1301","bac_ASV_296","bac_ASV_13","bac_ASV_227","bac_ASV_222","bac_ASV_201","bac_ASV_84","bac_ASV_389","bac_ASV_127","bac_ASV_536","bac_ASV_497","bac_ASV_912","bac_ASV_318","bac_ASV_163","bac_ASV_733","bac_ASV_144","bac_ASV_661","bac_ASV_244","bac_ASV_415","bac_ASV_18","bac_ASV_279","bac_ASV_2","bac_ASV_1138","bac_ASV_380","bac_ASV_651","bac_ASV_772","bac_ASV_336","bac_ASV_161","bac_ASV_625","bac_ASV_407","bac_ASV_242","bac_ASV_6","bac_ASV_34","bac_ASV_142","bac_ASV_23","bac_ASV_42","bac_ASV_72","bac_ASV_362","bac_ASV_440","bac_ASV_376","bac_ASV_762","bac_ASV_131","bac_ASV_400","bac_ASV_253","bac_ASV_117","bac_ASV_157","bac_ASV_12","bac_ASV_54","bac_ASV_312","bac_ASV_52","bac_ASV_1048","bac_ASV_345","bac_ASV_173","bac_ASV_182","bac_ASV_133","bac_ASV_41","bac_ASV_58","bac_ASV_74","bac_ASV_455","bac_ASV_630","bac_ASV_39","bac_ASV_1116","bac_ASV_62","bac_ASV_113","bac_ASV_79","bac_ASV_298","bac_ASV_153","bac_ASV_822","bac_ASV_338","bac_ASV_143","bac_ASV_310","bac_ASV_25","bac_ASV_1168","bac_ASV_421","bac_ASV_114","bac_ASV_589","bac_ASV_381","bac_ASV_456","bac_ASV_1378","bac_ASV_375","bac_ASV_191","bac_ASV_596","bac_ASV_174","bac_ASV_657","bac_ASV_283","bac_ASV_804","bac_ASV_921","bac_ASV_99","bac_ASV_40","bac_ASV_116","bac_ASV_96","bac_ASV_109","bac_ASV_78","bac_ASV_47","bac_ASV_1292","bac_ASV_346","bac_ASV_141","bac_ASV_970","bac_ASV_503","bac_ASV_230","bac_ASV_199","bac_ASV_148","bac_ASV_3","bac_ASV_46","bac_ASV_185","bac_ASV_35","bac_ASV_276","bac_ASV_10","bac_ASV_301","bac_ASV_424","bac_ASV_359","bac_ASV_53","bac_ASV_1938","bac_ASV_386","bac_ASV_757","bac_ASV_246","bac_ASV_217","bac_ASV_268","bac_ASV_964","bac_ASV_526","bac_ASV_558","bac_ASV_322","bac_ASV_707","bac_ASV_542","bac_ASV_1584","bac_ASV_1341","bac_ASV_1192","bac_ASV_972","bac_ASV_73","bac_ASV_205","bac_ASV_30","bac_ASV_417","bac_ASV_305","bac_ASV_398","bac_ASV_247","bac_ASV_139","bac_ASV_159","bac_ASV_476","bac_ASV_49","bac_ASV_66","bac_ASV_763","bac_ASV_273","bac_ASV_547","bac_ASV_507","bac_ASV_1100","bac_ASV_555","bac_ASV_342","bac_ASV_416","bac_ASV_1197","bac_ASV_326","bac_ASV_364","bac_ASV_119","bac_ASV_61","bac_ASV_107","bac_ASV_423","bac_ASV_132","bac_ASV_413","bac_ASV_963","bac_ASV_572","bac_ASV_240","bac_ASV_210","bac_ASV_680","bac_ASV_840","bac_ASV_1512","bac_ASV_196","bac_ASV_1417","bac_ASV_442","bac_ASV_1339","bac_ASV_122","bac_ASV_905","bac_ASV_373","bac_ASV_646","bac_ASV_655","bac_ASV_1222","bac_ASV_258","bac_ASV_286","bac_ASV_723","bac_ASV_614","bac_ASV_339","bac_ASV_193","bac_ASV_812","bac_ASV_130","bac_ASV_219","bac_ASV_224","bac_ASV_87","bac_ASV_329","bac_ASV_294","bac_ASV_218","bac_ASV_155","bac_ASV_229","bac_ASV_565","bac_ASV_866","bac_ASV_70","bac_ASV_65","bac_ASV_208","bac_ASV_462","bac_ASV_149","bac_ASV_1519","bac_ASV_473","bac_ASV_714","bac_ASV_1195","bac_ASV_232","bac_ASV_266","bac_ASV_265","bac_ASV_9","bac_ASV_94","bac_ASV_433","bac_ASV_819","bac_ASV_249","bac_ASV_111","bac_ASV_299","bac_ASV_180","bac_ASV_51","bac_ASV_67","bac_ASV_60","bac_ASV_1228","bac_ASV_409","bac_ASV_363","bac_ASV_445","bac_ASV_82","bac_ASV_7","bac_ASV_48","bac_ASV_20","bac_ASV_138","bac_ASV_36","bac_ASV_390","bac_ASV_17","bac_ASV_77","bac_ASV_1709","bac_ASV_489","bac_ASV_55","bac_ASV_358","bac_ASV_682","bac_ASV_178","bac_ASV_735","bac_ASV_290","bac_ASV_495","bac_ASV_883","bac_ASV_332","bac_ASV_31","bac_ASV_32","bac_ASV_81","bac_ASV_245","bac_ASV_425","bac_ASV_207","bac_ASV_50","bac_ASV_347","bac_ASV_493","bac_ASV_377","bac_ASV_420","bac_ASV_135","bac_ASV_28","bac_ASV_239","bac_ASV_404","bac_ASV_45","bac_ASV_83","bac_ASV_334","bac_ASV_1038","bac_ASV_304","bac_ASV_104","bac_ASV_106","bac_ASV_194","bac_ASV_1216","bac_ASV_562","bac_ASV_189","bac_ASV_855","bac_ASV_323","bac_ASV_284","bac_ASV_653","bac_ASV_69","bac_ASV_716","bac_ASV_678","bac_ASV_71","bac_ASV_57","bac_ASV_38","bac_ASV_472","bac_ASV_293","bac_ASV_33","bac_ASV_808","bac_ASV_297","bac_ASV_643","bac_ASV_494","bac_ASV_145","bac_ASV_64","bac_ASV_477","bac_ASV_397","bac_ASV_418","bac_ASV_300","bac_ASV_460","bac_ASV_158","bac_ASV_399","bac_ASV_568","bac_ASV_599","bac_ASV_368","bac_ASV_1051","bac_ASV_521","bac_ASV_370","bac_ASV_75","bac_ASV_277","bac_ASV_878","bac_ASV_76","bac_ASV_228","bac_ASV_1337","bac_ASV_302","bac_ASV_125","bac_ASV_68","bac_ASV_1207","bac_ASV_11","bac_ASV_1305","bac_ASV_327","bac_ASV_428","bac_ASV_4","bac_ASV_213","bac_ASV_1032","bac_ASV_522","bac_ASV_729","bac_ASV_540","bac_ASV_846","bac_ASV_414","bac_ASV_504","bac_ASV_1841","bac_ASV_498","bac_ASV_103","bac_ASV_474","bac_ASV_95","bac_ASV_466","bac_ASV_587","bac_ASV_123","bac_ASV_1300","bac_ASV_192","bac_ASV_211","bac_ASV_220","bac_ASV_447","bac_ASV_165","bac_ASV_624","bac_ASV_292","bac_ASV_291","bac_ASV_169","bac_ASV_1","bac_ASV_564","bac_ASV_152","bac_ASV_272","bac_ASV_387","bac_ASV_608","bac_ASV_1603","bac_ASV_282","bac_ASV_188","bac_ASV_459","bac_ASV_573","bac_ASV_524","bac_ASV_128","bac_ASV_101","bac_ASV_384","bac_ASV_619","bac_ASV_16","bac_ASV_488","bac_ASV_309","bac_ASV_1402","bac_ASV_1018","bac_ASV_1128","bac_ASV_248","bac_ASV_29","bac_ASV_19","bac_ASV_59","bac_ASV_280","bac_ASV_206","bac_ASV_356","bac_ASV_15","bac_ASV_171","bac_ASV_156","bac_ASV_348","bac_ASV_372","bac_ASV_27","bac_ASV_341","bac_ASV_366","bac_ASV_388","bac_ASV_204","bac_ASV_350","bac_ASV_186","bac_ASV_308","bac_ASV_252","bac_ASV_1054","bac_ASV_942","bac_ASV_617","bac_ASV_1180","bac_ASV_650","bac_ASV_164","bac_ASV_790","bac_ASV_262","bac_ASV_670","bac_ASV_140","bac_ASV_214","bac_ASV_1025","bac_ASV_314","bac_ASV_471","bac_ASV_151","bac_ASV_179","bac_ASV_26","bac_ASV_134","bac_ASV_775","bac_ASV_721","bac_ASV_1068","bac_ASV_731","bac_ASV_235","bac_ASV_1102","bac_ASV_580","bac_ASV_576","bac_ASV_609","bac_ASV_468","bac_ASV_930","bac_ASV_1295","bac_ASV_1722","bac_ASV_799","bac_ASV_725","bac_ASV_451","bac_ASV_278","bac_ASV_1835","bac_ASV_815","bac_ASV_200","bac_ASV_693","bac_ASV_546","bac_ASV_263","bac_ASV_556","bac_ASV_1111","bac_ASV_92","bac_ASV_170","bac_ASV_316","bac_ASV_843","bac_ASV_1245","bac_ASV_663","bac_ASV_367","bac_ASV_683","bac_ASV_965","bac_ASV_44","bac_ASV_454","bac_ASV_903","bac_ASV_313","bac_ASV_88","bac_ASV_324","bac_ASV_814","fun_ASV_225","fun_ASV_520","fun_ASV_1069","fun_ASV_652","fun_ASV_146","fun_ASV_91","fun_ASV_405","fun_ASV_419","fun_ASV_787","fun_ASV_1024","fun_ASV_614","fun_ASV_38","fun_ASV_761","fun_ASV_134","fun_ASV_628","fun_ASV_152","fun_ASV_254","fun_ASV_116","fun_ASV_155","fun_ASV_53","fun_ASV_631","fun_ASV_925","fun_ASV_289","fun_ASV_231","fun_ASV_654","fun_ASV_249","fun_ASV_297","fun_ASV_188","fun_ASV_264","fun_ASV_1124","fun_ASV_197","fun_ASV_73","fun_ASV_117","fun_ASV_59","fun_ASV_307","fun_ASV_62","fun_ASV_65","fun_ASV_596","fun_ASV_89","fun_ASV_566","fun_ASV_522","fun_ASV_162","fun_ASV_904","fun_ASV_1092","fun_ASV_161","fun_ASV_257","fun_ASV_138","fun_ASV_141","fun_ASV_377","fun_ASV_508","fun_ASV_474","fun_ASV_983","fun_ASV_375","fun_ASV_258","fun_ASV_732","fun_ASV_106","fun_ASV_643","fun_ASV_105","fun_ASV_190","fun_ASV_170","fun_ASV_98","fun_ASV_189","fun_ASV_519","fun_ASV_1","fun_ASV_577","fun_ASV_20","fun_ASV_24","fun_ASV_346","fun_ASV_403","fun_ASV_431","fun_ASV_107","fun_ASV_100","fun_ASV_512","fun_ASV_940","fun_ASV_742","fun_ASV_211","fun_ASV_119","fun_ASV_309","fun_ASV_191","fun_ASV_602","fun_ASV_934","fun_ASV_3","fun_ASV_15","fun_ASV_618","fun_ASV_611","fun_ASV_248","fun_ASV_320","fun_ASV_202","fun_ASV_142","fun_ASV_259","fun_ASV_149","fun_ASV_389","fun_ASV_689","fun_ASV_207","fun_ASV_586","fun_ASV_169","fun_ASV_203","fun_ASV_661","fun_ASV_1274","fun_ASV_198","fun_ASV_51","fun_ASV_126","fun_ASV_83","fun_ASV_114","fun_ASV_1429","fun_ASV_275","fun_ASV_36","fun_ASV_46","fun_ASV_319","fun_ASV_125","fun_ASV_29","fun_ASV_410","fun_ASV_760","fun_ASV_78","fun_ASV_751","fun_ASV_935","fun_ASV_422","fun_ASV_80","fun_ASV_247","fun_ASV_316","fun_ASV_428","fun_ASV_241","fun_ASV_629","fun_ASV_363","fun_ASV_227","fun_ASV_183","fun_ASV_321","fun_ASV_113","fun_ASV_382","fun_ASV_79","fun_ASV_123","fun_ASV_27","fun_ASV_104","fun_ASV_31","fun_ASV_640","fun_ASV_236","fun_ASV_49","fun_ASV_102","fun_ASV_433","fun_ASV_222","fun_ASV_538","fun_ASV_118","fun_ASV_154","fun_ASV_266","fun_ASV_167","fun_ASV_326","fun_ASV_66","fun_ASV_217","fun_ASV_531","fun_ASV_1374","fun_ASV_489","fun_ASV_439","fun_ASV_256","fun_ASV_454","fun_ASV_233","fun_ASV_192","fun_ASV_591","fun_ASV_311","fun_ASV_268","fun_ASV_464","fun_ASV_37","fun_ASV_4","fun_ASV_581","fun_ASV_328","fun_ASV_52","fun_ASV_132","fun_ASV_516","fun_ASV_606","fun_ASV_111","fun_ASV_769","fun_ASV_178","fun_ASV_378","fun_ASV_351","fun_ASV_632","fun_ASV_150","fun_ASV_459","fun_ASV_136","fun_ASV_212","fun_ASV_280","fun_ASV_245","fun_ASV_226","fun_ASV_362","fun_ASV_515","fun_ASV_110","fun_ASV_747","fun_ASV_215","fun_ASV_5","fun_ASV_709","fun_ASV_273","fun_ASV_45","fun_ASV_810","fun_ASV_349","fun_ASV_13","fun_ASV_293","fun_ASV_103","fun_ASV_112","fun_ASV_638","fun_ASV_472","fun_ASV_642","fun_ASV_28","fun_ASV_72","fun_ASV_99","fun_ASV_166","fun_ASV_931","fun_ASV_646","fun_ASV_839","fun_ASV_698","fun_ASV_807","fun_ASV_809","fun_ASV_279","fun_ASV_308","fun_ASV_158","fun_ASV_483","fun_ASV_763","fun_ASV_592","fun_ASV_436","fun_ASV_235","fun_ASV_244","fun_ASV_854","fun_ASV_561","fun_ASV_590","fun_ASV_513","fun_ASV_702","fun_ASV_354","fun_ASV_23","fun_ASV_395","fun_ASV_324","fun_ASV_735","fun_ASV_76","fun_ASV_174","fun_ASV_392","fun_ASV_267","fun_ASV_546","fun_ASV_1021","fun_ASV_176","fun_ASV_228","fun_ASV_356","fun_ASV_85","fun_ASV_695","fun_ASV_543","fun_ASV_529","fun_ASV_635","fun_ASV_731","fun_ASV_334","fun_ASV_601","fun_ASV_757","fun_ASV_608","fun_ASV_265","fun_ASV_574","fun_ASV_600","fun_ASV_277","fun_ASV_487","fun_ASV_548","fun_ASV_310","fun_ASV_218","fun_ASV_120","fun_ASV_271","fun_ASV_383","fun_ASV_502","fun_ASV_507","fun_ASV_393","fun_ASV_299","fun_ASV_503","fun_ASV_255","fun_ASV_463","fun_ASV_563","fun_ASV_315","fun_ASV_921","fun_ASV_371","fun_ASV_2","fun_ASV_365","fun_ASV_171","fun_ASV_151","fun_ASV_42","fun_ASV_338","fun_ASV_131","fun_ASV_1032","fun_ASV_485","fun_ASV_860","fun_ASV_868","fun_ASV_367","fun_ASV_47","fun_ASV_664","fun_ASV_693","fun_ASV_820","fun_ASV_524","fun_ASV_317","fun_ASV_237","fun_ASV_685","fun_ASV_232","fun_ASV_917","fun_ASV_718","fun_ASV_680","fun_ASV_1360","fun_ASV_722","fun_ASV_359","fun_ASV_457","fun_ASV_593","fun_ASV_122","fun_ASV_290","fun_ASV_406","fun_ASV_462","fun_ASV_201","fun_ASV_361","fun_ASV_44","fun_ASV_605","fun_ASV_216","fun_ASV_559","fun_ASV_471","fun_ASV_322","fun_ASV_872","fun_ASV_564","fun_ASV_710","fun_ASV_421","fun_ASV_720","fun_ASV_620","fun_ASV_679","fun_ASV_674","fun_ASV_274","fun_ASV_370","fun_ASV_540","fun_ASV_242","fun_ASV_10","fun_ASV_147","fun_ASV_148","fun_ASV_143","fun_ASV_115","fun_ASV_33","fun_ASV_68","fun_ASV_67","fun_ASV_16","fun_ASV_39","fun_ASV_17","fun_ASV_34","fun_ASV_8","fun_ASV_764","fun_ASV_19","fun_ASV_70","fun_ASV_7","fun_ASV_56","fun_ASV_250","fun_ASV_95","fun_ASV_165","fun_ASV_82","fun_ASV_187","fun_ASV_6","fun_ASV_127","fun_ASV_447","fun_ASV_491","fun_ASV_32","fun_ASV_690","fun_ASV_523","fun_ASV_721","fun_ASV_196","fun_ASV_181","fun_ASV_683","fun_ASV_849","fun_ASV_688","fun_ASV_330","fun_ASV_397","fun_ASV_305","fun_ASV_1049","fun_ASV_71","fun_ASV_343","fun_ASV_185","fun_ASV_96","fun_ASV_545","fun_ASV_172","fun_ASV_541","fun_ASV_714","fun_ASV_725","fun_ASV_180","fun_ASV_517","fun_ASV_175","fun_ASV_576","fun_ASV_534","fun_ASV_9","fun_ASV_8309","fun_ASV_41","fun_ASV_84","fun_ASV_560","fun_ASV_445","fun_ASV_140","fun_ASV_22","fun_ASV_108","fun_ASV_762","fun_ASV_48","fun_ASV_21","fun_ASV_101","fun_ASV_168","fun_ASV_360","fun_ASV_184","fun_ASV_357","fun_ASV_30","fun_ASV_303","fun_ASV_650","fun_ASV_63","fun_ASV_229","fun_ASV_603","fun_ASV_435","fun_ASV_880","fun_ASV_585","fun_ASV_69","fun_ASV_575","fun_ASV_484","fun_ASV_86","fun_ASV_124","fun_ASV_160","fun_ASV_283","fun_ASV_164","fun_ASV_402","fun_ASV_269","fun_ASV_294","fun_ASV_547","fun_ASV_223","fun_ASV_193","fun_ASV_418","fun_ASV_145","fun_ASV_54","fun_ASV_754","fun_ASV_655","fun_ASV_246","fun_ASV_443","fun_ASV_58","fun_ASV_18","fun_ASV_50","fun_ASV_469","fun_ASV_627","fun_ASV_641","fun_ASV_272","fun_ASV_955","fun_ASV_57","fun_ASV_182","fun_ASV_97","fun_ASV_61","fun_ASV_261","fun_ASV_408","fun_ASV_1106","fun_ASV_847","fun_ASV_544","fun_ASV_578","fun_ASV_708","fun_ASV_387","fun_ASV_478","fun_ASV_214","fun_ASV_243","fun_ASV_562","fun_ASV_933","fun_ASV_899","fun_ASV_121","fun_ASV_939","fun_ASV_840","fun_ASV_910","fun_ASV_912","fun_ASV_677","fun_ASV_93","fun_ASV_743","fun_ASV_1003","fun_ASV_1053","fun_ASV_773","fun_ASV_296","fun_ASV_25","fun_ASV_43","fun_ASV_75","fun_ASV_159","fun_ASV_11","fun_ASV_14","fun_ASV_35","fun_ASV_595","fun_ASV_260","fun_ASV_549","fun_ASV_230","fun_ASV_186","fun_ASV_213","fun_ASV_453","fun_ASV_26","fun_ASV_135","fun_ASV_770","fun_ASV_703","fun_ASV_621","fun_ASV_210","fun_ASV_802","fun_ASV_425","fun_ASV_40","fun_ASV_314","fun_ASV_205","fun_ASV_648","fun_ASV_954","fun_ASV_413","fun_ASV_251","fun_ASV_287","fun_ASV_163","fun_ASV_204","fun_ASV_12","fun_ASV_612","fun_ASV_589","fun_ASV_270","fun_ASV_77","fun_ASV_74","fun_ASV_306"
"bac_ASV_662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bac_ASV_782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839009287925697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848559131924045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
