"igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
2,0.309644670050761,28.4326194707774,2
2,0.261802575107296,154.744886313875,2
2,0.309644670050761,28.4326194707774,2
1,0.239685658153242,0,1
1,0.199021207177814,0,1
7,0.357771260997067,754.380662248351,7
1,0.239685658153242,0,1
2,0.235521235521236,15.0234071525386,2
3,0.325333333333333,129.027177918104,3
2,0.255765199161426,315.267557272889,2
1,0.29047619047619,0,1
1,0.19645732689211,0,1
1,0.239685658153242,0,1
1,0.19645732689211,0,1
1,0.19645732689211,0,1
3,0.306532663316583,277.848297190143,3
5,0.265795206971678,282.914837880295,5
3,0.276018099547511,343.06876213846,3
1,0.234615384615385,0,1
3,0.312820512820513,61.2054396189023,3
1,0.253112033195021,0,1
1,0.199021207177814,0,1
15,0.304239401496259,2634.54574986328,15
1,0.199021207177814,0,1
1,0.29047619047619,0,1
4,0.324468085106383,152.934106097566,4
10,0.276643990929705,135.572480486069,10
1,0.234615384615385,0,1
2,0.309644670050761,28.4326194707774,2
11,0.278538812785388,532.763877182157,11
4,0.277272727272727,440.473834065928,4
1,0.199021207177814,0,1
2,0.300492610837438,35.1023448030909,2
2,0.300492610837438,35.1023448030909,2
1,0.29047619047619,0,1
3,0.312820512820513,55.369232077806,3
1,0.256302521008403,0,1
3,0.321052631578947,111.207842083361,3
3,0.299019607843137,211.819775540961,3
1,0.227188081936685,0,1
12,0.293975903614458,1248.72636298886,12
1,0.234615384615385,0,1
2,0.222222222222222,247.317212888465,2
1,0.227188081936685,0,1
2,0.309644670050761,28.4326194707774,2
1,0.29047619047619,0,1
5,0.324468085106383,383.630912257645,5
1,0.228464419475655,0,1
1,0.29047619047619,0,1
1,0.29047619047619,0,1
2,0.300492610837438,35.1023448030909,2
1,0.237816764132554,0,1
1,0.234615384615385,0,1
1,0.227188081936685,0,1
1,0.234615384615385,0,1
1,0.232380952380952,0,1
1,0.234615384615385,0,1
1,0.234615384615385,0,1
1,0.256302521008403,0,1
2,0.300492610837438,35.1023448030909,2
6,0.272321428571429,36.4700490825288,6
2,0.309644670050761,28.4326194707774,2
2,0.300492610837438,35.1023448030909,2
4,0.328840970350404,295.935781829908,4
5,0.338888888888889,200.563730664578,5
1,0.234615384615385,0,1
3,0.331521739130435,105.52216570836,3
1,0.228464419475655,0,1
1,0.29047619047619,0,1
5,0.327956989247312,243.674085345724,5
4,0.252066115702479,9.04251483807309,4
6,0.351585014409222,654.477343927834,6
1,0.219424460431655,0,1
1,0.256302521008403,0,1
1,0.253112033195021,0,1
1,0.227188081936685,0,1
1,0.256302521008403,0,1
1,0.234615384615385,0,1
1,0.253112033195021,0,1
1,0.227188081936685,0,1
2,0.301234567901235,1239.62747526006,2
4,0.288416075650118,422.272669367081,4
1,0.234615384615385,0,1
1,0.214411247803163,0,1
1,0.256302521008403,0,1
1,0.227188081936685,0,1
2,0.241106719367589,2.41425168443776,2
2,0.200988467874794,25.904476913306,2
1,0.239685658153242,0,1
1,0.227188081936685,0,1
1,0.227188081936685,0,1
3,0.260683760683761,222.741377814337,3
2,0.300492610837438,35.1023448030909,2
1,0.256302521008403,0,1
3,0.321052631578947,111.207842083361,3
8,0.276643990929705,165.091395013038,8
1,0.29047619047619,0,1
1,0.199021207177814,0,1
1,0.234615384615385,0,1
1,0.29047619047619,0,1
2,0.316062176165803,2123.24142904573,2
1,0.19645732689211,0,1
2,0.300492610837438,35.1023448030909,2
1,0.239685658153242,0,1
11,0.357771260997067,2397.80916893039,11
3,0.331521739130435,105.52216570836,3
2,0.244979919678715,306.394629286127,2
1,0.29047619047619,0,1
1,0.227188081936685,0,1
1,0.239685658153242,0,1
1,0.19645732689211,0,1
2,0.300492610837438,35.1023448030909,2
1,0.239685658153242,0,1
2,0.258474576271186,3.91976336309031,2
3,0.321052631578947,111.207842083361,3
1,0.239685658153242,0,1
1,0.239685658153242,0,1
1,0.19645732689211,0,1
