"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_1404",2,0.218604651162791,46,2
"ASV_187",2,0.454545454545455,4,2
"ASV_1182",2,0.555555555555556,6,2
"ASV_805",1,1,0,1
"ASV_2219",3,0.625,0,3
"ASV_890",3,0.625,0,3
"ASV_7711",4,0.833333333333333,6,4
"ASV_70",5,0.212910532276331,418.801814459773,5
"ASV_666",1,0.149800796812749,0,1
"ASV_555",8,0.356060606060606,193.666896407686,8
"ASV_372",9,0.382113821138211,308.806244778613,9
"ASV_713",4,0.291925465838509,93.2333333333333,4
"ASV_330",8,0.345588235294118,68.6730557454242,8
"ASV_669",1,0.246073298429319,0,1
"ASV_99",1,0.222222222222222,0,1
"ASV_1138",2,0.352941176470588,20,2
"ASV_3037",7,0.533333333333333,23.8694444444444,7
"ASV_1711",5,0.457142857142857,5.62222222222222,5
"ASV_142",1,1,0,1
"ASV_286",4,0.242268041237113,131,4
"ASV_2113",1,0.165492957746479,0,1
"ASV_1783",2,1,1,2
"ASV_276",1,0.161650902837489,0,1
"ASV_1745",9,0.236775818639798,586.825650292939,9
"ASV_865",6,0.20865704772475,81.6706161595313,6
"ASV_33",17,0.254742547425474,2386.90636655238,17
"ASV_65",10,0.234413965087282,171.658471192223,10
"ASV_866",15,0.262203626220363,1424.75624033761,15
"ASV_299",8,0.235588972431078,141.706899647641,8
"ASV_6",15,0.246395806028834,445.113276236725,15
"ASV_221",12,0.253711201079622,929.436477690088,12
"ASV_223",17,0.253711201079622,1315.11414012022,17
"ASV_504",14,0.246719160104987,829.631632887641,14
"ASV_674",18,0.252348993288591,904.2349702323,18
"ASV_869",17,0.253711201079622,1315.11414012022,17
"ASV_3126",15,0.246719160104987,320.428094710055,15
"ASV_511",15,0.253028263795424,1149.25060349948,15
"ASV_1421",16,0.245430809399478,428.827419237903,16
"ASV_905",11,0.244473342002601,1363.32155841407,11
"ASV_959",8,0.246395806028834,546.501274940002,8
"ASV_3000",17,0.259310344827586,1118.13765116062,17
"ASV_1924",14,0.242268041237113,360.104179760433,14
"ASV_4919",16,0.239490445859873,582.528786016567,16
"ASV_107",7,0.201933404940924,421.95165477807,7
"ASV_418",16,0.254397834912043,1524.94415774966,16
"ASV_691",11,0.227602905569007,237.797121749131,11
"ASV_2759",10,0.231527093596059,1677.48744762121,10
"ASV_1195",15,0.23238566131026,2267.64785608737,15
"ASV_183",13,0.231527093596059,483.837434900915,13
"ASV_4867",15,0.233250620347395,1129.70379992692,15
"ASV_3230",8,0.221959858323495,131.766645424226,8
"ASV_6465",16,0.211473565804274,1341.63591710703,16
"ASV_3356",15,0.233250620347395,913.5486903578,15
"ASV_7049",10,0.227602905569007,546.01118446592,10
"ASV_47",6,0.183414634146341,1781.5,6
"ASV_149",3,0.156405990016639,720,3
"ASV_677",4,0.156536219816819,552,4
"ASV_55",3,0.413793103448276,0,3
"ASV_725",5,0.5,15,5
"ASV_843",5,0.48,32,5
"ASV_1111",3,0.4,0,3
"ASV_2714",4,0.444444444444444,27,4
"ASV_1059",2,0.192622950819672,46,2
"ASV_3759",6,0.29746835443038,151.591888812941,6
"ASV_28",4,0.533333333333333,17,4
"ASV_284",11,0.207964601769911,421.312385854874,11
"ASV_408",14,0.201500535905681,207.941823921807,14
"ASV_6232",7,0.195020746887967,107.173868938406,7
