OTU	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_17	1.4061135371179	0.815152241668665	0.989141752193961	1.22634367903104	1.14467869303775	1.63151611619578	0.494834621060856	0.360344524521005	0.662589194699286	0.640095587607749	0.69398545935228	0.504686373467916	0.953506698187549	0.731782468032661	0.821440424825755	0.861381400542351	0.815494393476045	0.720057604608369
ASV_18	0.672489082969432	0.831135618956285	0.505726610144281	0.681302043906132	0.39846410200681	0.676482292081178	0.755273895303412	0.500966777992617	0.662589194699286	1.13510284202441	0.892267019167218	0.621845710165825	1.11899133175729	1.42505006932676	0.597411218055095	0.781623863455096	1.45063906531796	0.720057604608369
ASV_20	0.524017467248908	1.14281147606489	0.185928900788339	0.757002271006813	0.478156922408172	0.477516912057302	0.2343953468183	0.500966777992617	0.118926265715257	0.5974225484339	0.34699272967614	0.333453496755588	0.646178092986604	0.770297334771222	0.257218718884832	0.303078640931568	4.50090174860817	0.360028802304184
ASV_19	0.733624454148472	1.94997202908975	0.312360553324409	0.431491294473883	0.347750489024125	0.811778750497414	0.555603785050786	0.667955703990156	0.365273530411145	0.49500725441666	1.18142762723067	0.657894736842105	0.937746256895193	0.269604067169928	1.55160969133754	0.287127133514117	0.392064612248099	0.472037763021042
ASV_23	0.393013100436681	0.36761767761528	2.95255094451882	0.181680545041635	0.0579584148373542	0.151213688818146	0.928900078131782	0.53612234136052	0.263336731226639	0.56328411709482	0.553536021150033	0.450612833453497	0.425531914893617	0.0847327068248344	0.821440424825755	0.685914818950391	0.588096918372148	1.05608448675894
ASV_21	0.40174672489083	0.951010948613442	0.542912390301949	0.333080999242998	0.275302470477432	0.382013529645842	0.651098185606389	0.624011249780278	0.518178729187904	0.46086882307758	0.63615333773959	0.639870223503965	0.591016548463357	0.847327068248344	0.531032193826751	0.749720848620195	1.10562220653964	0.584046723737899
ASV_22	0.524017467248908	0.439542875409574	1.34612524170757	1.27176381529145	1.07223067449105	0.636689216076403	0.329889747373904	0.228511161891369	0.399252463472647	0.26457284287787	0.355254461335096	0.477649603460707	0.315208825847124	0.716376521337236	0.323597743113176	0.606157281863136	0.337175566533365	0.35202816225298
ASV_25	0.593886462882096	0.567409893710541	0.825524319500223	0.6888720666162	0.623052959501558	0.628730600875448	0.746592586161993	0.53612234136052	0.365273530411145	0.55474950926005	0.52048909451421	0.693943763518385	0.425531914893617	0.477584347558157	0.622303352140724	0.374860424310097	0.47831882694268	0.504040323225858
ASV_26	0.541484716157205	0.535443139135299	0.371857801576677	1.0219530658592	0.108672027820039	0.0636689216076403	0.564285094192204	0.852522411671647	0.849473326537547	0.3413843133908	0.553536021150033	0.414563806777217	1.2214342001576	0.20798028038823	0.431463657484235	0.271175626096666	0.0313651689798479	1.79214337146972
ASV_28	0.672489082969432	0.671301846080077	0.141305964599137	1.07494322482967	0.29703687604144	0.461599681655392	0.416702838788089	0.755844612409914	0.246347264695889	0.614491764103439	0.63615333773959	0.351478010093727	0.890464933018125	0.700970574641812	0.514437437769665	0.638060296698038	0.509683995922528	0.448035842867429
ASV_29	0.576419213973799	0.431551186765764	0.409043581734345	0.794852384557154	0.144896037093385	0.708316752884998	0.512197239343693	0.694322376516084	0.696568127760788	0.640095587607749	0.743555849306015	0.450612833453497	0.669818754925138	0.55461408103528	0.564221705940923	0.470569468814803	0.690033717556653	0.320025602048164
ASV_30	0.637554585152838	0.583393270998162	0.364420645545144	0.310370931112793	0.19560965007607	0.445682451253482	0.789999131869086	0.509755668834593	0.518178729187904	0.44379960740804	0.660938532716457	0.829127613554434	0.543735224586288	0.508396240949006	0.788250912711583	0.741745094911469	0.431271073472908	0.824065925274022
ASV_24	0.358078602620087	1.222728362503	1.22713074520303	0.280090840272521	0.470912120553503	0.819737365698369	0.2343953468183	0.254877834417297	0.18688413183826	0.39259196039942	0.545274289491077	0.135183850036049	0.472813238770686	0.585425974426129	0.356787255227348	1.41170840644441	0.39990590449306	0.368029442355388
ASV_31	0.358078602620087	0.279709102533365	0.929644503941693	0.560181680545042	0.89835542997899	0.588937524870673	0.416702838788089	0.500966777992617	0.229357798165138	0.45233421524281	0.537012557832122	0.261355443403028	0.457052797478329	0.639346787860114	0.273813474941918	0.526399744775881	0.878224731435741	0.560044803584287
ASV_27	0.524017467248908	0.663310157436266	0.490852298081214	0.310370931112793	0.383974498297472	0.604854755272583	0.902856150707527	0.404288978730884	0.433231396534149	0.36698813689511	0.512227362855254	0.702956020187455	0.527974783293932	0.462178400862733	0.605708596083638	0.550327005902058	0.345016858778327	0.656052484198736
ASV_33	0.558951965065502	0.279709102533365	0.327234865387476	0.507191521574565	0.565094544664203	0.756068444090728	0.477472002778019	0.325188961153102	0.611620795107034	0.896133822650849	0.421348314606742	0.324441240086518	0.464933018124507	0.577723001078416	0.522734815798208	0.374860424310097	0.360699443268251	0.424033922713817
ASV_32	0.427947598253275	0.447534564053384	0.535475234270415	0.476911430734292	0.470912120553503	0.429765220851572	0.408021529646671	0.219722271049394	0.424736663268773	0.57181872492959	0.487442167878387	0.477649603460707	0.449172576832151	0.523802187644431	0.55592432791238	0.598181528154411	0.509683995922528	0.66405312424994
ASV_35	0.262008733624454	0.623351714217214	0.267737617135207	0.575321725965178	0.0724480185466927	0.167130919220056	0.520878548485112	0.307611179469151	0.399252463472647	0.5974225484339	0.512227362855254	0.306416726748378	0.819542947202522	0.93976274842089	0.663790242283438	0.677939065241665	0.611620795107034	0.35202816225298
ASV_34	0.620087336244541	0.399584432190522	0.423917893797412	0.355791067373202	0.217344055640078	0.461599681655392	0.694504731313482	0.465811214624714	0.390757730207271	0.55474950926005	0.470918704560476	0.729992790194665	0.504334121355398	0.523802187644431	0.663790242283438	0.366884670601372	0.360699443268251	0.568045443635491
ASV_36	0.497816593886463	0.239750659314313	0.223114680946006	0.673732021196064	0.49989132797218	0.899323517707919	0.208351419394045	0.12304447178766	0.832483860006796	0.52061107792097	0.322207534699273	0.279379956741168	0.685579196217494	0.924356801725466	0.398274145370063	0.454617961397352	0.431271073472908	0.264021121689735
ASV_38	0.751091703056769	0.447534564053384	0.446229361892013	0.794852384557154	0.825907411432297	1.13012335853561	0.138900946262696	0.131833362629636	0.348284063880394	0.18776137236494	0.380039656311963	0.297404470079308	0.362490149724192	0.392851640733323	0.273813474941918	0.414739192853725	0.39990590449306	0.336026882150572
ASV_37	0.40174672489083	0.247742347958124	0.312360553324409	0.174110522331567	0.362240092733464	0.294468762435336	0.607691639899297	0.395500087888908	0.35677879714577	0.35845352906034	0.603106411103767	0.630857966834895	0.346729708431836	0.539208134339855	0.821440424825755	0.51044823735843	0.59593821061711	0.680054404352348
ASV_40	0.331877729257642	0.327659234396228	0.12643165253607	0.166540499621499	0.10142722596537	0.389972144846797	1.51054779060682	0.632800140622253	0.849473326537547	0.879064606981309	0.338730998017184	1.64023071377073	0.157604412923562	0.0616237867816977	0.174244938599403	0.103684798213431	0.0627303379596958	0.192015361228898
ASV_42	0.358078602620087	0.159833772876209	0.163617432693738	0.620741862225587	0.354995290878794	0.525268603263032	0.104175709697022	0.105466690103709	0.577641862045532	0.43526499957327	0.264375413086583	0.396539293439077	0.583136327817179	1.58681250962872	0.174244938599403	0.358908916892646	0.423429781227946	0.248019841587327
ASV_41	0.532751091703057	0.439542875409574	0.490852298081214	0.529901589704769	1.02151706150837	0.604854755272583	0.208351419394045	0.2900333977852	0.305810397553517	0.32431509772126	0.305684071381362	0.261355443403028	0.220646178092987	0.469881374210445	0.265516096913375	0.406763439144999	0.305810397553517	0.376030082406593
ASV_39	0.314410480349345	0.671301846080077	0.71396697902722	0.280090840272521	0.49989132797218	0.334261838440111	0.260439274242556	0.404288978730884	0.271831464492015	0.33284970555603	0.446133509583609	0.288392213410238	0.315208825847124	0.600831921121553	0.481247925655493	0.574254267028234	0.133301968164353	0.48803904312345
ASV_47	0.410480349344978	0.375609366259091	0.46110367395508	0.454201362604088	0.485401724262841	0.573020294468762	0.329889747373904	0.298822288627175	0.35677879714577	0.29017666638218	0.388301387970919	0.297404470079308	0.299448384554768	0.308118933908489	0.373382011284434	0.414739192853725	0.352858151023289	0.432034562765021
ASV_44	0.296943231441048	0.631343402861025	0.535475234270415	0.355791067373202	0.514380931681519	0.214882610425786	0.260439274242556	0.281244506943224	0.28032619775739	0.17922676453017	0.371777924653007	0.369502523431867	0.488573680063042	0.331227853951625	0.38997676734152	0.797575370872547	0.227397475103897	0.280022401792143
ASV_45	0.51528384279476	0.295692479820986	0.617283950617284	0.613171839515519	1.02151706150837	0.429765220851572	0.164944873686952	0.0966777992617332	0.314305130818892	0.26457284287787	0.280898876404494	0.153208363374189	0.362490149724192	0.55461408103528	0.182542316627946	0.159515074174509	0.423429781227946	0.232018561484919
ASV_54	0.358078602620087	0.18380883880764	0.342109177450543	0.953822861468585	0.586828950228211	0.779944289693593	0.121538327979859	0.0527333450518545	0.35677879714577	0.15362294102586	0.181758096497026	0.189257390050469	0.441292356185973	0.585425974426129	0.232326584799203	0.358908916892646	0.305810397553517	0.344027522201776
ASV_46	0.393013100436681	0.151842084232398	0.438792205860479	0.32551097653293	0.470912120553503	0.286510147234381	0.520878548485112	0.47460010546669	0.365273530411145	0.3413843133908	0.537012557832122	0.666906993511175	0.141843971631206	0.161762440301957	0.30700298705609	0.366884670601372	0.462636242452756	0.272021761740939
ASV_52	0.244541484716157	0.327659234396228	0.535475234270415	0.196820590461771	0.159385640802724	0.262634301631516	0.321208438232485	0.369133415362981	0.552157662249405	0.23896901937356	0.470918704560476	0.297404470079308	0.307328605200946	0.62394084116469	0.38997676734152	0.319030148349019	0.345016858778327	0.560044803584287
ASV_48	0.331877729257642	0.295692479820986	0.193366056819872	0.355791067373202	0.123161631529378	0.302427377636291	0.494834621060856	0.307611179469151	0.54366292898403	0.41819578390373	0.429610046265697	0.315428983417448	0.307328605200946	0.408257587428747	0.340192499170262	0.414739192853725	0.368540735513213	0.472037763021042
ASV_43	0.00873362445414847	0.0799168864381044	0.00743715603153354	0.113550340651022	0.354995290878794	0.0159172304019101	0.130219637121278	0.755844612409914	0.0339789330615019	0.37552274472988	0.446133509583609	0.306416726748378	2.36406619385343	0.123247573563395	0.0580816461998009	0.103684798213431	0.705716302046577	0.344027522201776
ASV_51	0.323144104803493	0.575401582354351	0.528038078238881	0.136260408781226	0.123161631529378	0.278551532033426	0.373296293080997	0.307611179469151	0.220863064899762	0.16215754886063	0.247851949768672	0.378514780100937	0.449172576832151	0.177168386997381	0.406571523398606	0.701866326367842	0.415588488982984	0.456036482918634
ASV_50	0.331877729257642	0.559418205066731	0.409043581734345	0.36336109008327	0.166630442657393	0.286510147234381	0.35593367479816	0.430655651256811	0.348284063880394	0.29871127421695	0.40482485128883	0.225306416726748	0.267927501970055	0.200277307040518	0.398274145370063	0.438666453979901	0.250921351838783	0.48803904312345
ASV_53	0.131004366812227	0.119875329657157	0.25286330507214	0.105980317940954	0.934579439252336	0.159172304019101	0.668460803889226	0.448233432940763	0.203873598369011	0.31578048988649	0.256113681427627	0.108147080028839	0.520094562647754	0.223386227083654	0.398274145370063	0.33498165576647	0.203873598369011	0.688055044403552
ASV_49	0.497816593886463	0.295692479820986	1.65848579503198	0.0227100681302044	0.108672027820039	0.214882610425786	0.0868130914141853	0.0966777992617332	1.14678899082569	0.990014508833319	0.0908790482485129	0.0450612833453497	0.110323089046493	0.13865352025882	0.207434450713574	0.0638060296698038	0.148984552654277	0.0720057604608369
ASV_55	0.410480349344978	0.815152241668665	0.290049085229808	0.234670704012112	0.449177714989495	0.413847990449662	0.425384147929508	0.430655651256811	0.152905198776758	0.35845352906034	0.264375413086583	0.360490266762797	0.275807722616233	0.0693267601294099	0.22402920677066	0.0877332907959802	0.337175566533365	0.256020481638531
ASV_57	0.22707423580786	0.247742347958124	0.290049085229808	0.227100681302044	0.39846410200681	0.358137684042977	0.208351419394045	0.193355598523466	0.254841997961264	0.26457284287787	0.363516192994052	0.324441240086518	0.315208825847124	0.338930827299338	0.414868901427149	0.398787685436274	0.313651689798479	0.432034562765021
ASV_58	0.393013100436681	0.279709102533365	0.342109177450543	0.48448145344436	0.470912120553503	0.326303223239156	0.303845819949648	0.254877834417297	0.101936799184506	0.35845352906034	0.313945803040317	0.198269646719539	0.260047281323877	0.238792173779079	0.265516096913375	0.17546658159196	0.235238767348859	0.272021761740939
ASV_62	0.279475982532751	0.327659234396228	0.275174773166741	0.348221044663134	0.318771281605448	0.302427377636291	0.260439274242556	0.421866760414836	0.314305130818892	0.19629598019971	0.437871777924653	0.162220620043259	0.267927501970055	0.308118933908489	0.282110852970461	0.215345350135588	0.313651689798479	0.232018561484919
ASV_56	0.0524017467248908	0.135858706944777	0.245426149040607	0.234670704012112	0.224588857494748	0.167130919220056	0.347252365656741	0.114255580945685	0.254841997961264	0.30724588205172	0.305684071381362	0.225306416726748	0.267927501970055	0.616237867816977	0.522734815798208	0.342957409475195	0.376382027758175	0.280022401792143
ASV_59	0.244541484716157	0.287700791177176	0.334672021419009	0.416351249053747	0.543360139100196	0.397930760047752	0.164944873686952	0.149411144313588	0.237852531430513	0.21336519586925	0.156972901520159	0.144196106705119	0.228526398739165	0.215683253735942	0.182542316627946	0.239272611261764	0.274445228573669	0.280022401792143
ASV_61	0.235807860262009	0.311675857108607	0.096683028409936	0.151400454201363	0.10142722596537	0.0955033824114604	0.564285094192204	0.395500087888908	0.331294597349643	0.32431509772126	0.34699272967614	0.441600576784427	0.346729708431836	0.20798028038823	0.315300365084633	0.263199872387941	0.156825844899239	0.208016641331307
ASV_60	0.200873362445415	0.223767282026692	0.171054588725271	0.181680545041635	0.478156922408172	0.191006764822921	0.416702838788089	0.263666725259272	0.161399932042134	0.3413843133908	0.165234633179114	0.108147080028839	0.283687943262411	0.392851640733323	0.30700298705609	0.319030148349019	0.156825844899239	0.368029442355388
ASV_67	0.192139737991266	0.19180052745145	0.48341514204968	0.386071158213475	0.550604940954865	0.413847990449662	0.156263564545533	0.166988925997539	0.18688413183826	0.1706921566954	0.206543291473893	0.234318673395818	0.16548463356974	0.231089200431366	0.107865914371059	0.223321103844313	0.290127813063593	0.304024321945756
ASV_64	0.279475982532751	0.247742347958124	0.25286330507214	0.310370931112793	0.210099253785409	0.246717071229606	0.251757965101137	0.246088943575321	0.195378865103636	0.16215754886063	0.710508922670192	0.189257390050469	0.181245074862096	0.254198120474503	0.265516096913375	0.199393842718137	0.219556182858935	0.288023041843347
ASV_66	0.253275109170306	0.279709102533365	0.35698348951361	0.36336109008327	0.311526479750779	0.358137684042977	0.190988801111208	0.131833362629636	0.178389398572885	0.17922676453017	0.23132848645076	0.144196106705119	0.236406619385343	0.338930827299338	0.207434450713574	0.215345350135588	0.43911236571787	0.152012160972878
ASV_65	0.0786026200873362	0.0319667545752418	0.00743715603153354	3.28538985616957	0	0.0557103064066852	0.0868130914141853	0.0966777992617332	0.0764525993883792	0.0938806861824699	0.107402511566424	0.0180245133381399	0.20488573680063	0.0154059466954244	0.016594756057086	0.0957090445047057	0.0235238767348859	0.104008320665653
ASV_68	0.366812227074236	0.239750659314313	0.35698348951361	0.348221044663134	0.463667318698834	0.366096299243932	0.164944873686952	0.114255580945685	0.0934420659191301	0.17922676453017	0.272637144745539	0.234318673395818	0.267927501970055	0.246495147126791	0.116163292399602	0.223321103844313	0.164667137144201	0.31202496199696
ASV_63	0.0960698689956332	0.0639335091504835	0.0669344042838019	0.0529901589704769	0.123161631529378	0.103461997612415	0.390658911363834	0.316400070311127	0.212368331634387	1.26312195954596	0.28916060806345	1.05443403028118	0.086682427107959	0.0462178400862733	0.016594756057086	0.0957090445047057	0.235238767348859	0.13601088087047
ASV_70	0.148471615720524	0.199792216095261	0.416480737765878	0.196820590461771	0.767948996594943	0.151213688818146	0.147582255404115	0.184566707681491	0.0594631328576283	0.27310745071264	0.371777924653007	0.144196106705119	0.173364854215918	0.115544600215683	0.149352804513774	0.191418089009411	0.392064612248099	0.168013441075286
ASV_69	0.253275109170306	0.279709102533365	0.275174773166741	0.24224072672218	0.246323263058755	0.238758456028651	0.29516451080823	0.272455616101248	0.127420998980632	0.20483058803448	0.388301387970919	0.153208363374189	0.181245074862096	0.184871360345093	0.257218718884832	0.183442335300686	0.282286520818631	0.224017921433715
ASV_82	0.253275109170306	0.383601054902901	0.25286330507214	0.234670704012112	0.405708903861479	0.397930760047752	0.173626182828371	0.0439444542098787	0.237852531430513	0.22189980370402	0.23132848645076	0.243330930064888	0.149724192277384	0.184871360345093	0.132758048456688	0.239272611261764	0.227397475103897	0.152012160972878
ASV_72	0.349344978165939	0.199792216095261	0.327234865387476	0.628311884935655	0.289792074186771	0.573020294468762	0.104175709697022	0.0615222358938302	0.135915732246007	0.11948450968678	0.132187706543291	0.153208363374189	0.141843971631206	0.177168386997381	0.124460670428145	0.223321103844313	0.196032306124049	0.160012801024082
ASV_71	0.253275109170306	0.119875329657157	0.12643165253607	0.234670704012112	0.217344055640078	1.00278551532033	0.173626182828371	0.0615222358938302	0.229357798165138	0.1706921566954	0.198281559814937	0.288392213410238	0.149724192277384	0.146356493606532	0.257218718884832	0.151539320465784	0.133301968164353	0.232018561484919
ASV_74	0.235807860262009	0.263725725245744	0.290049085229808	0.158970476911431	0.246323263058755	0.198965380023876	0.338571056515322	0.175777816839515	0.237852531430513	0.14508833319109	0.297422339722406	0.207281903388608	0.118203309692671	0.20798028038823	0.414868901427149	0.0877332907959802	0.148984552654277	0.232018561484919
ASV_76	0.2882096069869	0.199792216095261	0.185928900788339	0.12112036336109	0.123161631529378	0.127337843215281	0.286483201666811	0.210933380207418	0.237852531430513	0.23896901937356	0.247851949768672	0.270367700072098	0.149724192277384	0.223386227083654	0.398274145370063	0.342957409475195	0.125460675919392	0.232018561484919
ASV_73	0.270742358078603	0.167825461520019	0.111557340473003	0.189250567751703	0.079692820401362	0.230799840827696	0.130219637121278	0.202144489365442	0.169894665307509	0.19629598019971	0.206543291473893	0.216294160057678	0.0945626477541371	0.13865352025882	0.290408230999004	0.797575370872547	0.243080059593821	0.216017281382511
ASV_75	0.122270742358079	0.215775593382882	0.364420645545144	0.24224072672218	0.405708903861479	0.278551532033426	0.0781317822727667	0.184566707681491	0.220863064899762	0.0768114705129299	0.454395241242564	0.117159336697909	0.212765957446809	0.169465413649669	0.199137072685032	0.191418089009411	0.148984552654277	0.184014721177694
ASV_77	0.192139737991266	0.111883641013346	0.282611929198275	0.174110522331567	0.181120046366732	0.167130919220056	0.112857018838441	0.0878889084197574	0.178389398572885	0.13655372535632	0.165234633179114	0.315428983417448	0.12608353033885	0.492990294253582	0.124460670428145	0.749720848620195	0.11761938367443	0.152012160972878
ASV_83	0.165938864628821	0.351634300327659	0.141305964599137	0	0.0217344055640078	0.970951054516514	0.277801892525393	0.0439444542098787	0.101936799184506	0.46086882307758	0.0826173165895572	0.117159336697909	0.567375886524823	0	0.107865914371059	0.183442335300686	0.0784129224496197	0.13601088087047
ASV_84	0.192139737991266	0.0639335091504835	0.208240368882939	0.24224072672218	0.217344055640078	0.183048149621966	0.0954944005556038	0.114255580945685	0.390757730207271	0.23043441153879	0.156972901520159	0.189257390050469	0.197005516154452	0.292712987213064	0.240623962827746	0.223321103844313	0.243080059593821	0.296023681894552
ASV_81	0.244541484716157	0.119875329657157	0.141305964599137	0.20439061317184	0.326016083460117	0.0875447672105054	0.104175709697022	0.298822288627175	0.118926265715257	0.23043441153879	0.660938532716457	0.261355443403028	0.141843971631206	0.0539208134339855	0.340192499170262	0.159515074174509	0.141143260409315	0.144011520921674
ASV_93	0.0960698689956332	0.0319667545752418	0.0892458723784025	0.0681302043906132	0.449177714989495	0.0875447672105054	0.130219637121278	1.02830022851116	0.0424736663268773	0.17922676453017	0.40482485128883	0.117159336697909	0.0157604412923562	0.0539208134339855	0.315300365084633	0	0.384223320003137	0.240019201536123
ASV_79	0.305676855895196	0.127867018300967	0.096683028409936	0.257380772142316	0.311526479750779	0.485475527258257	0.0347252365656741	0.0615222358938302	0.271831464492015	0.11094990185201	0.0743555849306015	0.171232876712329	0.236406619385343	0.431366507471884	0.141055426485231	0.167490827883235	0.172508429389163	0.17601408112649
ASV_78	0.209606986899563	0.17581715016383	0.0892458723784025	0.105980317940954	0.326016083460117	0.167130919220056	0.225714037676882	0.140622253471612	0.169894665307509	0.12801911752155	0.148711169861203	0.225306416726748	0.189125295508274	0.100138653520259	0.265516096913375	0.486520976232254	0.290127813063593	0.224017921433715
ASV_85	0.174672489082969	0.17581715016383	0.237988993009073	0.158970476911431	0.0724480185466927	0.135296458416236	0.0954944005556038	0.175777816839515	0.297315664288141	0.18776137236494	0.165234633179114	0.108147080028839	0.291568163908589	0.223386227083654	0.199137072685032	0.17546658159196	0.376382027758175	0.408032642611409
ASV_80	0.270742358078603	0.19180052745145	0.200803212851406	0.227100681302044	0.137651235238716	0.183048149621966	0.121538327979859	0.140622253471612	0.0339789330615019	0.11948450968678	0.363516192994052	0.198269646719539	0.0236406619385343	0	0.381679389312977	0.311054394640293	0.321492982043441	0.384030722457797
ASV_87	0.0786026200873362	0.159833772876209	0	0.174110522331567	0.0217344055640078	0.0636689216076403	0.0954944005556038	0.175777816839515	0.0424736663268773	0.1706921566954	0.132187706543291	0.207281903388608	0.181245074862096	0.546911107687567	0.0497842681712579	0.295102887222843	0.988002822865208	0.192015361228898
ASV_88	0.2882096069869	0.391592743546711	0.0520600922207348	0.0454201362604088	0.0144896037093386	1.15399920413848	0.121538327979859	0.140622253471612	0.110431532449881	0.29017666638218	0.11566424322538	0.243330930064888	0.173364854215918	0.0308118933908489	0.30700298705609	0.135587813048333	0.00784129224496197	0.0240019201536123
ASV_86	0.192139737991266	0.263725725245744	0.0297486241261342	0.0984102952308857	0.0289792074186771	0.135296458416236	0.190988801111208	0.41307786957286	0.0934420659191301	0.0597422548433899	0.11566424322538	0.189257390050469	0.275807722616233	0.292712987213064	0.348489877198805	0.167490827883235	0.43911236571787	0.160012801024082
ASV_89	0.183406113537118	0.207783904739071	0.096683028409936	0.128690386071158	0.0652032166920235	0.198965380023876	0.321208438232485	0.184566707681491	0.118926265715257	0.24750362720833	0.239590218109716	0.180245133381399	0.086682427107959	0.269604067169928	0.215731828742117	0.231296857553039	0.203873598369011	0.264021121689735
ASV_97	0.104803493449782	0.19180052745145	0.133868808567604	0.196820590461771	0.326016083460117	0.198965380023876	0.2343953468183	0.140622253471612	0.127420998980632	0.12801911752155	0.132187706543291	0.162220620043259	0.181245074862096	0.146356493606532	0.257218718884832	0.239272611261764	0.172508429389163	0.240019201536123
ASV_92	0.506550218340611	0.18380883880764	0.215677524914473	0.280090840272521	0.00724480185466928	0.119379228014326	0.286483201666811	0.272455616101248	0.458715596330275	0.38405735256465	0.23132848645076	0.0720980533525595	0.0315208825847124	0.0462178400862733	0	0.231296857553039	0.0470477534697718	0.0160012801024082
