Order	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Actinobacteria|Actinobacteria|Streptomycetales	3.17903930131004	2.90098297770319	3.27978580990629	2.2558667676003	1.18090270231109	1.86231595702348	2.50889834186995	3.64738969941993	8.45225959904859	4.91593411282752	3.08988764044944	3.22638788752704	4.16863672182821	3.56647665999076	3.39362761367408	6.33274844472803	4.52442562534306	3.40827266181295
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales	1.06550218340611	1.6063294174059	0.475977986018147	1.69568508705526	0.383974498297472	1.00278551532033	0.902856150707527	1.59078924239761	0.739041794087666	1.18631048903303	1.25578321216127	0.982335976928623	1.59968479117415	1.7023571098444	1.02887487553933	1.13255702663902	2.05441856818004	1.24809984798784
Bacteria|Actinobacteria|Actinobacteria|Unassigned	5.83406113537118	8.91073283784864	6.52238583965492	5.72293716881151	3.80352097370137	4.63987266215678	7.27493706050872	7.91000175777817	6.77030241250425	5.81206793547836	6.55155320555188	5.50648882480173	9.38534278959811	9.05869665690957	7.83272485894457	8.29478385707449	6.96306751352623	7.84862789023122
Bacteria|Actinobacteria|Rubrobacteria|Rubrobacterales	0.0174672489082969	0.119875329657157	0.0446229361892013	0.0454201362604088	0.00724480185466928	0.0477516912057302	0.112857018838441	0.0791000175777817	0.0339789330615019	0.05120764700862	0.0330469266358229	0.135183850036049	0.0788022064617809	0.0385148667385611	0.0580816461998009	0.0638060296698038	0.109778091429468	0.0480038403072246
Bacteria|Actinobacteria|Thermoleophilia|Gaiellales	0.00873362445414847	0.0399584432190522	0.0148743120630671	0.00757002271006813	0	0.0159172304019101	0.0347252365656741	0.0527333450518545	0.00849473326537547	0.01706921566954	0.0165234633179114	0.0180245133381399	0.00788022064617809	0.00770297334771222	0.0331895121141719	0.0159515074174509	0.0235238767348859	0.0080006400512041
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales	0.593886462882096	0.527451450491489	0.223114680946006	0.302800908402725	0.246323263058755	0.740151213688818	1.0330757878288	0.571277904728423	0.501189262657153	0.48647264658189	0.644415069398546	0.982335976928623	0.307328605200946	0.215683253735942	0.331895121141719	0.255224118679215	0.509683995922528	0.368029442355388
Bacteria|Actinobacteria|Thermoleophilia|Unassigned	0.00873362445414847	0.0239750659314313	0	0	0.00724480185466928	0.0159172304019101	0.0173626182828371	0.035155563367903	0.0254841997961264	0	0	0.00901225666906993	0.0157604412923562	0.0231089200431367	0.00829737802854298	0.00797575370872547	0	0.0080006400512041
Bacteria|Actinobacteria|Unassigned|Unassigned	0.873362445414847	1.39055382402302	0.870147255689424	0.991672975018925	0.789683402158951	0.947075208913649	1.89252539282924	1.89840042186676	1.15528372409106	1.50209097891952	1.55320555188367	1.96467195385725	1.59180457052797	1.21706978893853	1.56820444739462	1.14053278034774	1.19971771347918	1.20009600768061
Bacteria|Armatimonadetes|Unassigned|Unassigned	0	0.00799168864381044	0.0148743120630671	0.00757002271006813	0	0.0238758456028651	0.0520878548485112	0.0439444542098787	0.0339789330615019	0.00853460783476999	0.0165234633179114	0.0270367700072098	0.0236406619385343	0.00770297334771222	0.0414868901427149	0.0239272611261764	0.0156825844899239	0.0080006400512041
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales	0.139737991266376	0.0559418205066731	0.0669344042838019	0.060560181680545	0.0217344055640078	0.0716275368085953	0.538241166767949	0.298822288627175	0.492694529391777	0.40112656823419	0.28916060806345	0.243330930064888	0.338849487785658	0.469881374210445	0.348489877198805	0.342957409475195	0.243080059593821	0.160012801024082
Bacteria|Bacteroidetes|Cytophagia|Cytophagales	1.04803493449782	0.655318468792456	0.200803212851406	0.280090840272521	0.391219300152141	0.143255073617191	1.44977862661689	0.720689049042011	1.15528372409106	2.15925578219681	1.0079312623926	0.838139870223504	1.05594956658786	1.0090895085503	1.39395950879522	1.41968416015313	0.580255626127186	0.864069125530042
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	1.50218340611354	1.67825461520019	6.82730923694779	2.34670704012112	4.18025067014417	1.79068842021488	1.39769077176838	6.62682369484971	6.16717635066259	4.50627293675856	1.90019828155981	1.89257390050469	3.50669818754925	3.92081343398552	2.56388981081978	1.71478704737598	3.43448600329334	4.14433154652372
Bacteria|Bacteroidetes|Unassigned|Unassigned	0.270742358078603	0.103891952369536	0.12643165253607	0.196820590461771	0.130406433384047	0.0716275368085953	0.277801892525393	0.254877834417297	0.501189262657153	0.33284970555603	0.247851949768672	0.315428983417448	0.260047281323877	0.377445694037899	0.331895121141719	0.295102887222843	0.313651689798479	0.256020481638531
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned	0	0	0.0148743120630671	0.0151400454201363	0.123161631529378	0.00795861520095503	0	0.0878889084197574	0	0.01706921566954	0.0165234633179114	0	0	0	0.0331895121141719	0.00797575370872547	0	0.0480038403072246
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales	0.0786026200873362	0.103891952369536	0.0223114680946006	0.060560181680545	0.0652032166920235	0.0557103064066852	0.0607691639899297	0.0263666725259272	0.0849473326537547	0.01706921566954	0.0413086582947786	0.0180245133381399	0.0788022064617809	0.0616237867816977	0.0414868901427149	0.0478545222523529	0.0235238767348859	0.0720057604608369
Bacteria|Firmicutes|Bacilli|Bacillales	1.41484716157205	1.36657875809158	0.996578908225495	3.20968962906889	0.528870535390857	1.5041782729805	4.77472002778019	2.53120056248901	2.2511043153245	3.17487411453444	1.5862524785195	4.63229992790195	0.685579196217494	0.508396240949006	0.987387985396615	0.813526878289998	0.509683995922528	0.904072325786063
Bacteria|Firmicutes|Clostridia|Clostridiales	0	0.415567809478143	0.0297486241261342	0.0151400454201363	0.0144896037093386	0.00795861520095503	0.0520878548485112	0.00878889084197574	0.0849473326537547	0.00853460783476999	0.0165234633179114	0.0720980533525595	0	0.0154059466954244	0	0.00797575370872547	0.00784129224496197	0.17601408112649
Bacteria|Nitrospirae|Nitrospira|Nitrospirales	0.0436681222707424	0.0479501318628626	0.0223114680946006	0.0529901589704769	0.0217344055640078	0.0477516912057302	0.0868130914141853	0.0527333450518545	0.0764525993883792	0.0597422548433899	0.0908790482485129	0.135183850036049	0.0709219858156028	0.06932676012941	0.0746764022568868	0.303078640931568	0.101936799184506	0.152012160972878
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales	0.00873362445414847	0.127867018300967	0.0297486241261342	0.0151400454201363	0	0.0318344608038201	0.243076655959719	0.41307786957286	0.169894665307509	0.0853460783476999	0.156972901520159	0.225306416726748	0.102442868400315	0.0847327068248344	0.0995685363425158	0.0957090445047057	0.0784129224496197	0.0240019201536123
Bacteria|Planctomycetes|Planctomycetacia|Unassigned	0.00873362445414847	0.0319667545752418	0.0520600922207348	0.00757002271006813	0	0.00795861520095503	0.130219637121278	0.140622253471612	0.0679578661230037	0.00853460783476999	0.0247851949768672	0.108147080028839	0.0394011032308905	0.0385148667385611	0.0663790242283439	0.0239272611261764	0.00784129224496197	0.0240019201536123
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales	1.26637554585153	0.990969391832494	1.14532202885617	1.0219530658592	1.34028834311382	1.38479904496618	0.963625314697456	1.01072244682721	0.535168195718654	0.742510881624989	1.14011896893589	0.973323720259553	0.86682427107959	1.0090895085503	0.763358778625954	0.901260169085979	0.878224731435741	0.896071685734859
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	10.82096069869	10.0535443139135	14.2793395805444	12.558667676003	14.0983844091864	12.9327497015519	11.0860317735915	9.93144665143259	6.94019707781176	9.04668430485619	11.3516192994052	10.8507570295602	7.64381402679275	8.51948852256971	8.94457351476933	9.19604402616047	9.9584411511017	9.74477958236659
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	0.558951965065502	0.615360025573404	0.416480737765878	0.333080999242998	0.159385640802724	0.397930760047752	1.00703186040455	0.650377922306205	0.654094461433911	0.58035333276436	0.553536021150033	0.729992790194665	0.591016548463357	0.369742720690186	0.580816461998009	0.478545222523528	0.305810397553517	0.392031362509001
Bacteria|Proteobacteria|Alphaproteobacteria|Sneathiellales	0.0436681222707424	0.0559418205066731	0.0297486241261342	0.0302800908402725	0.0652032166920235	0.0397930760047752	0.0347252365656741	0.0527333450518545	0.00849473326537547	0.03413843133908	0.0660938532716457	0.0630857966834895	0.0788022064617809	0.0770297334771222	0.0414868901427149	0.191418089009411	0.0862542146945817	0.0960076806144492
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	1.84279475982533	1.90202189722688	3.30209727800089	2.91445874337623	3.47750489024125	2.72184639872662	1.6407674277281	1.51168922481983	1.18076792388719	1.3655372535632	1.78453403833444	1.88356164383562	1.0086682427108	1.60221845632414	1.26120146033853	1.99393842718137	1.93679918450561	1.51212096967757
Bacteria|Proteobacteria|Alphaproteobacteria|Unassigned	1.46724890829694	1.58235435147447	1.2643165253607	1.15821347464042	1.11569948561907	1.62355750099483	2.35263477732442	1.40622253471612	1.46109412164458	1.41674490057182	1.71017845340383	1.71232876712329	1.08747044917258	1.27099060237252	1.8918021905078	1.43563566757059	0.95663765388536	1.68813505080406
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	31.4235807860262	20.1390553824023	26.7217016213	29.3414080242241	39.7232485691516	31.6354954237963	19.0294296379894	16.5406925645983	23.4879374787632	24.1273363488948	22.761070720423	18.5382119682769	25.1536643026005	31.9365274996149	23.4400929306339	25.0757696602329	26.4251548655218	23.6978958316665
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales	0.22707423580786	0.36761767761528	0.171054588725271	0.181680545041635	0.427443309425487	0.533227218463987	0.173626182828371	0.333977851995078	0.263336731226639	0.27310745071264	0.247851949768672	0.144196106705119	0.267927501970055	0.369742720690186	0.539329571855294	0.287127133514117	0.250921351838783	0.232018561484919
Bacteria|Proteobacteria|Betaproteobacteria|Unassigned	2.2707423580786	1.82210501078878	1.95597203629332	2.74034822104466	2.19517496196479	3.14365300437724	1.90988801111208	1.09861135524697	2.2511043153245	2.33848254672698	2.09847984137475	3.39762076423937	1.97005516154452	2.34170389770451	2.33156322602058	1.85037486042431	1.94464047675057	2.23217857428594
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales	0.0436681222707424	0.0639335091504835	0.0223114680946006	0.0757002271006813	0.0724480185466927	0.0557103064066852	0.0607691639899297	0.035155563367903	0.0509683995922528	0.02560382350431	0.0495703899537343	0.0360490266762797	0.0315208825847124	0.0770297334771222	0.0248921340856289	0.0398787685436274	0.00784129224496197	0.0240019201536123
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales	0.890829694323144	0.631343402861025	0.594972482522683	0.666161998485995	0.586828950228211	0.517309988062077	0.972306623838875	0.615222358938302	0.747536527353041	0.785183920798839	0.793126239259749	0.982335976928623	0.527974783293932	0.570020027730704	0.796548290740126	0.75769660232892	0.635144671841919	0.720057604608369
Bacteria|Proteobacteria|Deltaproteobacteria|Unassigned	0.0524017467248908	0.0719251977942939	0.0223114680946006	0.0227100681302044	0.0507136129826849	0.0397930760047752	0.138900946262696	0.035155563367903	0.0594631328576283	0.05120764700862	0.05783212161269	0.0991348233597693	0.086682427107959	0.0924356801725466	0.0497842681712579	0.0319030148349019	0.0940955069395436	0.0560044803584287
Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales	0.0873362445414847	0.0239750659314313	0.0148743120630671	0.0454201362604088	0.0362240092733464	0.00795861520095503	0.0520878548485112	0.263666725259272	0.569147128780156	0.35845352906034	0.0330469266358229	0.0270367700072098	0.260047281323877	0.0462178400862733	0.0580816461998009	0.0398787685436274	0.0156825844899239	0.0720057604608369
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales	0	0	0.00743715603153354	0	0	0	0.642416876464971	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales	2.2707423580786	2.08583073603452	1.71054588725271	1.75624526873581	0.891110628124321	1.67130919220056	3.02977689035507	2.16206714712603	2.34454638124363	2.03977127251003	2.51156642432254	2.58651766402307	1.67060677698976	2.31859497766138	2.63856621307667	2.63199872387941	2.09362502940485	2.81622529802384
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	0.331877729257642	0.231758970670503	0.215677524914473	0.280090840272521	1.13743389118308	0.310385992837246	0.807361750151923	2.1005449112322	0.365273530411145	2.18485960570112	1.1566424322538	1.93763518385004	0.133963750985028	0.184871360345093	0.431463657484235	0.239272611261764	0.925272484905512	0.52804224337947
Bacteria|Proteobacteria|Gammaproteobacteria|Unassigned	1.37117903930131	1.15879485335251	0.951955972036293	0.893262679788039	0.992537854089691	1.13012335853561	1.81439361055647	1.07224468272104	1.30818892286782	1.12656823418964	1.36318572372769	1.71232876712329	1.36327817178881	1.23247573563395	1.7756388981082	1.57122348061892	1.19971771347918	1.69613569085527
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	2.10480349344978	1.51842084232398	2.2832069016808	2.55866767600303	2.70955589364631	3.04019100676482	1.63208611858668	1.60836702408156	1.99626231736323	1.73252539045831	2.97422339722406	2.34318673395818	1.62332545311269	2.01047604375289	2.26518420179223	2.38475035890892	2.11714890613973	2.59220737659013
Bacteria|Proteobacteria|Oligoflexia|Bacteriovoracales	0.0786026200873362	0.127867018300967	0.282611929198275	0.166540499621499	0.528870535390857	0.222841225626741	0.156263564545533	0.184566707681491	0.127420998980632	0.30724588205172	0.214805023132849	0.0720980533525595	0.220646178092987	0.546911107687567	0.132758048456688	0.167490827883235	0.290127813063593	0.0880070405632451
Bacteria|Proteobacteria|Unassigned|Unassigned	1.7117903930131	1.35059538080396	1.46511973821211	0.953822861468584	0.869376222560313	1.10624751293275	2.55230488757705	1.67867815081737	1.55453618756371	1.55329862592814	2.04064771976206	2.46034607065609	1.17415287628054	1.21706978893853	2.13242615333555	1.81847184558941	1.47416294205285	2.19217537402992
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales	0.0436681222707424	0.0159833772876209	0.0520600922207348	0.0681302043906132	0.0869376222560313	0.0716275368085953	0.0781317822727667	0.0615222358938302	0.0934420659191302	0.13655372535632	0.11566424322538	0.0540735400144196	0.0394011032308905	0.0847327068248344	0.0746764022568868	0.111660551922157	0.0470477534697718	0.13601088087047
Bacteria|Unassigned|Unassigned|Unassigned	9.54585152838428	10.245344841365	5.88279042094303	7.42619227857684	6.22328479316091	9.28770393951453	10.6346036982377	10.6345579187906	8.32483860006796	9.93428351967227	9.58360872438863	10.7245854361932	11.4814814814815	7.38715144045602	10.4629936939927	8.06348699952146	7.99811808986121	9.49675974077926
Bacteria|Verrucomicrobia|Opitutae|Opitutales	0.00873362445414847	0.00799168864381044	0.0148743120630671	0.0151400454201363	0.0217344055640078	0.0238758456028651	0.0260439274242556	0.0263666725259272	0.0934420659191301	0.0768114705129299	0.140449438202247	0.216294160057678	0.118203309692671	0.0770297334771222	0.132758048456688	0.0717817833785293	0.0548890457147338	0.0480038403072246
Bacteria|Verrucomicrobia|Subdivision3|Unassigned	0.0611353711790393	0.0239750659314313	0.0371857801576677	0.00757002271006813	0.0144896037093386	0.0397930760047752	0.0347252365656741	0.035155563367903	0.0594631328576283	0.05120764700862	0.0660938532716457	0.0360490266762797	0.0236406619385343	0.0154059466954244	0.0663790242283438	0.0319030148349019	0.00784129224496197	0.0320025602048164
Bacteria|Verrucomicrobia|Unassigned|Unassigned	0.0262008733624454	0.00799168864381044	0.0223114680946006	0	0.0144896037093386	0.0159172304019101	0.112857018838441	0.0263666725259272	0.0594631328576283	0.00853460783476999	0.0413086582947786	0.0720980533525595	0.0315208825847124	0.0154059466954244	0.0248921340856289	0.0638060296698038	0.0156825844899239	0.0240019201536123
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales	0	0	0.0223114680946006	0	0.00724480185466928	0.00795861520095503	0.0173626182828371	0.0175777816839515	0.0594631328576283	0.00853460783476999	0.0660938532716457	0.0630857966834895	0.0236406619385343	0.0462178400862733	0.00829737802854298	0.0239272611261764	0.0235238767348859	0.0080006400512041
