Family	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae	0.22707423580786	0.18380883880764	0.260300461103674	0.257380772142316	0.340505687169456	0.374054914444887	0.190988801111208	0.316400070311127	0.135915732246007	0.14508833319109	0.247851949768672	0.162220620043259	0.086682427107959	0.20798028038823	0.240623962827746	0.191418089009411	0.250921351838783	0.200016001280102
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae	1.14410480349345	0.990969391832494	1.88160047597799	2.02119606358819	1.89813808592335	1.45642658177477	0.88549353242469	0.588855686412375	0.815494393476045	0.648630195442519	0.86748182419035	1.17159336697909	0.559495665878645	1.11693113541827	0.663790242283438	1.07672675067794	0.807653101231083	0.792063365069206
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Unassigned	0.471615720524017	0.72724366658675	1.16019634091923	0.635881907645723	1.23886111714845	0.891364902506964	0.564285094192204	0.606433468096326	0.229357798165138	0.57181872492959	0.669200264375413	0.549747656813266	0.362490149724192	0.27730704051764	0.356787255227348	0.725793587494018	0.878224731435741	0.520041603328266
Bacteria|Proteobacteria|Alphaproteobacteria|Unassigned|Unassigned	1.46724890829694	1.58235435147447	1.2643165253607	1.15821347464042	1.11569948561907	1.62355750099483	2.35263477732442	1.40622253471612	1.46109412164458	1.41674490057182	1.71017845340383	1.71232876712329	1.08747044917258	1.27099060237252	1.8918021905078	1.43563566757059	0.95663765388536	1.68813505080406
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae	0.0349344978165939	0	0.0371857801576677	0.00757002271006813	0.0144896037093386	0	0.0347252365656741	0.149411144313588	0	0.29017666638218	0.0247851949768672	0.126171593366979	0.00788022064617809	0.00770297334771222	0.00829737802854298	0.0159515074174509	0	0.0080006400512041
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae	0.0262008733624454	0.00799168864381044	0.0892458723784025	0.166540499621499	0.0507136129826849	0.230799840827696	0.0868130914141853	0.0527333450518545	0.0679578661230037	0.05120764700862	0.05783212161269	0.117159336697909	0.0472813238770686	0.100138653520259	0.0248921340856289	0.103684798213431	0.101936799184506	0.0720057604608369
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae	19.8602620087336	11.8916327019899	17.4029451137885	17.9031037093111	25.0959936245744	17.4850775964982	11.1815261741471	10.2390578309017	15.1630988786952	15.5585900827857	15.118968935889	11.4005046863735	15.9416863672183	20.2126020643969	15.1012280119482	16.5496889456054	18.1212263781071	15.2172173773902
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae	4.42794759825327	3.19667545752417	2.77405919976201	4.75397426192279	5.78135188002608	5.64265817747712	3.64614983939578	2.72455616101248	4.24736663268773	3.96859264316805	3.05684071381362	2.28010093727469	4.91725768321513	6.20089354490833	3.70063060073017	3.60504067634391	3.77950286207167	3.75230018401472
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Unassigned	7.07423580786026	5.04275553424439	6.41826565521345	6.51021953065859	8.78069984785916	8.27695980899323	4.08021529646671	3.37493408331868	4.00951410125722	4.25876930955023	4.50264375413087	4.61427541456381	4.23955870764381	5.41519026344169	4.60504480584135	4.80140373265274	4.42248882615855	4.64837186974958
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae	0.200873362445415	0.247742347958124	0.171054588725271	0.181680545041635	0.275302470477432	0.334261838440111	0.156263564545533	0.140622253471612	0.237852531430513	0.23896901937356	0.223066754791804	0.126171593366979	0.252167060677699	0.254198120474503	0.423166279455692	0.239272611261764	0.243080059593821	0.208016641331307
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Unassigned	0.0262008733624454	0.119875329657157	0	0	0.152140838948055	0.198965380023876	0.0173626182828371	0.193355598523466	0.0254841997961264	0.03413843133908	0.0247851949768672	0.0180245133381399	0.0157604412923562	0.115544600215683	0.116163292399602	0.0478545222523529	0.00784129224496197	0.0240019201536123
Bacteria|Proteobacteria|Betaproteobacteria|Unassigned|Unassigned	2.2707423580786	1.82210501078878	1.95597203629332	2.74034822104466	2.19517496196479	3.14365300437724	1.90988801111208	1.09861135524697	2.2511043153245	2.33848254672698	2.09847984137475	3.39762076423937	1.97005516154452	2.34170389770451	2.33156322602058	1.85037486042431	1.94464047675057	2.23217857428594
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae	0.0436681222707424	0.0639335091504835	0.0223114680946006	0.0757002271006813	0.0724480185466927	0.0557103064066852	0.0607691639899297	0.035155563367903	0.0509683995922528	0.02560382350431	0.0495703899537343	0.0360490266762797	0.0315208825847124	0.0770297334771222	0.0248921340856289	0.0398787685436274	0.00784129224496197	0.0240019201536123
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Labilitrichaceae	0.0611353711790393	0.143850395588588	0.0594972482522683	0.0529901589704769	0.0362240092733464	0.0477516912057302	0.104175709697022	0.0263666725259272	0.0339789330615019	0.05120764700862	0.0826173165895572	0.108147080028839	0.0630417651694248	0.0462178400862733	0.132758048456688	0.0717817833785293	0.0705716302046577	0.0640051204096328
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae	0.0524017467248908	0	0.0297486241261342	0	0.00724480185466928	0.0159172304019101	0.0520878548485112	0.0263666725259272	0.0169894665307509	0.03413843133908	0.0247851949768671	0.0540735400144196	0.0157604412923562	0.00770297334771222	0.0248921340856289	0.0159515074174509	0.0392064612248098	0.0080006400512041
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae	0.209606986899563	0.0559418205066731	0.111557340473003	0.143830431491294	0.0362240092733464	0.0795861520095503	0.321208438232485	0.0878889084197574	0.101936799184506	0.20483058803448	0.190019828155982	0.216294160057678	0.0788022064617809	0.0462178400862733	0.0746764022568868	0.103684798213431	0.0862542146945817	0.104008320665653
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Sandaracinaceae	0.200873362445415	0.143850395588588	0.215677524914473	0.181680545041635	0.30428167789611	0.11142061281337	0.138900946262696	0.131833362629636	0.110431532449881	0.13655372535632	0.206543291473893	0.153208363374189	0.141843971631206	0.169465413649669	0.182542316627946	0.215345350135588	0.211714890613973	0.184014721177694
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Unassigned	0.366812227074236	0.287700791177176	0.178491744756805	0.287660862982589	0.20285445193074	0.262634301631516	0.35593367479816	0.342766742837054	0.484199796126402	0.35845352906034	0.28916060806345	0.450612833453497	0.228526398739165	0.300415960560776	0.381679389312977	0.350933163183921	0.227397475103897	0.360028802304184
Bacteria|Proteobacteria|Deltaproteobacteria|Unassigned|Unassigned	0.0524017467248908	0.0719251977942939	0.0223114680946006	0.0227100681302044	0.0507136129826849	0.0397930760047752	0.138900946262696	0.035155563367903	0.0594631328576283	0.05120764700862	0.05783212161269	0.0991348233597693	0.086682427107959	0.0924356801725466	0.0497842681712579	0.0319030148349019	0.0940955069395436	0.0560044803584287
Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae	0.0873362445414847	0.0239750659314313	0.0148743120630671	0.0454201362604088	0.0362240092733464	0.00795861520095503	0.0520878548485112	0.263666725259272	0.569147128780156	0.35845352906034	0.0330469266358229	0.0270367700072098	0.260047281323877	0.0462178400862733	0.0580816461998009	0.0398787685436274	0.0156825844899239	0.0720057604608369
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Unassigned	0	0	0.00743715603153354	0	0	0	0.642416876464971	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Steroidobacteraceae	2.2707423580786	2.08583073603452	1.71054588725271	1.75624526873581	0.891110628124321	1.67130919220056	3.02977689035507	2.16206714712603	2.34454638124363	2.03977127251003	2.51156642432254	2.58651766402307	1.67060677698976	2.31859497766138	2.63856621307667	2.63199872387941	2.09362502940485	2.81622529802384
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	0.331877729257642	0.231758970670503	0.215677524914473	0.280090840272521	1.13743389118308	0.310385992837246	0.807361750151923	2.1005449112322	0.365273530411145	2.18485960570112	1.1566424322538	1.93763518385004	0.133963750985028	0.184871360345093	0.431463657484235	0.239272611261764	0.925272484905512	0.52804224337947
Bacteria|Proteobacteria|Gammaproteobacteria|Unassigned|Unassigned	1.37117903930131	1.15879485335251	0.951955972036293	0.893262679788039	0.992537854089691	1.13012335853561	1.81439361055647	1.07224468272104	1.30818892286782	1.12656823418964	1.36318572372769	1.71232876712329	1.36327817178881	1.23247573563395	1.7756388981082	1.57122348061892	1.19971771347918	1.69613569085527
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae	0.0262008733624454	0.0159833772876209	0.0223114680946006	0.0302800908402725	0.0289792074186771	0.0159172304019101	0.0260439274242556	0.0527333450518545	0.0169894665307509	0	0.0165234633179114	0.0180245133381399	0.0394011032308905	0.0308118933908489	0.0663790242283439	0.0319030148349019	0.0235238767348859	0.112008960716857
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Unassigned	0.558951965065502	0.415567809478143	0.639595418711885	0.651021953065859	0.688256176193581	0.668523676880223	0.607691639899297	0.307611179469151	0.475705062861026	0.35845352906034	0.437871777924653	0.495674116798846	0.417651694247439	0.508396240949006	0.55592432791238	0.486520976232254	0.423429781227946	0.464037122969838
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae	1.51965065502183	1.08686965555822	1.62130001487431	1.8773656320969	1.99232051003405	2.35575009948269	0.99835055126313	1.24802249956056	1.50356778797146	1.37407186139797	2.51982815598149	1.8294881038212	1.16627265563436	1.47126790941303	1.64288084965151	1.86632636784176	1.6701952481769	2.01616129290343
Bacteria|Proteobacteria|Oligoflexia|Bacteriovoracales|Bacteriovoracaceae	0.0786026200873362	0.127867018300967	0.282611929198275	0.166540499621499	0.528870535390857	0.222841225626741	0.156263564545533	0.184566707681491	0.127420998980632	0.30724588205172	0.214805023132849	0.0720980533525595	0.220646178092987	0.546911107687567	0.132758048456688	0.167490827883235	0.290127813063593	0.0880070405632451
Bacteria|Proteobacteria|Unassigned|Unassigned|Unassigned	1.7117903930131	1.35059538080396	1.46511973821211	0.953822861468584	0.869376222560313	1.10624751293275	2.55230488757705	1.67867815081737	1.55453618756371	1.55329862592814	2.04064771976206	2.46034607065609	1.17415287628054	1.21706978893853	2.13242615333555	1.81847184558941	1.47416294205285	2.19217537402992
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Leptospiraceae	0.0436681222707424	0.0159833772876209	0.0520600922207348	0.0681302043906132	0.0869376222560313	0.0716275368085953	0.0781317822727667	0.0615222358938302	0.0934420659191302	0.13655372535632	0.11566424322538	0.0540735400144196	0.0394011032308905	0.0847327068248344	0.0746764022568868	0.111660551922157	0.0470477534697718	0.13601088087047
Bacteria|Unassigned|Unassigned|Unassigned|Unassigned	9.54585152838428	10.245344841365	5.88279042094303	7.42619227857684	6.22328479316091	9.28770393951453	10.6346036982377	10.6345579187906	8.32483860006796	9.93428351967227	9.58360872438863	10.7245854361932	11.4814814814815	7.38715144045602	10.4629936939927	8.06348699952146	7.99811808986121	9.49675974077926
Bacteria|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae	0.00873362445414847	0.00799168864381044	0.0148743120630671	0.0151400454201363	0.0217344055640078	0.0238758456028651	0.0260439274242556	0.0263666725259272	0.0934420659191301	0.0768114705129299	0.140449438202247	0.216294160057678	0.118203309692671	0.0770297334771222	0.132758048456688	0.0717817833785293	0.0548890457147338	0.0480038403072246
Bacteria|Verrucomicrobia|Subdivision3|Unassigned|Unassigned	0.0611353711790393	0.0239750659314313	0.0371857801576677	0.00757002271006813	0.0144896037093386	0.0397930760047752	0.0347252365656741	0.035155563367903	0.0594631328576283	0.05120764700862	0.0660938532716457	0.0360490266762797	0.0236406619385343	0.0154059466954244	0.0663790242283438	0.0319030148349019	0.00784129224496197	0.0320025602048164
Bacteria|Verrucomicrobia|Unassigned|Unassigned|Unassigned	0.0262008733624454	0.00799168864381044	0.0223114680946006	0	0.0144896037093386	0.0159172304019101	0.112857018838441	0.0263666725259272	0.0594631328576283	0.00853460783476999	0.0413086582947786	0.0720980533525595	0.0315208825847124	0.0154059466954244	0.0248921340856289	0.0638060296698038	0.0156825844899239	0.0240019201536123
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Verrucomicrobiaceae	0	0	0.0223114680946006	0	0.00724480185466928	0.00795861520095503	0.0173626182828371	0.0175777816839515	0.0594631328576283	0.00853460783476999	0.0660938532716457	0.0630857966834895	0.0236406619385343	0.0462178400862733	0.00829737802854298	0.0239272611261764	0.0235238767348859	0.0080006400512041
