Species	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_2|Unassigned|Unassigned	0.0174672489082969	0.0319667545752418	0.0371857801576677	0.0302800908402725	0.0144896037093386	0.0397930760047752	0.0260439274242556	0.0878889084197574	0	0.00853460783476999	0.00826173165895572	0.00901225666906993	0.00788022064617809	0	0.00829737802854298	0.00797575370872547	0	0.0080006400512041
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Lysinibacillus|Unassigned	0.0174672489082969	0.0159833772876209	0	0	0.00724480185466928	0.00795861520095503	0.0434065457070926	0.0175777816839515	0.0169894665307509	0	0.00826173165895572	0.198269646719539	0	0	0	0	0.0156825844899239	0.0080006400512041
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Unassigned|Unassigned	0.0262008733624454	0.0239750659314313	0.0223114680946006	0.0454201362604088	0.00724480185466928	0.0238758456028651	0.0347252365656741	0	0.0339789330615019	0.00853460783476999	0.0991407799074686	0.0450612833453497	0.0157604412923562	0.0231089200431367	0.0248921340856289	0.0159515074174509	0.0156825844899239	0.0240019201536123
Bacteria|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae_1|Novibacillus|Unassigned	0.00873362445414847	0.0159833772876209	0.0148743120630671	0.00757002271006813	0	0.0159172304019101	0	0	0.0339789330615019	0.00853460783476999	0	0.0450612833453497	0	0	0.00829737802854298	0.0239272611261764	0	0.0240019201536123
Bacteria|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae_2|Unassigned|Unassigned	0.0349344978165939	0.0639335091504835	0.0223114680946006	0.0529901589704769	0.0217344055640078	0.00795861520095503	0.0260439274242556	0.105466690103709	0.0254841997961264	0.02560382350431	0.05783212161269	0.0540735400144196	0	0	0.0331895121141719	0.0239272611261764	0.00784129224496197	0.0640051204096328
Bacteria|Firmicutes|Bacilli|Bacillales|Unassigned|Unassigned|Unassigned	0.0611353711790393	0.0799168864381044	0.0371857801576677	0.257380772142316	0.0362240092733464	0.183048149621966	0.112857018838441	0.140622253471612	0.0849473326537547	0.03413843133908	0.0743555849306015	0.153208363374189	0.0472813238770686	0.0308118933908489	0.116163292399602	0.103684798213431	0.0313651689798479	0.0320025602048164
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1|Clostridium_sensu_stricto|Unassigned	0	0.295692479820986	0.0148743120630671	0.00757002271006813	0.00724480185466928	0	0.0347252365656741	0	0.0764525993883792	0	0.00826173165895572	0.00901225666906993	0	0	0	0	0	0.0720057604608369
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Unassigned|Unassigned	0	0.119875329657157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0880070405632451
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Unassigned|Unassigned	0	0	0.0148743120630671	0.00757002271006813	0.00724480185466928	0.00795861520095503	0.0173626182828371	0.00878889084197574	0.00849473326537547	0.00853460783476999	0.00826173165895572	0.0630857966834895	0	0.0154059466954244	0	0.00797575370872547	0.00784129224496197	0.0160012801024082
Bacteria|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae|Nitrospira|Unassigned	0.0436681222707424	0.0479501318628626	0.0223114680946006	0.0529901589704769	0.0217344055640078	0.0477516912057302	0.0868130914141853	0.0527333450518545	0.0764525993883792	0.0597422548433899	0.0908790482485129	0.135183850036049	0.0709219858156028	0.06932676012941	0.0746764022568868	0.303078640931568	0.101936799184506	0.152012160972878
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales|Lacipirellulaceae|Lacipirellula|Unassigned	0	0.0479501318628626	0.00743715603153354	0	0	0.00795861520095503	0.0694504731313482	0.131833362629636	0.0424736663268773	0.00853460783476999	0.0413086582947786	0.0720980533525595	0.0157604412923562	0.00770297334771222	0.00829737802854298	0.0478545222523529	0	0
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales|Pirellulaceae|Pirellula|Unassigned	0.00873362445414847	0	0.00743715603153354	0	0	0.0238758456028651	0.0347252365656741	0.0175777816839515	0	0.02560382350431	0.0413086582947786	0.0450612833453497	0.00788022064617809	0	0.00829737802854298	0.0159515074174509	0.0156825844899239	0
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales|Unassigned|Unassigned|Unassigned	0	0.0799168864381044	0.0148743120630671	0.0151400454201363	0	0	0.138900946262696	0.263666725259272	0.127420998980632	0.05120764700862	0.0743555849306015	0.108147080028839	0.0788022064617809	0.0770297334771222	0.0829737802854298	0.0319030148349019	0.0627303379596958	0.0240019201536123
Bacteria|Planctomycetes|Planctomycetacia|Unassigned|Unassigned|Unassigned|Unassigned	0.00873362445414847	0.0319667545752418	0.0520600922207348	0.00757002271006813	0	0.00795861520095503	0.130219637121278	0.140622253471612	0.0679578661230037	0.00853460783476999	0.0247851949768672	0.108147080028839	0.0394011032308905	0.0385148667385611	0.0663790242283439	0.0239272611261764	0.00784129224496197	0.0240019201536123
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|Unassigned	0.165938864628821	0.111883641013346	0.171054588725271	0.20439061317184	0.289792074186771	0.0955033824114604	0.104175709697022	0.184566707681491	0.0254841997961264	0.05120764700862	0.0908790482485129	0.0720980533525595	0.0630417651694248	0.0462178400862733	0.0995685363425158	0.111660551922157	0.0940955069395436	0.0480038403072246
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter|Unassigned	0.104803493449782	0.0959002637257252	0.0669344042838019	0.105980317940954	0.0362240092733464	0.135296458416236	0.0781317822727667	0.105466690103709	0.110431532449881	0.0768114705129299	0.239590218109716	0.0991348233597693	0.110323089046493	0.0770297334771222	0.0248921340856289	0.0877332907959802	0.0627303379596958	0.080006400512041
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Phenylobacterium|Unassigned	0.436681222707424	0.303684168464797	0.490852298081214	0.408781226343679	0.586828950228211	0.477516912057302	0.217032728535463	0.184566707681491	0.144410465511383	0.23043441153879	0.380039656311963	0.306416726748378	0.338849487785658	0.292712987213064	0.199137072685032	0.24724836497049	0.235238767348859	0.408032642611409
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Unassigned|Unassigned	0.497816593886463	0.439542875409574	0.409043581734345	0.287660862982589	0.427443309425487	0.652606446478313	0.503515930202274	0.457022323782739	0.229357798165138	0.33284970555603	0.429610046265697	0.414563806777217	0.315208825847124	0.585425974426128	0.398274145370063	0.42271494656245	0.407747196738022	0.320025602048164
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Hyphomonadaceae|Asprobacter|Unassigned	0.0611353711790393	0.0399584432190522	0.00743715603153354	0.0151400454201363	0	0.0238758456028651	0.0607691639899297	0.0791000175777817	0.0254841997961264	0.05120764700862	0	0.0811103100216294	0.0394011032308905	0.00770297334771222	0.0414868901427149	0.0319030148349019	0.0784129224496197	0.0400032002560205
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Boseaceae|Bosea|Unassigned	0.200873362445415	0.0719251977942939	0.572661014428083	0.136260408781226	0.470912120553503	0.262634301631516	0.121538327979859	0.307611179469151	0.0934420659191301	0.16215754886063	0.256113681427627	0.108147080028839	0.267927501970055	0.13865352025882	0.141055426485231	0.271175626096666	0.486160119187642	0.240019201536123
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Unassigned	1.80786026200873	2.31758970670503	1.97828350438792	1.61241483724451	1.77497645439397	2.15678471945881	2.56098619671847	1.71383371418527	1.44410465511383	1.51916019458906	2.10674157303371	2.13590483056957	1.53664302600473	1.40194114928362	1.91669432459343	1.93810815122029	1.66235395593194	2.00016001280102
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Rhodopseudomonas|Unassigned	0.0524017467248908	0.0159833772876209	0.10412018444147	0	0	0	0	0	0	0	0.00826173165895572	0.00901225666906993	0.0157604412923562	0.0154059466954244	0	0	0.0156825844899239	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Unassigned|Unassigned	0.139737991266376	0.127867018300967	0.0892458723784025	0.0757002271006813	0.108672027820039	0.175089534421011	0.156263564545533	0.0703111267358059	0.110431532449881	0.0597422548433899	0.148711169861203	0.117159336697909	0.0945626477541371	0.06932676012941	0.149352804513774	0.199393842718137	0.133301968164353	0.13601088087047
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Devosiaceae|Devosia|Unassigned	1.01310043668122	0.775193798449612	1.2420050572661	0.893262679788039	2.08650293414475	1.3450059689614	0.625054258182134	1.08982246440499	0.492694529391777	0.631560979772979	0.768341044282882	0.630857966834895	0.449172576832151	0.577723001078416	0.622303352140724	0.638060296698038	0.776287932251235	0.872069765581246
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Hyphomicrobium|Unassigned	0.192139737991266	0.215775593382882	0.520600922207348	0.196820590461771	0.20285445193074	0.206923995224831	0.138900946262696	0.290033397785199	0.0934420659191301	0.11094990185201	0.140449438202247	0.162220620043259	0.12608353033885	0.13865352025882	0.0829737802854298	0.143563566757059	0.148984552654277	0.168013441075286
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Pedomicrobium|Unassigned	0.0611353711790393	0.103891952369536	0.0669344042838019	0.0757002271006813	0.0217344055640078	0.0238758456028651	0.121538327979859	0.0263666725259272	0.0594631328576283	0.11948450968678	0.0165234633179114	0.108147080028839	0.0472813238770686	0.0539208134339855	0.0912711583139728	0.0319030148349019	0.0548890457147338	0.0880070405632451
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Unassigned|Unassigned	0.602620087336245	0.423559498121953	0.528038078238881	0.386071158213475	0.30428167789611	0.477516912057302	0.798680441010504	0.41307786957286	0.263336731226639	0.40966117606896	0.603106411103767	0.639870223503965	0.275807722616233	0.238792173779079	0.356787255227348	0.279151379805392	0.164667137144201	0.536042883430674
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Microvirga|Unassigned	0.0611353711790393	0.0879085750819148	0.0148743120630671	0.0529901589704769	0.0434688111280156	0.0557103064066852	0.130219637121278	0.0439444542098787	0.0594631328576283	0.0938806861824699	0.0495703899537343	0.207281903388608	0.0315208825847124	0.0462178400862733	0.0248921340856289	0.0478545222523528	0.0392064612248098	0.080006400512041
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Unassigned	0.0524017467248908	0.0479501318628626	0.0892458723784025	0.0529901589704769	0.079692820401362	0.0636689216076403	0.104175709697022	0.0439444542098787	0.0424736663268773	0.0682768626781599	0.0826173165895572	0.0450612833453497	0.0551615445232467	0.0616237867816977	0.0414868901427149	0.0478545222523529	0.125460675919392	0.0720057604608369
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Phyllobacterium|Unassigned	0.235807860262009	0.255734036601934	0.0520600922207348	0.257380772142316	0.340505687169456	0.445682451253482	0.0954944005556038	0.0703111267358059	0.203873598369011	0.0938806861824699	0.132187706543291	0.171232876712329	0.244286840031521	0.315821907256201	0.141055426485231	0.0877332907959802	0.156825844899239	0.128010240819266
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Unassigned|Unassigned	0.235807860262009	0.223767282026692	0.297486241261342	0.393641180923543	0.253568064913425	0.310385992837246	0.243076655959719	0.219722271049394	0.246347264695889	0.23896901937356	0.280898876404494	0.243330930064888	0.220646178092987	0.238792173779079	0.199137072685032	0.502472483649705	0.360699443268251	0.256020481638531
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Agrobacterium|Unassigned	0.0873362445414847	0.00799168864381044	0.0743715603153354	0.0227100681302044	0.0652032166920235	0.00795861520095503	0	0.0878889084197574	0.0679578661230037	0.24750362720833	0.198281559814937	0.0901225666906993	0.00788022064617809	0.0924356801725466	0.0663790242283439	0.151539320465784	0.0313651689798479	0.0720057604608369
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Ensifer|Unassigned	0.235807860262009	0.199792216095261	0.490852298081214	0.423921271763815	0.572339346518873	0.421806605650617	0.173626182828371	0.184566707681491	0.203873598369011	0.23043441153879	0.223066754791804	0.243330930064888	0.181245074862096	0.254198120474503	0.149352804513774	0.255224118679215	0.297969105308555	0.320025602048164
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Neorhizobium|Unassigned	0.0960698689956332	0	0.00743715603153354	0.0151400454201363	0.0289792074186771	0.0557103064066852	0.00868130914141853	0	0.0169894665307509	0.00853460783476999	0.0330469266358229	0.0630857966834895	0.00788022064617809	0	0.0331895121141719	0	0.0156825844899239	0.0160012801024082
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Pararhizobium|Unassigned	0.943231441048035	1.04691121233917	1.73285735534731	2.01362604087812	2.69506628993697	1.91802626343016	0.607691639899297	0.53612234136052	0.705062861026164	0.904668430485619	1.1566424322538	0.946286950252343	1.09535066981875	1.53289169619473	0.680384998340524	0.75769660232892	1.49768681878774	0.752060164813185
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Unassigned	0	0	0.0297486241261342	0.0151400454201363	0.0144896037093386	0.0716275368085953	0.00868130914141853	0.035155563367903	0	0.01706921566954	0.00826173165895572	0.00901225666906993	0.00788022064617809	0.00770297334771222	0.00829737802854298	0.00797575370872547	0	0.0080006400512041
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Shinella|Unassigned	0.0611353711790393	0.0479501318628626	0.0223114680946006	0	0.0724480185466927	0.0238758456028651	0.0520878548485112	0.254877834417297	0	0.05120764700862	0.123925974884336	0.0360490266762797	0	0.00770297334771222	0	0.0319030148349019	0.0235238767348859	0.104008320665653
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Unassigned|Unassigned	1.07423580786026	0.447534564053384	1.2643165253607	0.817562452687358	1.18090270231109	0.660565061679268	0.911537459848945	1.04587801019511	0.713557594291539	0.930272253989929	1.18968935888962	1.42393655371305	0.401891252955083	0.647049761207826	0.788250912711583	0.821502631998724	0.980161530620246	0.648051844147532
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Unassigned|Unassigned|Unassigned	3.66812227074236	3.63621833293375	5.10188903763201	5.11733535200606	3.78178656813736	4.24990051730999	4.22779755187082	3.49797855510635	2.12368331634387	3.14927029103013	3.8251817580965	3.46070656092285	2.57683215130024	2.68063472500385	3.45170925987388	2.98293188706333	2.98753234533051	3.24825986078886
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Reyranellaceae|Reyranella|Unassigned	0.148471615720524	0.17581715016383	0.215677524914473	0.113550340651022	0.0289792074186771	0.206923995224831	0.225714037676882	0.114255580945685	0.152905198776758	0.14508833319109	0.107402511566424	0.207281903388608	0.12608353033885	0.0847327068248344	0.141055426485231	0.0957090445047057	0.0627303379596958	0.080006400512041
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Unassigned|Unassigned	0.0786026200873362	0.0319667545752418	0.0669344042838019	0.0302800908402725	0.0217344055640078	0.0477516912057302	0.104175709697022	0.00878889084197574	0.0254841997961264	0.04267303917385	0.0247851949768671	0.0180245133381399	0.0315208825847124	0.0231089200431367	0.016594756057086	0.0239272611261764	0.00784129224496197	0.0320025602048164
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Unassigned|Unassigned|Unassigned	0.331877729257642	0.407576120834332	0.133868808567604	0.189250567751703	0.108672027820039	0.143255073617191	0.677142113030645	0.527333450518545	0.475705062861026	0.39259196039942	0.421348314606742	0.504686373467916	0.433412135539795	0.261901093822215	0.423166279455692	0.358908916892646	0.235238767348859	0.280022401792143
Bacteria|Proteobacteria|Alphaproteobacteria|Sneathiellales|Sneathiellaceae|Ferrovibrio|Unassigned	0.0436681222707424	0.0559418205066731	0.0297486241261342	0.0302800908402725	0.0652032166920235	0.0397930760047752	0.0347252365656741	0.0527333450518545	0.00849473326537547	0.03413843133908	0.0660938532716457	0.0630857966834895	0.0788022064617809	0.0770297334771222	0.0414868901427149	0.191418089009411	0.0862542146945817	0.0960076806144492
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Altererythrobacter|Unassigned	0	0.0159833772876209	0.0223114680946006	0.00757002271006813	0.0579584148373542	0.0238758456028651	0.00868130914141853	0.0615222358938302	0	0	0.0247851949768672	0.00901225666906993	0.00788022064617809	0.0154059466954244	0.0248921340856289	0.00797575370872547	0.0548890457147338	0.0400032002560205
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Unassigned|Unassigned	0.22707423580786	0.167825461520019	0.237988993009073	0.249810749432248	0.282547272332102	0.350179068842021	0.182307491969789	0.254877834417297	0.135915732246007	0.14508833319109	0.223066754791804	0.153208363374189	0.0788022064617809	0.192574333692805	0.215731828742117	0.183442335300686	0.196032306124049	0.160012801024082
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Unassigned	1.02183406113537	0.959002637257252	1.74773166741038	1.92278576835731	1.76048685068463	1.20175089534421	0.781317822727667	0.553700123044472	0.713557594291539	0.57181872492959	0.702247191011236	1.04542177361211	0.53585500394011	0.978277615159452	0.589113840026552	0.981017706173233	0.658668548576805	0.696055684454756
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Unassigned|Unassigned	0.122270742358079	0.0319667545752418	0.133868808567604	0.0984102952308857	0.137651235238716	0.254675686430561	0.104175709697022	0.035155563367903	0.101936799184506	0.0768114705129299	0.165234633179114	0.126171593366979	0.0236406619385343	0.13865352025882	0.0746764022568868	0.0957090445047057	0.148984552654277	0.0960076806144492
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Unassigned|Unassigned|Unassigned	0.471615720524017	0.72724366658675	1.16019634091923	0.635881907645723	1.23886111714845	0.891364902506964	0.564285094192204	0.606433468096326	0.229357798165138	0.57181872492959	0.669200264375413	0.549747656813266	0.362490149724192	0.27730704051764	0.356787255227348	0.725793587494018	0.878224731435741	0.520041603328266
Bacteria|Proteobacteria|Alphaproteobacteria|Unassigned|Unassigned|Unassigned|Unassigned	1.46724890829694	1.58235435147447	1.2643165253607	1.15821347464042	1.11569948561907	1.62355750099483	2.35263477732442	1.40622253471612	1.46109412164458	1.41674490057182	1.71017845340383	1.71232876712329	1.08747044917258	1.27099060237252	1.8918021905078	1.43563566757059	0.95663765388536	1.68813505080406
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Unassigned	0.00873362445414847	0	0.0371857801576677	0	0.00724480185466928	0	0	0.0439444542098787	0	0.27310745071264	0.0247851949768672	0.0720980533525595	0.00788022064617809	0.00770297334771222	0.00829737802854298	0.0159515074174509	0	0.0080006400512041
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Unassigned|Unassigned	0.0262008733624454	0	0	0.00757002271006813	0.00724480185466928	0	0.0347252365656741	0.105466690103709	0	0.01706921566954	0	0.0540735400144196	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Unassigned	0.0174672489082969	0	0	0.00757002271006813	0.00724480185466928	0	0.0434065457070926	0.035155563367903	0.0169894665307509	0.03413843133908	0.0247851949768672	0.0630857966834895	0.0157604412923562	0	0.00829737802854298	0.0319030148349019	0.0235238767348859	0.0560044803584287
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Unassigned|Unassigned	0.00873362445414847	0.00799168864381044	0.0892458723784025	0.158970476911431	0.0434688111280156	0.230799840827696	0.0434065457070926	0.0175777816839515	0.0509683995922528	0.01706921566954	0.0330469266358229	0.0540735400144196	0.0315208825847124	0.100138653520259	0.016594756057086	0.0717817833785293	0.0784129224496197	0.0160012801024082
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax|Unassigned	0.585152838427948	0.487493007272437	0.892458723784025	0.923542770628312	1.45620517278852	0.859530441703144	0.572966403333623	1.56442256987168	1.41012572205233	0.921737646155159	1.47884996695307	0.594808940158616	1.09535066981875	0.778000308118934	1.26120146033853	0.773648109746371	1.45848035756293	1.51212096967757
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Aquabacterium|Unassigned	0.0262008733624454	0.00799168864381044	0.00743715603153354	0.0151400454201363	0.0217344055640078	0.0397930760047752	0.0347252365656741	0.0175777816839515	0	0.04267303917385	0.0165234633179114	0	0.00788022064617809	0.00770297334771222	0.0248921340856289	0.0398787685436274	0.0156825844899239	0.0320025602048164
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Pelomonas|Unassigned	5.65065502183406	3.24462558938704	6.30670831474044	5.87433762301287	7.404187495472	4.88658973338639	2.1095581213647	1.46774477060995	3.45735643900782	3.73815823162926	2.86682088565763	2.1268925739005	3.451536643026	4.11338776767832	2.1822104215068	2.99888339448078	3.85007449227633	3.35226818145452
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ramlibacter|Unassigned	0.0262008733624454	0.0479501318628626	0.00743715603153354	0.0151400454201363	0	0.0159172304019101	0	0.0439444542098787	0.0169894665307509	0	0.0247851949768672	0	0	0.0154059466954244	0.016594756057086	0	0.00784129224496197	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Rhizobacter|Unassigned	4.2707423580786	1.12682809877727	1.33868808567604	1.92278576835731	3.46301528653191	1.37684042976522	1.76230575570796	1.69625593250132	1.12979952429494	1.75812921396262	1.76801057501652	1.16258111031002	2.83687943262411	3.63580342012017	1.62628609359442	1.53134471207529	3.06594526778013	2.32018561484919
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Unassigned|Unassigned	9.30131004366812	6.97674418604651	8.85021567752491	9.15215745647237	12.7508512642179	10.3064066852368	6.7019706571751	5.44911232202496	9.14882772680938	9.09789195186481	8.96397884996695	7.51622206200433	8.55003940110323	11.6623016484363	9.99004314636575	11.2059339607593	9.72320238375284	8.0006400512041
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|Unassigned	0.00873362445414847	0.0239750659314313	0.00743715603153354	0.0378501135503407	0.00724480185466928	0.0636689216076403	0.0260439274242556	0.035155563367903	0.0424736663268773	0	0.0413086582947786	0.0450612833453497	0	0.0539208134339855	0.00829737802854298	0.0319030148349019	0.0392064612248098	0.0320025602048164
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Unassigned|Unassigned	4.41921397379913	3.17270039159274	2.76662204373048	4.71612414837244	5.77410707817141	5.57898925586948	3.62010591197153	2.68940059764458	4.20489296636086	3.96859264316805	3.01553205551884	2.23503965392934	4.91725768321513	6.14697273147435	3.69233322270163	3.57313766150901	3.74029640084686	3.7202976238099
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Unassigned|Unassigned|Unassigned	7.07423580786026	5.04275553424439	6.41826565521345	6.51021953065859	8.78069984785916	8.27695980899323	4.08021529646671	3.37493408331868	4.00951410125722	4.25876930955023	4.50264375413087	4.61427541456381	4.23955870764381	5.41519026344169	4.60504480584135	4.80140373265274	4.42248882615855	4.64837186974958
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Unassigned|Unassigned	0.200873362445415	0.247742347958124	0.171054588725271	0.181680545041635	0.275302470477432	0.334261838440111	0.156263564545533	0.140622253471612	0.237852531430513	0.23896901937356	0.223066754791804	0.126171593366979	0.252167060677699	0.254198120474503	0.423166279455692	0.239272611261764	0.243080059593821	0.208016641331307
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Unassigned|Unassigned|Unassigned	0.0262008733624454	0.119875329657157	0	0	0.152140838948055	0.198965380023876	0.0173626182828371	0.193355598523466	0.0254841997961264	0.03413843133908	0.0247851949768672	0.0180245133381399	0.0157604412923562	0.115544600215683	0.116163292399602	0.0478545222523529	0.00784129224496197	0.0240019201536123
Bacteria|Proteobacteria|Betaproteobacteria|Unassigned|Unassigned|Unassigned|Unassigned	2.2707423580786	1.82210501078878	1.95597203629332	2.74034822104466	2.19517496196479	3.14365300437724	1.90988801111208	1.09861135524697	2.2511043153245	2.33848254672698	2.09847984137475	3.39762076423937	1.97005516154452	2.34170389770451	2.33156322602058	1.85037486042431	1.94464047675057	2.23217857428594
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Unassigned	0.0436681222707424	0.0639335091504835	0.0223114680946006	0.0757002271006813	0.0724480185466927	0.0557103064066852	0.0607691639899297	0.035155563367903	0.0509683995922528	0.02560382350431	0.0495703899537343	0.0360490266762797	0.0315208825847124	0.0770297334771222	0.0248921340856289	0.0398787685436274	0.00784129224496197	0.0240019201536123
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Labilitrichaceae|Labilithrix|Unassigned	0.0611353711790393	0.143850395588588	0.0594972482522683	0.0529901589704769	0.0362240092733464	0.0477516912057302	0.104175709697022	0.0263666725259272	0.0339789330615019	0.05120764700862	0.0826173165895572	0.108147080028839	0.0630417651694248	0.0462178400862733	0.132758048456688	0.0717817833785293	0.0705716302046577	0.0640051204096328
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae|Nannocystis|Unassigned	0.0262008733624454	0	0.0223114680946006	0	0.00724480185466928	0.0159172304019101	0.0173626182828371	0.00878889084197574	0.0169894665307509	0.01706921566954	0.0165234633179114	0.0180245133381399	0.0157604412923562	0	0.0248921340856289	0.00797575370872547	0.0235238767348859	0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae|Unassigned|Unassigned	0.0262008733624454	0	0.00743715603153354	0	0	0	0.0347252365656741	0.0175777816839515	0	0.01706921566954	0.00826173165895572	0.0360490266762797	0	0.00770297334771222	0	0.00797575370872547	0.0156825844899239	0.0080006400512041
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Sorangium|Unassigned	0.157205240174672	0	0	0.0908402725208176	0.0362240092733464	0.0238758456028651	0.208351419394045	0.0527333450518545	0.0849473326537547	0.0938806861824699	0.0991407799074686	0.0991348233597693	0.0394011032308905	0.0154059466954244	0.00829737802854298	0.0478545222523529	0.0235238767348859	0.0400032002560205
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Unassigned|Unassigned	0.0524017467248908	0.0559418205066731	0.111557340473003	0.0529901589704769	0	0.0557103064066852	0.112857018838441	0.035155563367903	0.0169894665307509	0.11094990185201	0.0908790482485129	0.117159336697909	0.0394011032308905	0.0308118933908489	0.0663790242283438	0.0558302759610783	0.0627303379596958	0.0640051204096328
