Species	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Unassigned	2.99563318777293	2.76512427075841	3.16822846943329	2.19530658591976	1.09396508005506	1.80660565061679	2.43944786873861	3.48918966426437	7.56880733944954	4.37825381923701	2.94943820224719	3.09120403749099	3.89282899921198	3.45863503312279	3.13640889478925	6.04562131121391	4.46953657962832	3.25626050084007
Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Unassigned|Unassigned	0.183406113537118	0.135858706944777	0.111557340473003	0.060560181680545	0.0869376222560313	0.0557103064066852	0.0694504731313482	0.158200035155563	0.883452259599049	0.53768029359051	0.140449438202247	0.135183850036049	0.275807722616233	0.107841626867971	0.257218718884832	0.287127133514117	0.0548890457147338	0.152012160972878
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Streptosporangiaceae|Nonomuraea|Unassigned	0	0.0159833772876209	0	0.0151400454201363	0.00724480185466928	0.0159172304019101	0.00868130914141853	0	0.00849473326537547	0.00853460783476999	0.0165234633179114	0	0.00788022064617809	0.0154059466954244	0.0497842681712579	0	0.109778091429468	0.0240019201536123
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Streptosporangiaceae|Unassigned|Unassigned	0	0.0399584432190522	0	0	0	0.0318344608038201	0.00868130914141853	0.0263666725259272	0.0764525993883792	0.00853460783476999	0.00826173165895572	0.0811103100216294	0	0	0	0	0	0
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Thermomonosporaceae|Unassigned|Unassigned	0.768558951965066	0.855110684887717	0.163617432693738	1.24905374716124	0.326016083460117	0.557103064066852	0.520878548485112	0.957989101775356	0.288820931022766	0.785183920798839	0.776602775941837	0.585796683489546	1.10323089046493	1.24788168232938	0.564221705940923	0.941138937629606	1.49768681878774	0.672053764301144
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Unassigned|Unassigned|Unassigned	0.296943231441048	0.695276912011508	0.312360553324409	0.431491294473883	0.0507136129826849	0.397930760047752	0.364614983939578	0.606433468096326	0.365273530411145	0.38405735256465	0.454395241242564	0.315428983417448	0.488573680063042	0.439069480819596	0.414868901427149	0.191418089009411	0.446953657962832	0.552044163533083
Bacteria|Actinobacteria|Actinobacteria|Unassigned|Unassigned|Unassigned|Unassigned	5.83406113537118	8.91073283784864	6.52238583965492	5.72293716881151	3.80352097370137	4.63987266215678	7.27493706050872	7.91000175777817	6.77030241250425	5.81206793547836	6.55155320555188	5.50648882480173	9.38534278959811	9.05869665690957	7.83272485894457	8.29478385707449	6.96306751352623	7.84862789023122
Bacteria|Actinobacteria|Rubrobacteria|Rubrobacterales|Rubrobacteraceae|Rubrobacter|Unassigned	0.0174672489082969	0.119875329657157	0.0446229361892013	0.0454201362604088	0.00724480185466928	0.0477516912057302	0.112857018838441	0.0791000175777817	0.0339789330615019	0.05120764700862	0.0330469266358229	0.135183850036049	0.0788022064617809	0.0385148667385611	0.0580816461998009	0.0638060296698038	0.109778091429468	0.0480038403072246
Bacteria|Actinobacteria|Thermoleophilia|Gaiellales|Gaiellaceae|Gaiella|Unassigned	0.00873362445414847	0.0399584432190522	0.0148743120630671	0.00757002271006813	0	0.0159172304019101	0.0347252365656741	0.0527333450518545	0.00849473326537547	0.01706921566954	0.0165234633179114	0.0180245133381399	0.00788022064617809	0.00770297334771222	0.0331895121141719	0.0159515074174509	0.0235238767348859	0.0080006400512041
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Solirubrobacteraceae|Solirubrobacter|Unassigned	0.165938864628821	0.127867018300967	0.0669344042838019	0.0227100681302044	0.0941824241107006	0.127337843215281	0.251757965101137	0.140622253471612	0.135915732246007	0.11094990185201	0.156972901520159	0.288392213410238	0.0394011032308905	0.0231089200431367	0.0746764022568868	0.0558302759610783	0.0862542146945817	0.0960076806144492
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Unassigned|Unassigned|Unassigned	0.427947598253275	0.399584432190522	0.156180276662204	0.280090840272521	0.152140838948055	0.612813370473538	0.781317822727667	0.430655651256811	0.365273530411145	0.37552274472988	0.487442167878387	0.693943763518385	0.267927501970055	0.192574333692805	0.257218718884832	0.199393842718137	0.423429781227946	0.272021761740939
Bacteria|Actinobacteria|Thermoleophilia|Unassigned|Unassigned|Unassigned|Unassigned	0.00873362445414847	0.0239750659314313	0	0	0.00724480185466928	0.0159172304019101	0.0173626182828371	0.035155563367903	0.0254841997961264	0	0	0.00901225666906993	0.0157604412923562	0.0231089200431367	0.00829737802854298	0.00797575370872547	0	0.0080006400512041
Bacteria|Actinobacteria|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned	0.873362445414847	1.39055382402302	0.870147255689424	0.991672975018925	0.789683402158951	0.947075208913649	1.89252539282924	1.89840042186676	1.15528372409106	1.50209097891952	1.55320555188367	1.96467195385725	1.59180457052797	1.21706978893853	1.56820444739462	1.14053278034774	1.19971771347918	1.20009600768061
Bacteria|Armatimonadetes|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned	0	0.00799168864381044	0.0148743120630671	0.00757002271006813	0	0.0238758456028651	0.0520878548485112	0.0439444542098787	0.0339789330615019	0.00853460783476999	0.0165234633179114	0.0270367700072098	0.0236406619385343	0.00770297334771222	0.0414868901427149	0.0239272611261764	0.0156825844899239	0.0080006400512041
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Unassigned|Unassigned	0.139737991266376	0.0559418205066731	0.0669344042838019	0.060560181680545	0.0217344055640078	0.0716275368085953	0.538241166767949	0.298822288627175	0.492694529391777	0.40112656823419	0.28916060806345	0.243330930064888	0.338849487785658	0.469881374210445	0.348489877198805	0.342957409475195	0.243080059593821	0.160012801024082
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Fulvivirgaceae|Ohtaekwangia|Unassigned	0.427947598253275	0.343642611683849	0.0892458723784025	0.0378501135503407	0.289792074186771	0.0159172304019101	0.0954944005556038	0.0439444542098787	0.118926265715257	1.06682597934625	0.0495703899537343	0.0811103100216294	0.228526398739165	0.100138653520259	0.381679389312977	0.374860424310097	0.0313651689798479	0.144011520921674
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Fulvivirgaceae|Unassigned|Unassigned	0.148471615720524	0.119875329657157	0.0371857801576677	0.0908402725208176	0.0362240092733464	0.0477516912057302	0.112857018838441	0.0703111267358059	0.18688413183826	0.21336519586925	0.148711169861203	0.180245133381399	0.16548463356974	0.200277307040518	0.199137072685032	0.17546658159196	0.203873598369011	0.0720057604608369
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Unassigned|Unassigned|Unassigned	0.471615720524017	0.19180052745145	0.0743715603153354	0.151400454201363	0.0652032166920235	0.0795861520095503	1.24142720722285	0.606433468096326	0.849473326537547	0.879064606981309	0.80964970257766	0.576784426820476	0.66193853427896	0.708673547989524	0.813143046797212	0.869357154251077	0.345016858778327	0.648051844147532
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Unassigned	1.50218340611354	1.54239590825541	6.78268630075859	2.33156699470098	4.14402666087082	1.65539196179865	1.37164684434413	6.50377922306205	6.04825008494733	4.4379960740804	1.81758096497026	1.84751261715934	3.48305752561072	3.92081343398552	2.51410554264852	1.50741745094911	3.40312083431349	4.11232898631891
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Unassigned|Unassigned	0	0.111883641013346	0.0371857801576677	0	0.0289792074186771	0.127337843215281	0.00868130914141853	0.0175777816839515	0.0594631328576283	0.00853460783476999	0.0330469266358229	0.0270367700072098	0.00788022064617809	0	0	0	0.00784129224496197	0.0160012801024082
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium|Unassigned	0	0.0239750659314313	0.00743715603153354	0.0151400454201363	0.00724480185466928	0.00795861520095503	0.0173626182828371	0.105466690103709	0.0594631328576283	0.0597422548433899	0.0495703899537343	0.0180245133381399	0.0157604412923562	0	0.0497842681712579	0.207369596426862	0.0235238767348859	0.0160012801024082
Bacteria|Bacteroidetes|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned	0.270742358078603	0.103891952369536	0.12643165253607	0.196820590461771	0.130406433384047	0.0716275368085953	0.277801892525393	0.254877834417297	0.501189262657153	0.33284970555603	0.247851949768672	0.315428983417448	0.260047281323877	0.377445694037899	0.331895121141719	0.295102887222843	0.313651689798479	0.256020481638531
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned|Unassigned|Saccharibacteria_genera_incertae_sedis|Unassigned	0	0	0.0148743120630671	0.0151400454201363	0.123161631529378	0.00795861520095503	0	0.0878889084197574	0	0.01706921566954	0.0165234633179114	0	0	0	0.0331895121141719	0.00797575370872547	0	0.0480038403072246
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales|Oscillochloridaceae|Oscillochloris|Unassigned	0.0786026200873362	0.103891952369536	0.0223114680946006	0.060560181680545	0.0652032166920235	0.0557103064066852	0.0607691639899297	0.0263666725259272	0.0849473326537547	0.01706921566954	0.0413086582947786	0.0180245133381399	0.0788022064617809	0.0616237867816977	0.0414868901427149	0.0478545222523529	0.0235238767348859	0.0720057604608369
Bacteria|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae|Tumebacillus|Unassigned	0	0	0	0.00757002271006813	0.00724480185466928	0.0318344608038201	0.0347252365656741	0.035155563367903	0	0.02560382350431	0.156972901520159	0.00901225666906993	0.00788022064617809	0.0231089200431367	0	0.0797575370872547	0	0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1|Alkalihalobacillus|Unassigned	0.00873362445414847	0.0159833772876209	0	0	0	0.00795861520095503	0.00868130914141853	0.0263666725259272	0.00849473326537547	0.03413843133908	0	0.144196106705119	0	0.00770297334771222	0.00829737802854298	0	0.00784129224496197	0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1|Bacillus|Unassigned	0.445414847161572	0.399584432190522	0.156180276662204	0.24224072672218	0.123161631529378	0.453641066454437	1.77098706484938	0.76463350325189	0.968399592252803	1.07536058718102	0.454395241242564	2.0097332372026	0.189125295508274	0.0847327068248344	0.282110852970461	0.135587813048333	0.0627303379596958	0.232018561484919
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1|Unassigned|Unassigned	0.436681222707424	0.447534564053384	0.304923397292875	0.280090840272521	0.188364848221401	0.374054914444887	0.928900078131782	0.500966777992617	0.63710499490316	0.648630195442519	0.487442167878387	1.36085075702956	0.260047281323877	0.215683253735942	0.298705609027547	0.271175626096666	0.219556182858935	0.344027522201776
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_2|Terribacillus|Unassigned	0.0262008733624454	0	0	0	0.00724480185466928	0	0.156263564545533	0.0175777816839515	0.0849473326537547	0.00853460783476999	0.00826173165895572	0.0180245133381399	0	0	0.00829737802854298	0	0	0.0240019201536123
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Brevibacillus|Unassigned	0.0174672489082969	0.00799168864381044	0.319797709355942	0.00757002271006813	0	0	0	0.0263666725259272	0.00849473326537547	0	0.0247851949768672	0.00901225666906993	0	0	0.00829737802854298	0.00797575370872547	0	0
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Paenibacillus|Unassigned	0.270742358078603	0.239750659314313	0.0743715603153354	1.93035579106737	0.10142722596537	0.175089534421011	1.05043840611164	0.342766742837054	0.254841997961264	1.04975676367671	0.148711169861203	0.513698630136986	0.157604412923562	0.100138653520259	0.132758048456688	0.0797575370872547	0.0940955069395436	0.120009600768061
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Unassigned|Unassigned	0.0436681222707424	0.0239750659314313	0.00743715603153354	0.348221044663134	0.0144896037093386	0.183048149621966	0.581647712475041	0.465811214624714	0.0934420659191301	0.24750362720833	0.05783212161269	0.0630857966834895	0	0.0231089200431367	0.0580816461998009	0.0638060296698038	0.0548890457147338	0.0240019201536123
